summary,sentiment,keywords
" Apple exec said they saw search queries decline for the first time in April . Bears jumped on this news to claim that search was a dying business . There are a number of reasons to believe the Alphabet and Google search will be just fine moving forward .  $20 billion is the amount of revenue-sharing money that Apple receives from Alphabet each year for Google to be the exclusive search engine for its Safari browser . The revenue is pure margin and accounts for more than 15% of Apple's operating income .  Apple has 20 billion reasons why it would want to depict search as becoming increasingly irrelevant . Alphabet refuted Apple's claims about its search queries declining in a blog post . It said it continued to see overall search query growth, including on Apple devices and platforms .  AI chatbots are likely to eventually have a much different monetization model than search . The cost of answering AI queries is exponentially higher than providing search results . Google isn't making money from historical or curiosity-driven questions with no commercial relevance .  Paid tiers with some advertising support are likely the future model of the AI chatbot industry . However, this is likely to make AI chatbots more complementary than replace search . Google has a huge two-sided ad network that can connect advertisers to global, national, regional, or local audiences .  Search ad prices are likely to rise as advertisers will still need effective ways to reach consumers . With fewer high-traffic platforms available, advertisers will be willing to pay a premium to access that limited supply . The company is looking to use Gemini to enhance Google search with AI .  The Motley Fool Stock Advisor's total average return is 907% — a market-crushing outperformance compared to163% for the S&P 500 . The 10 stocks that made the cut could produce monster returns in the coming years . Consider when Netflixmade this list on December 17, 2004... if you invested $1,000 at the time of our recommendation,you’d have $614,911!  Suzanne Frey, an executive at Alphabet, is a member of The Motley Fool’s board of directors . She and other members of the company's board include Apple and Google .",neutral,"chatbots, apple, chatbot, search, google"
" Apple disclosed that searches in its devices' internet browsers had fallen for the first time ever last month . Well-known investors Josh Brown and Joe Terranova said that the news was significantly negative for Alphabet Inc. (GOOG) and GOOGL stock . Brown, who sold all of his GOOG stock last month, said that AAPL's statement is ""extremely significant""  The internet search business is GOOG's ""cash cow"" and its ""primary business,"" Terranova noted . There has been a great deal of concern that the tech giant was not effectively dealing with the emerging competition to its search business .  Nowand30 Best Stocks to Buy Now. According to Billionaires Disclosure: None. Now and 30 Best Stock Stocks To Buy Now .",negative,"stocks, stock, aapl, investors, apple"
" Uber CEO Dara Khosrowshahi says the ride-hailing company can't rest for a second . ""We think we can hold our own and then some,"" he said . Uber's stock has climbed 37% since January and is up 22% from a year ago .  Khosrowshahi: ""Consumers are loving the product. The team on the ground is doing a terrific job in terms of repairs and cleaning and recharging the cars, etc., to make sure that the Waymos are available for rides"" ""Obviously, Waymo has a safety track record second to none,"" he said . ""We’re super excited for expansion in Atlanta as well as some of the other [autonomous vehicle] announcements""  Khosrowshahi: ""10 years from now every single new car sold comes with Level 4, Level 5 AV"" Uber recently told employees to come to the office three days a week, up from two . WeRide, Waymo and Toyota recently unveiled a collaboration on autonomous-driving technology .  Wedbush downgraded Uber to neutral from outperform with a price target of $85, up from $80 . The company reported ""mixed"" first-quarter results with ""healthy guidance"" for Q2, Wedbush said .  Citi raised its price target on Uber to $102 from $92 and affirmed a buy rating on the shares following the Q1 report . The investment firm sees multiple mobility initiatives that should deliver continued higher bookings .  Pricing was steady with insurance inflation abating, Erickson said . Autonomous-vehicle commentary remains bullish with expanding partnerships and acceleration coming in its early markets, he said .",positive,"uber, waymo, driving, vehicle, toyota"
" Jim Lebenthal says his ""inclination"" was to hold Alphabet Inc. (GOOG) stock despite the negative news . He also noted that, about two years ago, GOOG stock had fallen sharply after the firm's Gemini AI tool ""misidentified"" an object .  In the last month, the stock rose 17%, but they have sunk 29% in the last three months . While we acknowledge the potential of GOOG, our conviction lies in the belief that AI stocks hold greater promise for delivering higher returns . There is an AI stock that went up since the beginning of 2025, while popular AI stocks lost around 25%.",negative,"stock, stocks, goog, ai, alphabet"
" Quantum computing is emerging as a new, exciting pocket of the broader AI realm -- estimated to be worth hundreds of billions in the coming decades . Over the last several months, companies such as IonQ, Rigetti Computing, Alphabet, Microsoft, and many more have come into the spotlight thanks to their roles in the quantum computing space .  McKinsey & Company estimates the total addressable market for quantum computing could be $131 billion by 2040 . McKinsey sees mobility, life sciences, chemicals, and financial services as four of the biggest opportunities -- set to potentially gain $1.3 trillion in value .  Interest in quantum computing started to emerge in the later months of 2024 . IonQ, Rigetti Computing, Quantum Computing, and D-Wave Quantum aren't generating much in terms of revenue . Despite their precipitous sell-offs, each of the stocks in this peer set still trades for extended valuations .  Each company is trading at a valuation near or more than $1 billion . None of these companies is on a proven path to generate consistent profitability . Nvidia is building an end-to-end platform for enterprise AI .  Nvidia is parlaying this strategy by adding another stitch to the broader CUDA fabric . As of this writing (May 7), Nvidia stock has plummeted 24% off its 12-month high . I think the company is going to emerge as a force in the quantum computing industry despite receiving little coverage in the space .  Investors should consider taking advantage of Nvidia's current depressed price action and buy the stock hand over fist . For now, Nvidia remains in control of the AI chip market, and quantum computing represents a longer-term opportunity worth tens of billions of dollars for the company .  Right now, we’re issuing “Double Down” alerts for three incredible companies, available when you joinStock Advisor, and there may not be another chance like this anytime soon . Apple: If you invested $1,000 when we doubled down in 2008,you’d have $37,640! Netflix:if you invested . $302,503! $614,911!  Quantum Intelligence (AI) Quantum Computing Stock on the Dip was originally published by The Motley Fool . Quantum Computing stock is a quantum computing stock on the dip .",neutral,"stocks, nvidia, stock, market, billion"
" Ark Invest has recently started adding to its position in Advanced Micro Devices . This could be a smart move as AMD's data center business is still in its early phases . Forward valuation estimates suggest that AMD stock could be oversold .  AMD has quietly built a respectabledata data center business of its own . Nvidia is widely seen as the undeniable market leader in semiconductors and data centers . AMD's data center revenue and operating income from the data center segment have been solidified in recent years .  AMD's data center business is accelerating sales while widening its operating margins . Last year, Nvidia generated upwards of $115 billion in revenue just from the data-center business . The next few years are going to be quite interesting in the chip space .  Year to date, shares of AMD have plummeted by some 37% . Nvidia will likely continue to be a critical player in the AI infrastructure space for the long run . AMD is already working with Meta Platforms, Microsoft, andOracle in data center space .  AMD stock trades at a modest forward price-to-earnings (P/E) multiple of just 22.4 . AMD may never become as large as Nvidia, and that is OK . The bigger idea is whether or not AMD can scale its current GPU business and do so in a profitable way .  The Motley Fool’s total average return is 907% — a market-crushing outperformance compared to163% for the S&P 500 . Consider when Netflixmade this list on December 17, 2004... if you invested $1,000 at the time of our recommendation,you’d have $614,911!  Facebook and sister to Mark Zuckerberg, is a member of The Motley Fool's board of directors . John Mackey is the former CEO of Whole Foods Market, an Amazon subsidiary . Adam Spatacco has positions in Microsoft, Amazon, Palantir Technologies, and Tesla .",positive,"amd, stock, nvidia, ark, invest"
" AppLovin (APP) is making a name for itself in mobile advertising . The tech company recently announced its intention to sell its less profitable and declining mobile gaming business for $400 million in cash .  AppLovin’s AXON platform marks an evolution from its mobile gaming origins, leveraging AI to deliver real-time data analysis and highly efficient ad targeting . The confluence of factors makes me cautiously bullish on APP stock .  AppLovin's stellar numbers have propelled it into the ranks of leading tech players, now boasting a market cap in excess of $100 billion . The stock trades at a P/E ratio of 67 — nearly three times the sector median — signaling that investors are pricing in near-flawless execution and continued strong performance .  APP is a Moderate Buy based on 15 Buy, three Hold, and one Sell rating in the past three months . AppLovin must navigate scrutiny over data collection and compliance with platform policies . The average price target of $473.06implies 40% upside over the next twelve months .  AppLovin’s AXON platform has elevated the company to a leadership position in AI-driven mobile advertising . Strong revenue growth and exceptional adjusted EBITDA margins showcase its powerful operating leverage . The advertising landscape remains highly competitive and unpredictable, making future outcomes hard to call .  This article includes a disclaimer . Use of the author of this article to help people understand our differences in our guides . We are happy to share our views of our experiences in the comments section .",positive,"app, applovin, market, investors, stock"
" AI upstart OpenAI abandoned plans to convert itself into a for-profit enterprise . The company also appointed Instacart CEOFidji Simoas its new head of applications . It also reached an agreement to purchase AI coding tool Windsurf for $3 billion . Elon Musk is still fighting a legal battle against the company .  OpenAI had hoped to shed its nonprofit status to attract additional investors . Instead, the company will turn its for-profit arm into a public benefit corporation . The new PBC will not be constricted by profit caps that currently limit profits for outside investors .  Musk argues that OpenAI's new for-profit venture is a ""facade"" and a ""PR announcement"" meant to obscure company executives' looting and profiteering off the nonprofit . Musk claims his former partner in charity, OpenAI co-founder Sam Altman, scrapped the business plan to hide misappropriated donations .  OpenAI has removed all previous profit caps on outside investment, and that the tens of billions of dollars in investment expressly conditioned on its for-profit conversion will now vest..."" Microsoft invested $13.75 billion in OpenAI's for-profits arm, dCeline's .  Simo was already serving on OpenAI's board before the announcement . Altman said he moved up due to a leak . Simo will have to ensure that OpenAI continues to evolve its offerings at a regular cadence .  Generative AI is still relatively new, and there's no telling which companies will stick around and which will fall to the wayside . Despite OpenAI's early mover status, the generative AI field is still wide open .",neutral,"profit, profits, openai, profiteering, investors"
" Uber Technologies (UBER) stock is on a tear without brakes in sight . Robust growth in ridesharing and delivery, plus game-changing autonomous vehicle partnerships, keep Uber’s engine purring . Gross bookings grew 14% year-over-year to $42.8 billion, or 18% on a constant currency basis .  CEO Dara Khosrowshahi credited stronger user retention and “rapid innovation” in both the Mobility and Delivery segments . Uber One membership program ballooned to 30 million members, up 60% year-over-year . Management’s doubling down on new offerings like airport shuttles and rider verification to boost safety .  Uber’s bottom-line metrics were even more praiseworthy, withadjusted EBITDA soaring 35% to $1.9 billion . Free cash flow was the absolute stunner at $2.3 billion . Stock-based compensation (SBC) as a percentage of revenue dropped to 4.4% over the past year .  Despite stellar earnings report, Uber’s stock has actually dipped post-earnings . This is not a revenue growth story (although revenue growth was strong) but a free cash flow growth story . Uber is starting to print cash, which will only intensify as it gradually hits higher scalability .  Uber's snowballing free cash flow could power heftier buybacks in the long run . Despite Wall Street’s not-so-positive post-earnings reaction, analysts are still very bullish on UBER stock . Over the past three months, UBER has gathered 25 Buy and three Hold ratings, forming a Strong Buy consensus on Wall Street .  $100 is the natural psychological price target that’s next for UBER bulls . With robotaxis revving and global growth humming, I’m betting $100 .",positive,"uber, revenue, earnings, ebitda, ridesharing"
" Google (GOOGL) stock slid 7% on Wednesday after Apple’s head of services, Eddy Cue, dropped a bombshell during antitrust testimony: Safari search volume had declined in April for the first time in over two decades . JPMorgan Chase CEO Jamie Dimon had some critical words for President Donald Trump's tariffs, but said he understands the intent behind them .  The U.S. trade deficit widened more than expected in March, rising to $140.5 billion . Palantir (PLTR) reported strong first-quarter results after the close on Monday . Shares of the AI and data analytics software provider dropped as much as 15% on Tuesday .  More than five million borrowers who haven’t made payments in months — or, in some cases, years . More than 5 million borrowers have not paid in months or years . Read More for the latest news,Facebook,TwitterandInstagram.",negative,"googl, tariffs, google, antitrust, stock"
