summary,sentiment,keywords
" Apple hosted its annual WWDC event at its Cupertino, Calif., headquarters on Monday . Wall Street is keen on seeing Apple prove it has what it takes to compete in the AI race . Instead, Apple said it is opening up its AI software to its army of developers and served up smaller AI features .  Apple's AI strategy leans more towards systemic integration and developer empowerment, IDC VP Francisco Jeronimo said . Apple is opening up its on-device language models to third-party developers . The move could pay significant dividends in the future .  Apple is opening its AI models to developers . The move could spur developers to create new software options that go beyond what Apple could produce on its own . Providing access to Apple's on-device models has the additional benefit of saving developers money .  Apple adds live real-time translation to its Phone, FaceTime, and Messages apps . The company says translated voices will mimic the sound of a person's natural voice . Apple also added AI capabilities to its Visual Intelligence app .  The moves will help Apple bolster its AI capabilities, ensuring it doesn't fall further behind its competitors . Such improvements will also add up over time as developers integrate AI deeper into apps and services .",neutral,"apple, apps, ai, developers, developer"
" On June 10,Reutersreported that OpenAI is planning to add Alphabet Inc. (NASDAQ:GOOGL)’s Google cloud service to meet its growing needs for computing capacity . The collaboration is a surprising highlight of the strategic need for companies to pool resources to accelerate AI adoption .  Certain AI stocks offer greater upside potential and carry less downside risk . They pointed toward growth opportunities for Google’s Cloud unit and also expressed caution regarding competition from ChatGPT .",positive,"openai, cloud, google, nasdaq, googl"
" CoreWeave is set to provide computing capacity to Google (NASDAQ:GOOGL) Cloud as part of Google’s newly formed partnership with OpenAI . Google will also provide some of its own computing resources to OpenAI, according to a Reuters report .",neutral,"cloud, coreweave, google, googl, openai"
" CoreWeave is slated to provide computing capacity to Google's cloud unit, sources say . Google will then sell that capacity to OpenAI to meet growing demand for services like ChatGPT .  CoreWeave signed up Google as a customer in the first quarter . The specialized cloud provider that went public in March has already been a major supplier of OpenAI's infrastructure . The company has signed a five-year contract worth $11.9 billion with OpenAI .  CoreWeave's deal with Google coincides with Microsoft's re-evaluation of its data center strategy, including withdrawing from certain data center leases . Microsoft is also renegotiating with OpenAI to revise the terms of their multibillion-dollar investment, including future equity stake it will hold in OpenAI .  Nvidia, has established itself as a fast-rising provider of GPU-based cloud infrastructure in the AI wave . Its public debut in March was met with a lukewarm response due to concerns over its highly leveraged capital structure and shifting GPU demand .",positive,"openai, nvidia, gpu, cloud, coreweave"
" Koray Kavukcuoglu, chief technology officer of Google's DeepMind AI lab, is taking on the newly created title of chief AI architect . He will also become a new senior vice president, reporting directly to CEO Sundar Pichai .  Google said it would put artificial intelligence into the hands of more web surfers at its annual I/O conference in May . Pichai said in Wednesday's memo that Alphabet was ""entering a new phase of the AI platform shift""",neutral,"deepmind, ai, architect, ceo, kavukcuoglu"
" AppLovin CorporationAPP has delivered a stunning 50% surge over the past three months, outperforming the industry’s 21% rally . Heavyweights in the in-game mobile advertising space, such asAlphabetGOOGL andMeta PlatformsMETA, have gained 7% and 14% during the same period . With digital ad giants regaining momentum, market sentiment appears to be turning favorable for ad tech firms .  In a post-Identifier for Advertisers environment that disrupted mobile user acquisition strategies, Axon 2 served as a critical catalyst for recovery . Google,MicrosoftMSFT andSalesforceCRM are rapidly advancing generative AI . Google embeds AI in Workspace and enhances Vertex AI .  Applovintakes a different route, using AI to drive direct monetization in mobile advertising . In the first quarter of 2025, revenues surged 40% year over year, reflecting strong market demand . Net income skyrocketed 144% from the prior year .  AppLovin's recent rally is rooted in tangible performance, cutting-edge technology, and an expanding advertiser base . Earnings are projected to grow by 85.7%, with 2026 earnings expected to rise another 42.2%. Revenues are also expected to increase by 21.5% in 2025 and 19.2% in 2026 . APP currently sports a Zacks Rank #1 (Strong Buy)  Microsoft Corp. can seethe complete list of today’s Zacks #1 Rank stocks here . Today, you can download 7 Best Stocks for the Next 30 Days .",positive,"advertiser, advertisers, advertising, app, applovin"
" Investors are looking for a win that can help repair the brand damage and shift Tesla back into growth mode . Musk said Tesla would start the new self-driving car service in Austin as soon as June 22 .  Tesla CEO Elon Musk says the service's debut could shift because it's ""super paranoid about safety"" The proclamation came as part of an all-night series of social media messages by Musk . Investors have been urging Musk to refocus on his business empire .  The government has outsized influence over Musk's businesses . Musk has promised to establish a ride-hailing network that is part “Airbnb, part Uber’s”  Tesla will be the fourth robotaxi service to launch in Austin in the past several years . Musk predicts hundreds of thousands of the vehicles will be on the road by late 2026 .  The initial operation area will likely cover only a few square miles, a source says . The rules governing driverless vehicles in Texas are notably light . Texas is popular choice for companies in early stages of autonomous service .  Tesla has embraced a different approach to autonomy, favoring a camera-only system rather than a combination of lidar, radar and pre-mapping that competitors use . Musk has long claimed such an approach will allow the company to scale up sooner than rivals including Waymo, which he considers too expensive .  Tesla has been in touch with Austin city officials and first responders to discuss safety expectations . The company has said robotaxis will be remotely monitored initially . Last week, Waymo drove into a flooded area following a storm .  Elon Musk's public spat with President Trump threatens to alienate even more customers . It’s also a complicated moment for Musk to pitch Tesla as a trusted brand to take passengers where they need to go .  Driverless vehicles require an extra element of trust and critics will be ready to amplify any mishaps . Baird analyst Ben Kallo downgraded Tesla to neutral citing overhyped expectations from Musk .  Kallo: “Rolling this out will be very difficult. At first it will require more people, so people in control centers making sure that the cars do not get into accidents something like that. take longer.” For that reason, Kallo said there will likely be some short-term pain.",neutral,"tesla, austin, musk, uber, driverless"
" For investors seeking value in the AI sector, three companies that stand out are Micron, Dell, and Google's parent Alphabet . Many AI stocks have inflated valuations, making it tough for Warren Buffett's investing style to find good buys .  Micron's high-bandwidth memory chips crossed $1 billion in sales for the first time in the company's fiscal second quarter . As a result, the quarter's sales reached $8.1 billion, up nearly 40% from the prior year's $5.8 billion . Micron expects continued sales growth .  Dell sells servers, PCs, and other hardware to build AI systems . Sales increased 5% year over year to $23.4 billion in its fiscal first quarter, ended May 2 . Customers include hotAI company CoreWeave .  In its 2026 fiscal year, Dell anticipates revenue hitting at least $101 billion, up from $95.6 billion . Google Cloud's first-quarter sales also saw AI-fueled growth, climbing to $12.3 billion . Alphabet built proprietary AI and infused it into many of its products .  Alphabet's stock was beaten down after losing two key antitrust cases brought by the U.S. government . Alphabet is aggressively investing in its tech infrastructure with plans for $75 billion in capital expenditures this year, up from $52.5 billion .  Micron, Dell, and Alphabet all have forward P/E multiples significantly lower than Nvidia and Microsoft . This trio of AI stocks are a great value compared to their AI brethren .  Market-crushing outperformance compared to174%for the S&P 500 . Don’t miss out on the latest top 10 list, available when you join Stock Fool’s Stock Advisor Stock Show .",positive,"dell, stock, micron, stocks, market"
" Some investors are questioning the amount of cash Big Tech is throwing at artificial intelligence . Concerns fuel concerns for profit margins and the risk that depreciation expenses will drag stocks down . “On a cash flow basis they’ve all stagnated,"" says Jim Morrow, founder and chief executive officer at Callodine Capital Management .  Amazon, Microsoft, Meta Platforms and Microsoft projected to spend $311 billion on capital expenses in fiscal years and $337 billion in 2026 . That includes a more than 60% increase during the first quarter from the same period a year ago .  Since April 8, the biggest AI exchange-traded fund, the Global X Artificial Intelligence & Technology ETF, is up 34%, while AI chipmaker Nvidia Corp. has soared 49% . Investors still have a hearty appetite for technology giants given their dominant market positions .  Meta leader Mark Zuckerberg is recruiting a secretive AI brain trust of researchers and engineers to help the company achieve “artificial general intelligence” The drag on the bottom line will put increased pressure on the companies to show bigger returns on investments .  Earlier this year, Meta Platforms extended the useful life period of certain servers and networking assets to five and a half years . The change resulted in a roughly $695 million increase in net income, or 27 cents a share, in the first quarter . Other companies are taking similar steps .  The big risk is what happens if AI investments don't lead to a dramatic growth in revenue and profitability . That kind of market shock occurred in 2022, when a contraction in profits and rising interest rates sent technology stocks plummeting . Amazon, however, has taken the opposite approach .  Tesla Inc. said its robotaxi service is tentatively set to roll out later this month . Amazon.com’s chief security officer joined officials at other major tech companies in calling for fewer regulations in artificial intelligence . Oracle Corp. Inc. (ORCL US) is due to report on Wednesday .  Billions—and Walk Again, Billions are worth billions of dollars . Billions have been invested in the U.S. economy since 2008 . The world's largest oil and manufacturing sector is in decline .",negative,"investments, investors, invested, ai, stocks"
" Morgan Stanley analysts view the reported agreement between Google Cloud and OpenAI as significant for two key reasons . The rumored deal would see OpenAI utilize Google Cloud for additional compute capacity . Morgan Stanley believes the partnership could be a ""potential driver of acceleration to Google Cloud, which GOOGL [is] not getting credit For""  Google Cloud-OpenAI deal signals ""confidence in its long-term search positioning,"" says Morgan Stanley . They expect OpenAI to ""need increasingly more capacity as the inference stage of GenAI continues to unfold"" Morgan Stanley reiterated its Overweight rating on Alphabet .  U.S. private equity firm Advent in exclusive talks for Reckitt’s home unit . MS Jefferies upgrades First Solar, cuts Sunrun as residential solar faces headwinds .",positive,"openai, cloud, sunrun, solar, partnership"
