summary,sentiment,keywords
" TD Cowen predicts U.S. gross bookings of Waymo, Alphabet Inc. (NASDAQ:GOOG)'s self-driving subsidiary, will jump to $6.1 billion in 2034, up from $230 million this year . That equates to a compound annual growth rate of 44% during those years . The investment bank has assigned Waymo an enterprise value of $60 billion .  If the multiple increases to 11, in-line with the valuation of Microsoft's cloud business, Alphabet Inc. (NASDAQ:GOOG)'s total valuation would climb by about 7%, the investment bank estimated . While we acknowledge the potential of GOOG as an investment, our conviction lies in the belief that some AI stocks hold greater promise for delivering higher returns and have limited downside risk .",positive,"stocks, investment, nasdaq, valuation, enterprise"
" Jamie Dimon, chief executive officer of JPMorgan Chase & Co., and Josh Easterly, co-founder and co-chief investment officer of Sixth Street Partners, are among those warning that the credit market may not be pricing in enough risk . The lowest rung of junk bonds are flashing warnings that the US economy could soon face slower growth and higher inflation .  The gap between spreads on CCCs and the next tier above them, Bs, has been widening this year and in the last two weeks, signaling that the weakest bonds are lagging . The CCC widening and underperformance are red flags, says Connor Fitzgerald, fixed-income portfolio manager at Wellington Management .  Investors are still buying at least some junk bonds . Corporate debt has rallied since the violent swings of April . But geopolitical tensions and tariff uncertainty could hurt demand for company debt .  US President Donald Trump on Friday threatened a 50% tariff on goods from the European Union starting next month . The Federal Reserve’s interest-rate path is also unclear, as is when or if economic data will start to show signs of deteriorating . “Risk is not being appropriately priced today in credit.”  US mortgage bonds weakened after Trump said he’s looking at removing Fannie Mae and Freddie Mac from government backing . Private capital firms are increasingly using collateralized fund obligations to raise cash, as they slice and dice private portfolios into bonds with top ratings .  Private credit firms are seeing an opportunity to finance everything from public transit systems to local utilities . Sunnova Energy International is laying the groundwork for a bankruptcy filing . Jim Boland, who spent nearly two decades at UBS, is joining Mizuho Financial Group Inc.’s team in New York .  Clear Street is hiring industry veterans to bolster its emerging markets team after several high-profile traders and salespeople left in a shakeup earlier this year . Barclays hired Marc Warm from UBS Group as the third co-head of its global capital markets business . Canadian Imperial Bank of Commerce hired Manav Suri to lead commercial real estate credit in the US .  Bryan Southergill has worked on real estate-related credit investing at Ares since August 2022 . He was previously a managing director on KKR’s real estate team in Hong Kong . MUFG Bank Ltd. until August 2023 .",negative,"bonds, tariff, debt, markets, ccc"
" Disney has filed a lawsuit against Alphabet’s (GOOG) YouTube, claiming breach of contract . YouTube hired longtime Disney executive Justin Connolly as its global head of media and sports . Connolly spent over 20 years at Disney and ESPN, licensing Disney's TV networks and content to providers like YouTube TV .  Comcast Stock (NASDAQ:CMCSA) Slips as it Chases ESPN’s Leftovers . Microsoft files brief supporting Epic Games, The Verge reports . Universal's new park sparks arms race with Disney, WSJ reports .",negative,"lawsuit, disney, youtube, espn, comcast"
" A recent Bankrate survey found that 46% of Americans plan to travel this summer . Still, you may have more travel options within your budget than you thought . For those determined to get away, there's an excellent Google Flights hack .  Google Flights is one of the best aggregators out there for finding airline tickets between any two cities on Earth . It works very simply: visit www.google.com/travel/flights, enter your departure and destination cities along with your desired departure and return dates, and click the search button .  Go to Google Flights as normal and enter your departure city in the “Where from?” field . Fill out your departure and return dates in the respective fields . Instead of entering a specific destination, type in “anywhere” and click the search button . The results will then show you where in the world you can fly while staying within your budget .  Google Flights can help you quickly discover destinations you can travel to within your budget . Click on the “Flexible Dates” tab in the search results screen to reveal new destinations . The “anywhere” Google Maps is interactive, so be sure to zoom in and pan around the map .  The “flexible date” hack often yields even more results than the “anywhere’s’honey’ hack . There are often significant savings to be had on routes flown during periods of lower travel demand .",neutral,"destinations, flights, travel, airline, routes"
" Around the world, yields on longer-dated sovereign debt have soared . Investors question the ability of governments to cover massive budget deficits . In the US, 30-year bond yields this week approached levels last seen in 2007 .  Investors are warning that governments can’t keep borrowing at the pace they did when interest rates were close to zero . Meanwhile, a pullback by central banks and pension funds from bond markets has marginalized a once-dependable source of funding . The giants of corporate America from Pfizer Inc. to Alphabet Inc. are borrowing in euros like never before .  The detection of bird flu in a single poultry farm in southern Brazil is reverberating around the world . Shipments to top destinations, which also include Mexico and South Korea, have been suspended . China is also the undisputed leader in critical minerals refining, used to retaliate against Trump’s tariffs .  China imported the most gold in nearly a year despite record prices . Rise in imports is likely due to the People’s Bank of China allocating fresh quotas to some commercial banks in April . UK inflation jumped more than forecast to its highest rate in over a year .  Private-sector activity in the euro area unexpectedly shrank in May as services recorded their worst performance in 16 months . Bulgaria is close to clearing a major hurdle toward euro adoption, putting the Black Sea nation on course to join the currency area next year . Mexico’s annual inflation accelerated more than expected early this month in a report .  Argentina's economy grew less than expected in March as the country braced for a new program with the IMF . South America’s second-largest economy has been showing consistent signs of momentum after two quarters of contraction .  Microsoft’s CEO on How AI Will Remake Every Company, Including his . Microsoft's CEO on how AI will Remake every company, including his .",negative,"inflation, currency, borrowing, china, tariffs"
" The AI sector's rapid rise caused many tech stocks to soar, but several great AI companies remain available at attractive valuations . Fortunately, investors looking for AI bargains can still find some . One of these isTaiwan Semiconductor Manufacturing, popularly known as TSMC, which makes its AI chips .  TSMC is a compelling investment because of its leadership in manufacturing chips used to process AI tasks . Its expertise in efficiently producing 3-nanometer (nm) chips in large quantities is leading to rapid sales growth . This tech contributed 22% of the company's $25.5 billion in first-quarter revenue .  TSMC forecast Q2 revenue to reach between $28.4 billion to $29.2 billion . Q1 gross margin rose to 58.8%, up from 53.1% in the previous year . Supermicro sells servers and data storage solutions to businesses building AI systems .  Supermicro expects to close out fiscal 2025 with sales of $21.8 billion and $22.6 billion . Sales of $16.2 billion through the first three quarters of fiscal 2025 have exceeded the previous year's total revenue . The AI market is forecast to expand from 2024's $184 billion to a whopping $826 billion by 2030 .  Every product the company owns with at least half a billion users has incorporated AI . The addition of AI to products such as Google's search engine and its cloud computing business, Google Cloud, contributed to double-digit sales growth in Q1 .  TSMC, Supermicro, and Alphabet face headwinds that pushed share prices down . The situation has created a buying opportunity for investors with a long-term mindset . The AI market's ongoing expansion and the success these companies have already demonstrated with AI position these three businesses to grow in the coming years .  The Motley Fool’s total average return is963% — a market-crushing outperformance compared to168% for the S&P 500 . Don’t miss out on the latest top 10 list, available when you joinStock Advisor’�s top 10 .",positive,"tsmc, ai, tech, market, supermicro"
" The artificial intelligence (AI) boom has driven stock market gains over the past couple of years . Analysts predict an AI market of more than $2 trillion by the early 2030s . Laffont, as founder of Coatue Management, oversees a $22.6 billion portfolio .  Coatue founder Laffont sold some shares of top AI chip designer Nvidia . But at the same time, he picked up shares of an Nvidia-backed company that could become the next AI powerhouse . The biggest positions in Coatue's $22.6 billion portfolio are Meta andAmazon, each with weightings of more than 9%.  In the first quarter of this year, Laffont made the following moves: He sold nearly 15% of his Nvidia position and now holds 8,545,835 shares . He decreased his position inAdvanced Micro Devices by almost 24% and now owns 3,240,171 shares . And he sold all of his shares of Alphabet class C shares, those that don't offer voting rights .  Laffont made a decent-sized bet on CoreWeave, buying 14,402,999 shares . The IPOitself was considered a flop, as the stock stagnated during its first trading session . President Donald Trump's import tariff plans weighed on stocks . Since, optimism about trade deals that won't weigh heavily on the economy and the support of Nvidia have helped CoreWeaves stock take off .  CoreWeave reported a 420% increase in revenue in the recent quarter to $981 million . The company forecasts capital spending of as much as $23 billion this year to keep growth going and serve demand . It's clear that for a big tech investor like Laffont, it makes sense to lock in some gains from AI giants .  CoreWeave wasn't one of The Motley Fool's 10 best stocks for investors to buy now . If you're an aggressive investor looking for the next big AI growth story, you might consider picking up a few shares . You're better off sticking with well-established AI players like Nvidia, AMD, or Alphabet .  Stock Advisor’s total average return is963% — a market-crushing outperformance compared to168%for the S&P 500 . Don’t miss out on the latest top 10 list, available when you join Stock Advisor .  Bought Shares of This Nvidia-Backed Company at Nvidia . Shares of Nvidia-backed company rose to $1.5 billion in 2013 .",neutral,"stocks, stock, investors, shares, portfolio"
" Gene Munster, Managing Partner atDeepwater Asset Management, warned Wednesday that OpenAI represents the first serious competitive threat to Apple in two decades . The deal adds Ive and approximately 55 hardware engineers to OpenAI’s team as the ChatGPT maker pivots into consumer devices expected to launch in 2026 .  The acquisition triggered over 2% decline in Apple shares on Wednesday as investors weighed the competitive implications . Munster characterized the move as part of a generational technology shift comparable to the internet and smartphone revolutions .  Apple’s stock has a negative price trend over the short to long term, but it performs well on quality metrics, according to Benzinga Edge Stock Rankings . Analyst suggested that Alphabet Inc. (NASDAQ:GOOGL) faces greater risk .  You can invest today for just $0.30/share with a $1000 minimum. to earn money on their phones. Send To MSN:  Send to MSN UNLOCKED: 5 NEW TRADES EVERY WEEK.",negative,"apple, nasdaq, stock, investors, openai"
" TD Cowen predicts U.S. gross bookings of Waymo, Alphabet Inc. (NASDAQ:GOOG)'s self-driving subsidiary, will jump to $6.1 billion in 2034, up from $230 million this year . That equates to a compound annual growth rate of 44% during those years . The investment bank has assigned Waymo an enterprise value of $60 billion .  If the multiple increases to 11, in-line with the valuation of Microsoft's cloud business, Alphabet Inc. (NASDAQ:GOOG)'s total valuation would climb by about 7%, the investment bank estimated . While we acknowledge the potential of GOOG as an investment, our conviction lies in the belief that some AI stocks hold greater promise for delivering higher returns and have limited downside risk .",positive,"stocks, investment, nasdaq, valuation, enterprise"
" Jamie Dimon, chief executive officer of JPMorgan Chase & Co., and Josh Easterly, co-founder and co-chief investment officer of Sixth Street Partners, are among those warning that the credit market may not be pricing in enough risk . The lowest rung of junk bonds are flashing warnings that the US economy could soon face slower growth and higher inflation .  The gap between spreads on CCCs and the next tier above them, Bs, has been widening this year and in the last two weeks, signaling that the weakest bonds are lagging . The CCC widening and underperformance are red flags, says Connor Fitzgerald, fixed-income portfolio manager at Wellington Management .  Investors are still buying at least some junk bonds . Corporate debt has rallied since the violent swings of April . But geopolitical tensions and tariff uncertainty could hurt demand for company debt .  US President Donald Trump on Friday threatened a 50% tariff on goods from the European Union starting next month . The Federal Reserve’s interest-rate path is also unclear, as is when or if economic data will start to show signs of deteriorating . “Risk is not being appropriately priced today in credit.”  US mortgage bonds weakened after Trump said he’s looking at removing Fannie Mae and Freddie Mac from government backing . Private capital firms are increasingly using collateralized fund obligations to raise cash, as they slice and dice private portfolios into bonds with top ratings .  Private credit firms are seeing an opportunity to finance everything from public transit systems to local utilities . Sunnova Energy International is laying the groundwork for a bankruptcy filing . Jim Boland, who spent nearly two decades at UBS, is joining Mizuho Financial Group Inc.’s team in New York .  Clear Street is hiring industry veterans to bolster its emerging markets team after several high-profile traders and salespeople left in a shakeup earlier this year . Barclays hired Marc Warm from UBS Group as the third co-head of its global capital markets business . Canadian Imperial Bank of Commerce hired Manav Suri to lead commercial real estate credit in the US .  Bryan Southergill has worked on real estate-related credit investing at Ares since August 2022 . He was previously a managing director on KKR’s real estate team in Hong Kong . MUFG Bank Ltd. until August 2023 .",negative,"bonds, tariff, debt, markets, ccc"
