summary,sentiment,keywords
" Meta's $14.3 billion bet on Scale AI, OpenAIand other partners are winding down their data relationships with Scale . OpenAI has long tapped Scale for high-quality training data, but was already dialing back that usage before Meta swooped in and brought Scale's CEO Alexandr Wang onto its superintelligence team .  Watch for where OpenAI, Google and xAI turn next for training data and whether this pullback triggers consolidation among annotation and data-labeling startups . independent data sources, smaller providers and startups may find themselves squeezed .",neutral,"openai, openaiand, scale, ai, data"
" Investors have been jittery about rising AI competition and what it might mean for Google's search ad dominance . But peel back the headlines, Google stillrunsthe show . Even when paid to switch to Microsoft's Bing, most users went right back to Google .  Alphabet's in-house TPUs give it a serious cost advantage over AI players relying on Nvidia's pricey chips . Revenue grew 13% over the past 12 months through March, with operating margins climbing to nearly 33% . The company pulled in nearly $73 billion in free cash flow last year and returned $62 billion via stock buybacks .  onGuruFocus.com will feature iReporter photos in a weekly Travel Snapshots gallery . Visit CNN.com/Travel next Friday for a new gallery of snapshots of the world's best travel destinations .",positive,"bing, google, microsoft, revenue, snapshots"
" Apple is exploring the use of generative artificial intelligence to help design its in-house chips, a senior executive says . Apple has relied on its custom silicon since 2010, beginning with the A4 chip .  Srouji, a key figure in Apple's custom chip transition, was once considered for a leadership role at Intel . Intel offered limited updates on its AI strategy during its June Worldwide Developers Conference .",neutral,"intel, apple, ai, artificial, chip"
" NVIDIA CEO Jensen Huang predicts spending on AI-enabled data centers will double to $2 trillion over the next four to five years . Wall Street analysts and investors are underestimating the potential of the AI economy .  Nobody wanted the first DGX-1 in 2016, except a little startup called OpenAI . NVIDIA has been in a unique position ever since . It was the mini supercomputer about the size of a college dorm fridge .  The Week in AI: The Reasoning Wars, Sam's Love Letter, Zuck's Land Grab . This week's episode is a replay of last Friday's episode of The Week In AI . With 25 links, you are guaranteed to find something that answers your top questions about the AI revolution .  Apple researchers found some limitations where the models ""give up"" on large problems without enough context . It's worth pondering if they are simply ""token prediction"" machines that eventually get wrapped around their own axles . I've experienced this with some of the ""vibe-coding"" tools like Replit and Bolt .  The new Veo 3 ad from a Los Angeles dentist is taking social media by storm . We'll talk about that in this Friday's X Friday's Space .  Anthropic co-founder Ben Mann says we'll know AI is transformative when it passes the ""Economic Turing Test: Give an AI agent a job for a month. When they pick the hiring manager more often than not, we've crossed the threshold.""  Sam Altman wrote a blog post titled ""The Gentle Singularity"" to highlight his optimism in the face of brewing storms . Anthropic CEO Dario Amodei warned us about the rapid disruption of work and its impacts on citizens and families . The best-case future is a ""symbiosis between people and AI"" where machines handle the mundane, and humans live more interesting lives .  In this way, AI can move quickly beyond issues of personal safety, to those of economic security . In the replay of The Week in AI, I discuss the implications of ""post-labor economics"" as well as share more expert resources on these topics .  Both Apple and Google are introducing heavyweight category wearables later this year . Scoble is looking forward to the next devices which should be coming in AR space .  Zuck splashes the pot with $14.3 billion for Meta PlatformsMETA . It's the biggest pure-AI acquisition, following OpenAI's $6 billion purchase of Jony Ive's company .  Scale AI is a San Francisco-based artificial intelligence company founded in 2016 . The company specializes in providing high-quality data labeling, annotation, and model evaluation services that are essential for training advanced AI models .  AMD CEO Lisa Su unveiled the Helios AI Rack-scale architecture supporting up to 72 MI400 GPUs, with 432GB of HBM4 memory per GPU and 19.6 TB/sec bandwidth . AMD reaffirmed its commitment to an annual cadence of AI chip releases .  Lisa welcomed the founder and CEO of OpenAI as a key design partner for AMD's upcoming MI450 GPU . Microsoft Azure runs proprietary and open-source models on AMD Instinct MI300X GPUs in production . Oracle Cloud Infrastructure will deploy zettascale AI clusters with up to 131,072 MI355X .  The day will come when AI will do all the things we can do, so why can't the digital computer do the same things?"" The brain is a biological computer, so can't be a digital computer think? If you haven't heard me on this, you owe it to yourself .  Apple Inc. (AAPL) and Advanced Micro Devices (AMD) (NVDA) are among the latest high-flying tech stocks to come from the stock market . Apple is one of the leading companies in the world, according to Zacksacksacks .",neutral,"supercomputer, nvidia, ai, gpus, predicts"
" Alphabet currently has an average brokerage recommendation (ABR) of 1.38, on a scale of 1 to 5 (Strong Buy to Strong Sell), calculated based on the actual recommendations (Buy, Hold, Sell, etc.) made by 52 brokerage firms . Of the 52 recommendations that derive the current ABR, 40 are Strong Buy and four are Buy .  The vested interest of brokerage firms in a stock they cover often results in a strong positive bias of their analysts in rating it . For every ""Strong Sell"" recommendation, brokerage firms assign five ""Strong Buy"" recommendations . This means that the interests of these institutions are not always aligned with those of retail investors .  The ABR is calculated solely based on brokerage recommendations . The Zacks Rank is a quantitative model allowing investors to harness the power of earnings estimate revisions . It is displayed in whole numbers -- 1 to 5. Analysts employed by brokerage firms have been and continue to be overly optimistic with their recommendations .  Zacks Rank grades are applied proportionately to all stocks for which analysts provide current-year earnings estimates . In contrast, ABR is driven by earnings estimate revisions, according to empirical research . Zacks Consensus Estimate for the current year has remained unchanged over the past month .  Alphabet Inc. has a Zacks Rank #3 (Hold) for Alphabet . The company's steady views regarding the company's earnings prospects could be a legitimate reason for the stock to perform in line with the broader market in the near term .",neutral,"analysts, stocks, brokerage, rating, investors"
" Alphabet currently has an average brokerage recommendation (ABR) of 1.38, on a scale of 1 to 5 (Strong Buy to Strong Sell), calculated based on the actual recommendations (Buy, Hold, Sell, etc.) made by 53 brokerage firms . Of the 53 recommendations that derive the current ABR, 41 are Strong Buy and four are Buy .  Studies have shown limited to no success of brokerage recommendations in guiding investors to pick stocks with the best price increase potential . As a result of the vested interest of brokerage firms in a stock they cover, their analysts tend to rate it with a strong positive bias . Brokerage firms assign five ""Strong Buy"" recommendations for every ""Strong Sell"" recommendation .  Using the ABR to validate the Zacks Rank could be an efficient way of making a profitable investment decision . ABR is an effective indicator of a stock's price performance in the near future . The ZACK Rank is a quantitative model designed to harness the power of earnings estimate revisions .  Zacks Rank grades are applied proportionately to all stocks for which analysts provide current-year earnings estimates . The ABR is not necessarily up-to-date when you look at it . The Zacks Consensus Estimate for the current year has remained unchanged over the past month .  Alphabet Inc. has a Zacks Rank #3 (Hold) for Alphabet . The company's earnings prospects could be a legitimate reason for the stock to perform in line with the broader market in the near term . It may therefore be prudent to be a little cautious with the Buy-equivalent ABR for Alphabet.",neutral,"analysts, stocks, stock, brokerage, abr"
" Broadcom joined the trillion-dollar club late last year . The software and chip company has been riding the AI wave as companies like Alphabet and Meta place orders for its custom AI chips . Analysts expect Broadcom’s sales to soar 22% this fiscal year and 21% in 2026 .  Nvidia is the only company in the Magnificent Seven whose sales growth surpasses Broadcom’s . Tesla's market cap is just above the $1 trillion mark . Four of the seven companies have seen their shares fall this year .  Some experts say the purpose of these groupings is to track trends, not just the most valuable companies . If the trend investors are eyeing now is AI, then swapping Tesla for Broadcom may not make sense . Another option might be to simply expand the Magnificent 7 to a Magnificent 8 .",negative,"broadcom, tesla, companies, investors, market"
" CEO Andy Jassy warned that the rollout of artificial intelligence across the tech company would likely result injobs cuts in the coming years . Jassy said in a memo to employees on Tuesday that this ""should change the way our work is done""  Alphabet-owned (GOOG,GOOGL) Waymo is looking tobring its robotaxi services to New York . Waymo currently operates in parts of San Francisco, Pheonix, Los Angeles and Austin .  Shares in crypto exchange platform Coinbase (COIN) also rallied on the news, closing Wednesday's session up more than 16% . Comes after US Senate passed a billon Tuesday that would establish a federal framework for stablecoins .  Shell CEO Wael Sawan said the ""escalation in tensions over the last few days, in essence, has added to what has already been significant uncertainty in the region"" The conflict between Iran and Israel entered its seventh day on Thursday . Concerns about disruption to supply as a result of the conflict pushed oil prices higher .  Shell shares were up nearly 1% on Thursday morning, while BP rose 1.6% . Shares in Premier Inn-owner Whitbread dipped 2.4% following the release of its first quarter results . The hospitality business warned that total sales were down 1% like-for-like in the first quarter .  England expected to hold interest rates as inflation comes in above target . Chris Beauchamp, chief market analyst at IG, said Whitbread provided an unpleasant surprise for investors .",negative,"coinbase, shares, waymo, coin, investors"
" Artificial intelligence (AI) stocks might be the big thing on Wall Street, but that doesn't mean there aren't good values to be found . Some AI stocks are surprisingly cheap considering the growth potential of the technology . Some of the big tech stocks leading the charge look downright undervalued .  Alphabet has been at the forefront of artificial intelligence for at least a decade . The company acquired the AI research lab DeepMind in 2014 . Investors seem to be wary of the stock because of pressure on the regulatory front and concerns that generative AI chatbots pose a threat to the dominance of Google Search .  Alphabet could receive a fine or be forced to divest part of its business, but at the current valuation, any risk looks sufficiently priced in . Another wide-moat AI stock worth taking a look at is Taiwan Semiconductor Manufacturing .  TSMC has been a major beneficiary of the AI boom, as both revenue and profit have soared lately . In the first quarter, TSMC's revenue jumped 35.3% year over year to $25.5 billion, and net income rose 60% to $10.9 billion . Some consider TSMC risky because it's headquartered in Taiwan, a disputed territory .  Taiwan Semiconductor Manufacturing has diversified away from Taiwan, opening plants in the U.S., Europe, and Japan . Based on its technological strength, growth rate, attractive valuation, and tailwinds from AI, TSMC looks well-positioned for long-term growth .  Stock Advisor’s total average return is992% — a market-crushing outperformance compared to172%for the S&P 500 . Don’t miss out on the latest top 10 list, available when you joinStock Advisor .",neutral,"stocks, stock, ai, investors, joinstock"
" Mexico’s antitrust watchdog, Cofeco, closed the multi-year antitrust investigation case against Alphabet Inc. (NASDAQ:GOOG) This relieves Google of paying up to 8% of its annual revenue from Mexico as a fine . Google's revenue from Latin America for 2024 totals over $20 billion .  Google says certain AI stocks offer greater upside potential and carry less downside risk . If you're looking for an extremely undervalued AI stock that also stands to benefit significantly from Trump-era tariffs and the onshoring trend, see our free report .",positive,"antitrust, tariffs, stocks, stock, ai"
