summary,sentiment,keywords
" President Trump renewed threats that he may stick to his self-imposed July 9 deadline for making trade deals and issue new tariff levels to trading partners . ""No, I'm not thinking about the pause,"" Trump said aboard Air Force One when asked if he would extend the tariff pause .  Top administration officials have been providing mixed signals on the malleability of the July 9 deadline . The EU has signaled it was willing to accept a 10% universal tariff on many of its exports but is seeking exemptions for pharmaceuticals, alcohol, semiconductors and commercial aircraft .  Canada scrapped its digital services tax on US technology companies, such as Apple and Amazon . The White House said trade talks between the two countries had resumed after Trump threatened to cut off trade talks .  US manufacturing remained weak in June . New orders were low and input costs went up slightly . This shows Trump's tariffs on imports are still making it hard for businesses to plan .  Powell: ""All inflation forecasts for the United States went up materially as a consequence of the tariffs"" Powell said the US economy remains healthy overall but that he expects to see the effects of tariffs if they filter through the data in the coming months .  The S&P 500 (^GSPC) is up 5% year to date, rebounding from its April slump after Trump's ""Liberation Day"" tariffs were announced . India is currently on track to seal an interim trade agreement with the US as soon as next week, according to a report in the FT .  President Trump's team has decided to focus on smaller trade deals instead of big, wide-ranging agreements, according to a report . Officials want to reach phased deals with countries that are most ready to talk before July 9 .  President Trump said Monday he was willing to impose a higher tariff rate on Japan, saying the country refused to accept US rice exports . Trump's statement that he would send a letter to Japan outlining the new tariff rate comes a little more than a week before a July 9 deadline . European Union, looking to clinch a trade deal with the US, is prepared to accept a 10% tariff of 10% on goods exported to the US .  President Trump has threatened to send letters to trading partners should negotiations break down . Japan sought exemption from 25% auto tariffs on July 9 if no deal is reached and the tariff pause is not extended .  The European Union is pushing back against the US and its criticism of the bloc's tech rules, which many feared may have been included as part of trade negotiations . South Korea is looking for an extension to the July 9 tariff deadline .  US and China reached a deal to resumerare earth exports in London this month . Both sides are keen to ease tensions before tariffs rise further on August 9, when broader duties could rise 50% . President Trump threatened new tariffs within a week if no deal is reached .  Goldman Sachs said Q2 earnings will show the immediate impact of tariffs . Most costs will be passed on to consumers, but margins will suffer if firms absorb more than expected . US and Mexico negotiating quota deal to reduce steel tariffs .  Canada cancels planned digital services tax on US tech firms . Move aims to revive stalled trade talks with the US, with President Trump calling it a ""blatant attack"" General Mills stock fell 5% last week due to a weak forecast and tariff warning . Nike rose 15% after announcing it will offset higher duties .  President Trump says he doesn't think he'll need to extend July 9 tariffs deadline . A 90-day pause on the levies slated for imports from China is in effect, but such tariffs would hit the fireworks industry hard . Nearly all fireworks used in the US are generated from Canadians .  President Trump and his team offered a host of options for what to expect in the months ahead . The president reiterated his plan to send letters to dictate tariff rates for at least some countries, perhaps as soon as next week .  President Trump threatens to set a new tariff rate on goods imported from Canada within the next week . The reason is Canada's plan to implement a digital services tax, which could affect US tech companies . Just hours earlier, the US and China cemented the trade truce first agreed to last month .  ""Liberation Day"" tariffs have been off for a week and a half . But President Donald Trump says he's not sure if tariffs will be back on track . He also teased a potential deal with India, saying it's ""going very quickly""  Treasury Secretary Scott Bessent said Friday that the US could wrap up its most important trade deals by Labor Day . US and EU officials are confident of clinching a trade deal before a July 9 deadline .  Nike could see a $1 billion tariff hit to profits this year! How the consumer responds to the higher prices will determine if the tariff hit is a greater-than-expected weight on the business . Beijing has backed up the plans for trade easing laid out by the US .  President Trump said Thursday that the US and China have ""signed"" a trade deal . The deal builds on meetings in Geneva between representatives of both nations and implements measures previously agreed upon . Talks had stalled over issues such as US export .  Commerce Secretary Howard Lutnick has hinted that deals are incoming with the largest trade partners . The announcement comes a deadline looms for the US to reimpose tariffs of up to 50% on several trading partners by July 9 unless the countries reach permanent agreements .  White House Council of Economic Advisers chairman Stephen Miran spoke with Yahoo Finance'sBrian Sozziearlier today about the state of tariff negotiations two weeks out for the Trump administration's self-imposed July 9 deadline . That deadline marks the end of a tariff pause on higher levels of ""Liberation Day"" tariffs .  Associated British Foods may become the first casualty of Britain's tariff deal with the US . Toy prices are going up faster than ever, mainly because of new tariffs in an industry where most toys are made in China .  EU competition chief Teresa Ribera said the EU's crackdown on Apple (AAPL), Meta (META), and Alphabet (GOOG,GOOGL) is not a bargaining chip in trade negotiations with President Trump . Ah Biao a toy factory in southern China that makes magnetic and sensory toys for American children, rented a factory to avoid President Trump's tariff blitz .  Japan's chief trade negotiator Ryosei Akazawa has reinforced the message that it cannot accept US tariffs of 25% on cars . He said the country's automakers produce far more cars in the US than they export to America . President Donald Trump is publicly criticizing Spain after the country refused to accept new NATO spending targets .  General Mills (GIS) projected lower annual profits on Wednesday, causing the stock to fall over 1% . The consumer group was hurt by weak demand for its refrigerated baked goods and snacks in the US, amid a tough economic environment affected by tariffs and uncertainty .",negative,"tariffs, tariff, exports, economy, deadline"
" Amazon.com, Inc. (NASDAQ:AMZN) is one of the biggest eCommerce companies in America . When compared to other mega-cap technology stocks, Cramer doesn’t discuss the firm as often . Cramer has advised pharma companies like Walgreens to be wary of Amazon stealing their market .  If you are looking for an extremely cheap AI stock that is also a major beneficiary of Trump tariffs and onshoring, see our free report on the best short-term AI stock .",neutral,"amazon, nasdaq, stocks, ecommerce, stock"
" Analysts have zeroed in on Amazon’s Prime membership as a potential catalyst for “billions” of dollars in new revenue . Amazon may be on the verge of unlocking billions of dollars through a strategic move that it has pulled off successfully in the past .  Amazon is the global e-commerce and cloud leader known for its vast online marketplace, cloud computing division (AWS), digital advertising, and subscription services like Prime . Amazon’s subscription services segment (led by Prime) earned about $44.4 billion in 2024 .  Amazon posted another strong quarter this year, with Q1 results that topped expectations . Net sales rose 9% year-over-year to $155.7 billion, just above guidance . North America led the charge with $92.9 billion in sales, up 8%, while international sales grew 5% to $33.5 billion . AWS posted $29.3 billion in revenue, up 17% from a year ago .  Advertising was another bright spot, climbing around 18% to nearly $13.9 billion . Operating income hit $18.4 billion overall, up 20% year-over-year . Net income surged to $17.1 billion, or $1.59 per share, well above last year’s $0.98 .  Wall Street analysts remain broadly bullish on Amazon, even as they weigh near‑term headwinds like macroeconomic uncertainty and a moderation in AWS growth . Among 54 analysts tracked by Barchart, the consensus rating is a “Strong Buy” with an average price target of $244.32 .",positive,"revenue, amazon, aws, sales, income"
" Citi placed Trade Desk (NASDAQ:TTD) on a 90-day positive catalyst watch, citing signs of stronger ad spending and robust connected TV trends . The brokerage said it came away “incrementally more positive” on the outlook after meetings at Cannes Lions advertising conference .  Citi values the stock based on a blend of discounted cash flow, EV/revenue and EV/EBITDA multiples . The company’s strong topline growth, consistent take rates, and margin profile . in Q2 could drive a re-rating back above 30 times .",positive,"citi, nasdaq, stock, ttd, catalyst"
" Google’s quiet AI win spells trouble for Amazon . The search giant has been quietly developing a next-gen arsenal of AI tools . Google has been a software-first company since the outset .  Google’s TPUs are tailor-made silicon that can effectively handle the monster math that runs modern AI models . These application-specific integrated circuits (ASICs) are specifically designed so neural networks can hum along at full throttle . TPU v4 took things up a notch, squeezing 1.2 to 1.7 times more performance per watt than Nvidia's A100 .  Nvidia still dominates the 70% to 95% share of the AI accelerator market, but TPUs are carving out a niche for high-volume inference jobs . Google still makes the lion’s share of its income (roughly 80%) from ads, powering search, YouTube, and partner sites .  OpenAI has predominantly tapped Nvidia’s powerful GPUs to train and run ChatGPT and its other large language models . With supply bottlenecks and cost constraints, OpenAI is looking to diversify its suppliers and meet the growing demands of its customers . If this deal holds, Open AI would be running its workloads on Google Cloud, Azure, Oracle, and CoreWeave .  Inferentia (inference chips) promised major cost savings but barely powers 3% of Amazon Web Services (AWS) AI work . Trainium (training workloads) undercuts Nvidia’s prices but keeps tripping over networking bugs and clunky software .",positive,"openai, gpus, nvidia, cloud, ai"
" The July 4 holiday period is one of the most dangerous times of the year on U.S. roadways . Data shows 38% of fatalities during Independence Day weekend involve an alcohol-impaired driver . To help prevent crashes and save lives, NSC urges everyone to plan ahead .  The National Safety Council is America's leading nonprofit safety advocate . Plan ahead and designate a sober driver before celebrations begin . Use a rideshare service, taxi or public transportation if you've been drinking . Wear your seat belt — it's one of the simplest ways to save your life .  Keep people safer at work, but also beyond the workplace so they can live their fullest lives . Connect with NSC: FacebookTwitterLinkedInYouTube and Instagram .",neutral,"safety, safer, fatalities, dangerous, sober"
" 75% of Amazon's global deliveries now get a helping hand from robots . Amazon is also rolling out DeepFleet, a new generative AI foundation model designed to make its entire robot fleet smarter and more efficient .  margins and reshaping employment dynamics in logistics hubs . This article first appeared on GuruFocus.com.com . Follow us on Twitter @dailymailonline.co.uk .",neutral,"logistics, deepfleet, robots, deliveries, amazon"
" Palantir Technologies Inc. is positioning itself as the next Amazon.com . The data analytics company offers superior solutions for complex enterprise problems . Ted Mabrey, Global Head of Commercial at the company, said his company is “building the next AWS”  Palantir has already solved these fundamental problems through years of specialized development . When asked about specific unsolved problems more valuable than those AWS addressed, Mabrey responded with a single word: “Ontology” In AI terminology, ontology refers to structured frameworks that help machines interpret and reason about data, mirroring human understanding .  Palantir’s stock has surged 426% over the past year, closing Tuesday at $136.32 . Investors face valuation risks, with price-to-sales ratios between 80-105x and forward P/E multiples exceeding 300x .  Palantir is building the next AWS, says top exec: Urges Startups to build on PLTR to tackle 'more Valuable' problems than Amazon solved . by residential real estate with just a $100 minimum .",neutral,"ontology, palantir, enterprise, aws, amazon"
" Jeff Bezos and Lauren Sánchez married in Venice, Italy . Guests included Oprah Winfrey, Leonardo DiCaprio, Bill Gates, Barbara Streisand and Orlando Bloom .  Events were hosted across iconic Venetian landmarks . The couple reportedly sourced nearly everything from local vendors . Bezos and Sánchez made charitable donations to local causes . The former Mrs. Bezos finalized her divorce in 2019 .  As of early 2024, Scott had donated more than $16.5 billion . By the end of that year, the total had grown to nearly $19.3 billion . Unlike many high-net-worth philanthropists, Scott has embraced a no-strings-attached approach .  While her ex was toasting with Hollywood royalty in Venice, Scott was quietly continuing her mission to give away every last dollar of her fortune . She's also addressed her privilege head-on, writing that she holds a ""disproportionate amount of money,"" and has no intention of hoarding it .  Away Her Billions 'Until the Safe Is Empty' is a popular song written by Oprah Winfrey . Winfrey wrote the book, ""Until the safe is empty"" Winfrey is the author of a book called ""The Power of the World""",neutral,"bezos, oprah, winfrey, philanthropists, scott"
" Nothing launches its latest flagship phone after a two-year gap . The Phone (3) has a strange camera arrangement that forgoes the typical square or circular alignment found on other devices . The GV-backed startup aims to take on bigwigs like Samsung and Apple .  Nothing Phone (3a) Pro includes a 16-bit LED screen called Glyph Matrix on the back of the device at the top right . The company is also releasing mini-apps for this interface, such as spin the bottle and rock, paper, scissors . At launch this includes two features called Essential Space and Essential Search .  ChatGPT allows you to search for settings, files, or photos on your phone by typing in keywords . The new smartphone has comparable specifications to other companies’ Android flagships . The device is powered by a Snapdragon 8 Gen 4 processor, built on a 4-nanometer architecture .  Phone (3) has a 5,150 mAh battery (5,500 mAh in its India variant) with support for 65W wired charging and 15W wireless charging . Nothing is upgrading the selfie camera from 32 megapixel to 50 megapixels . Preorders for the device begin on July 4 with general availability on July 15 . The 256GB model will sell for $799 and the 512GB model for $899 .  Its other budget devices were available only through a restrictive beta program . It's not the first time the company has made its devices available widely available .",neutral,"smartphone, android, samsung, phone, megapixel"
