summary,sentiment,keywords
" Utility stocks have outperformed the S&P 500 (^GSPC) year to date as power demand surges . The sector's outperformance comes on the heels of a roughly 23% gain in 2024 as data center growth from an artificial intelligence boom and efforts to onshore manufacturing spurred increased demand for electricity .  Goldman Sachs: US power demand has increased by 5.5% year over year vs. 0.6% in the past decade . All sectors have contributed to this growth, including residential and industrial demand . Duke Energy announced it signed agreements for nearly 1 gigawatt of data center projects in April .  Duke Energy stock is up 11% year to date . Its peers Exelon (EXC) and the Southern Company (SO) are also up nearly 20% . Google announced a collaboration with advanced nuclear project developer Elementl Power .",positive,"duke, stocks, gigawatt, stock, energy"
" Apple is exploring adding AI services to its web browser for which Google now pays an estimated $20 billion a year to be the default search engine . Apple's Safari searches on Apple’s Safari fell for the first time last month, according to Eddy Cue .  Alphabet shares ended the week down nearly 7%, while the Nasdaq 100 fell just 0.2% . The drop erased $138 billion in market value . Google search accounts for more than half of the parent company's revenue .  The size and speed of Alphabet’s selloff shows how nervousness about the risks of disruption from AI is overshadowing everything else . Alphabet has long traded at a discount to megacap peers like Microsoft Corp.  More than 80% of the 76 analysts tracked by Bloomberg who cover the company have buy ratings . Alphabet trades nearly 30% below the average analyst price target, a higher return potential than others .  Semiconductor Manufacturing International Corp. plunged after China's leading chipmaker warned sales could fall as much as 6% this quarter . Panasonic Holdings Corp. said it plans to slash headcount by 10,000, part of an ongoing push to boost profitability by culling non-growth operations . Analyst Ben Reitzes advised clients to buy shares in the wake of the drop .  Expedia Group Inc. cut its full-year outlook for gross bookings and revenue after weaker-than-expected domestic and inbound travel demand in the US at the start of the year . Apple Inc.’s silicon design group is working on new chips that will serve as the brains for future devices .",negative,"nasdaq, analysts, apple, shares, market"
" Sonos interim Chief Executive Officer Tom Conrad says he wants to be named to the top job permanently . Conrad stepped in as temporary chief in January after his predecessor, Patrick Spence, left following a failed app revamp mired the company in controversy . Conrad: ""We’ve made some real breakthroughs in the last 90 days on some deeply esoteric technical challenges""  Sonos' software fixes issues that have continued to hit older players over a decade ago . Users immediately complained about interface issues, networking problems and equipment not being able to play music .  Conrad credits the turnaround to restructuring the way Sonos operates . Sonos previously was organized by business units, meaning there was one team for every product line . Now, the company is structured by functionality, meaning it's grouped into areas like hardware, software, design and operations .  Conrad said Sonos hasn’t fully determined how it will be impacted by tariffs the US has imposed on foreign imports . Conrad said it stopped building products for the US market in China years ago, instead relying on Malaysia and Vietnam . Sonos is pulling forward manufacturing to bring hardware devices into the US while levies are stable .  Pre-Tariff car Buying Frenzy Leaves Americans With a Big Debt Problem . Canada’s Furious Boycott With the New York Liberty, Clara Wu Tsai Aims for the First $1 billion Women’�s Sports Franchise .",negative,"sonos, tariffs, tariff, manufacturing, company"
 Taiwan Semiconductor Manufacturing has responded to the allegations . Tech giant's response to the claims was a response to a request from Taiwan's chipmaker . The company said it will not comment on the matter .,neutral,"taiwan, claims, allegations, manufacturing, semiconductor"
" Amazon.com experienced a 12.6% rise in its stock price over the last month . The recent surge in Amazon's stock price can be partially attributed to key developments such as the collaboration with Amplitude and the positive Q1 2025 earnings report .  Over the past three years, Amazon has achieved a total shareholder return of 79.63%, demonstrating substantial long-term value generation for investors . Amazon underperformed the US Market, which returned 8.2% in the past year, and the US Multiline Retail industry . Despite this short-term underperformance, the company’s ongoing initiatives in fulfillment efficiency, AWS expansion, and AI advancements suggest potential for enhanced revenue .  Amazon.com could have a positive impact on revenue and earnings forecasts, potentially increasing its valuation . External risks like tariffs and competitive pressures in cloud services remain uncertainties that could influence future financial outcomes .  discussed in this article includeNasdaqGS:AMZN. discussed in the article . Have you got in touch with us? Please email us atsimplywallst.com .",positive,"aws, amazon, stock, cloud, investors"
 Amplitude (AMPL) has signed a strategic collaboration agreement with Amazon Web Services (AMZN) This will expand opportunities to jointly build solutions that help organizations improve customer experiences . Amplitude combines advanced digital analytics with AWS’ scale and infrastructure .  Amplitude price target raised to $15 from $14 at Piper Sandler and UBS price target lowered to $11 from $13 at UBS . Amplitude Inc. Reports Strong Q1 2025 growth .,positive,"amplitude, ampl, aws, price, amazon"
" The optimism over US-China trade talks is increasing as the US Treasury Secretary is set to meet China’s trade negotiator in Switzerland later this week . Jim Cramer expressed his renewed optimism for major tech stocks and said the negative market sentiment about these companies was weakened after the latest quarterly reports . With each stock, we mentioned the number of hedge fund investors .  Jim Cramer recently commented on Amazon.com, Inc.’s latest quarterly results . Amazon yet again impressed with its Cloud business . The market often overlooks Amazon's ads business, which is generating more than $10 billion .  Amazon is projected to earn $6.20 per share in 2025 and $8.95 in 2027, reflecting 44.4% earnings growth over two years . The stock currently trades at 20.7 times its expected 2027 earnings .  at less than 5 times its earnings, check out our report about thischeapest AI stock . The cheapest AI stock in the world is expected to be valued at $1.2 billion .",positive,"stocks, stock, investors, cramer, market"
" Cramer stressed the importance of conducting thorough research before committing to any stock purchase . He emphasized that investors must truly believe in the stock they are buying, even if that belief is rooted in skepticism . He warned that conviction is not enough on its own when a stock has pulled back from its high . We recently compiled a list of the10 Jim Cramer Stocks with Huge Upside Potential .  Cramer said that modern markets are heavily influenced by highly levered hedge funds, which treat stocks like commodities . We compiled a list of 43 stocks that Cramer was bullish on during episodes of Mad Money aired between April 24 and May 2 . We narrowed the list to 10 stocks that were most favored by analysts . We listed the stocks in ascending order of their average analyst price target upside as of May 8 .  Amazon.com, Inc. (NASDAQ:AMZN) stock has big gains over the last 20 years . Average Price Target Upside: 25.28% Number of Hedge Fund Holders: 339 . Tigress Financial raised its price target on AMZN to $305 from $290 .  AMZNranks 6thon our list of Jim Cramer stocks with huge upside potential . The analyst highlighted that the company is pushing forward with artificial intelligence to support revenue growth, improve cash flow, and boost shareholder value .  atInsider Monkey.com: Share your photos with us at iReport.com . Share them with us on Facebook or email us at www.insider.com/photos .com .",neutral,"stocks, cramer, analysts, stock, investors"
" Electric vehicle startup Slate has closed out its Series A and Series B funding and is now looking at a Series C . Jeff Bezos and Guggenheim's Mark Walter are among the investors in the company .  Slate says cars will be on the road starting in late 2026 . Company says it will be cash flow positive shortly after production . Building in America means tariffs won't be an issue, and the company believes it can keep its supply chain in the US .  Slate’s other appeal is to DIYers, who can add a massive number of custom parts, vinyl skins, and even a roof to make it an SUV and install them on their own . Buyers can also choose to do none of these things and have a cheap, utilitarian pickup .",positive,"bezos, investors, cars, vehicle, tariffs"
" Wedbush Securities says 15% of cloud workloads now involve AI, with growing model integration expected to accelerate revenue while helping cut costs . Capital expenditures from major hyperscalers including Meta are expected to reach $325 billion in 2025, a firm says .  Software is now squarely in the spotlight, analysts wrote, pointing to 2025 as a potential tipping point for widespread enterprise use of AI tools . Wedbush's upbeat view on software outperforming other tech segments through the next cycle .",positive,"workloads, cloud, ai, 2025, expenditures"
