summary,sentiment,keywords
" The S&P 500 Index ($SPX) (SPY) Friday closed down -0.22%, the Dow Jones Industrials Index ($DOWI) (DIA) closed up +0.08%, and the Nasdaq 100 Index ($IUXX) (QQQ) closed down 0.43% The Wall Street Journal reported that a top US official had told top global semiconductor makers that the US might revoke waivers for allies with semiconductor plants in China . Negative trade news also pressured stocks after the Financial Times reported that Japan had canceled a top-level trade meeting with the US .  Stocks initially moved higher on Friday, driven by a Reuters report that the Iranian government said it is ready to discuss limitations on its uranium enrichment . Stocks were supported by speculation that the US will give negotiations a chance before deciding to enter the Israel-Iran war .  May index of leading economic indicators (LEI) fell -0.1% m/m, right on expectations . Iran has not tried to close the vital Strait of Hormuz that handles about 20% of the world's daily crude shipments . Iran said it won't negotiate with the US while Israel's assault continues .  Markets discounting chances at 17% for a -25 bp rate cut at the July 29-30 FOMC meeting . T-notes recovered from early losses and moved higher on weaker-than-expected Philadelphia Fed business outlook survey . September 10-year T-note yield fell -1.6 bp to 4.375% .  T-notes initially moved lower on reduced safe-haven demand after President Trump vowed to seek a diplomatic solution on Iran’s nuclear program over the next two weeks . Rising inflation expectations are bearish for T-note prices after the US 10-year breakeven inflation expectations rate Friday rose to a 2-week high at 2.34% European government bond yields on Friday were mixed .  Chip makers turned lower on Friday and weighed on the broader market . Weakness in the Magnificent Seven stocks Friday was a negative factor for the overall market . However, Apple (AAPL)bucked the trend and closed up more than +2%. Accenture (ACN) closed down more than -6% to lead losers in the S&P 500 .  Kroger (KR) closed up more than +9% to lead gainers in the S&P 500 . CarMax (KMX) reported Q1 net sales of $7.55 billion, stronger than expectations . GMS Inc (GMS) reported that Home Depot had made an offer for the company .  Mondelez International (MDLZ) closed up more than +2% to lead gainers in the Nasdaq 100 after Wells Fargo Securities upgraded the stock to overweight from neutral with a price target of $78 . Fair Isaac Co (FICO) announced a stock repurchase program to acquire up to $1 billion of the company's outstanding common stock . Darden Restaurants reported that Q4 comparable same-store sales rose 4.60%, stronger than the consensus of 3.46% .",negative,"dow, stocks, stock, iran, dowi"
" Disney has reportedly formed a partnership with e-commerce giant Amazon to enhance ad targeting for streaming television . Under this partnership, Amazon’s Demand Side Platform (DSP) will have access to Disney's content library . The partnership is expected to launch in the third quarter of this year .  Disney continues to demonstrate meaningful operational momentum under CEO Bob Iger . Since Iger resumed his role, the entertainment giant has posted compound annual growth . While the stock currently offers a dividend yield of 0.85%, Disney's payout ratio of just 15.8% leaves enough room for growth .  Disney reported a top-line beat with revenue reaching $23.6 billion, up 6.8% from the year-ago period . The company also returned to profitability, swinging from a loss of $0.01 per share last year to earnings of $1.81 per share this quarter . Cash flow metrics came in strong as operating cash flow surged to $6.8 billion .  In Q2, total paid subscribers at Hulu were at 54.7 million, an increase of 9% from the previous year . Popular shows likeThe Bear,Only Murders in the Building, andThe Handmaid’s Talegrabbing eyeballs and driving growth . Disney has agreed to take full control of Hulu by paying Comcast an additional $439 million .  Disney is setting the stage for another potential revenue catalyst with the planned rollout of a dedicated ESPN streaming platform . This new service would consolidate content from the traditional ESPN television channel, its existing subscription-based ESPN+ offering, and possibly include user-generated videos, creating a hybrid model somewhat akin to YouTube .  Analysts have attributed a rating of “Strong Buy” for Disney stock with a mean target price of $126.69, which denotes upside potential of about 7.7% from current levels . Out of 29 analysts covering the stock, 21 have a 'Strong Buy' rating, two have a ""Moderate Buy"" rating, and six have a “Hold” rating .",positive,"disney, revenue, earnings, profitability, stock"
" Roku stock is up nearly 10% heading into the final trading day of the week . The company announced an exclusive TV advertising partnership with Amazon on Monday . Roku is a name that has fallen off of many investingradars, but the shares are now up 55% over the past year .  Roku's revenue and time spent on its platform have both nearly doubled since the shares peaked six times higher four summers ago . At its frenzied peak in 2021, a $5,000 investment could barely be exchanged for 10 shares . Today's Roku is in much better shape than it was four years ago .  Amazon has announced a partnership with Roku . The two companies are typically competitors in the streaming space . Amazon will have access to Roku's massive reach of roughly 80 million U.S. households . The early tests were fruitful .  Analyst Alan Gould at Loop Capital upgraded his opinion on Roku from hold to buy . He feels that the partnership will have a positive impact on Roku's results starting next year . A couple of other firms juiced up their price targets without changing their opinions .  Roku was already generating positive free cash flow and adjusted earnings before interest, taxes, depreciations, and amortization (EBITDA) guidance in May called for a net loss of $30 million for all of 2025 . Roku shares are already bouncing back, but the best is yet to come .  The Motley Fool’s total average return is995% — a market-crushing outperformance compared to172% for the S&P 500 . Consider when Netflix made this list on December 17, 2004... if you invested $1,000 at the time of our recommendation,you’d have $659,171!  Stock to Buy With $5,000 right now is a top-selling stock . The company is one of the best companies in the world to buy right now . For more from The Motley Fool, visit The Daily Discussion .",positive,"roku, stock, market, invested, shares"
" Meta Platforms Inc. held discussions with AI search startup Perplexity AI about a possible takeover . The two companies couldn't come to an agreement and decided not to pursue the deal, people say . The financial terms under discussion could not be learned .  Talks with Meta highlight Mark Zuckerberg's willingness to use deals and big hires to catch up in AI race . Talks took place before Meta finalized a $14.3 billion investment in Scale AI that gives it a 49% stake in the data-labeling startup .  Meta has succeeded in hiring Scale AI’s former CEO Alexandr Wang and top researchers from Google DeepMind and Sesame AI Inc. across the industry with lucrative pay packages . OpenAI CEO Sam Altman said some on his staff had been approached by Meta with offers of $100 million signing bonuses and even bigger compensation packages .  Other Big Tech firms, including Google and Amazon.com, have tried to establish themselves as the backbone of the AI ecosystem . Meta has not gone this route to date to date .",neutral,"ai, ceo, companies, firms, openai"
" SKAWS will build a sprawling compute campus in Ulsan, South Korea . Initial capacity will hit 100 megawatts by 2029, making it the largest AI-focused facility in the country . SK Group Chairman Chey Tae-won pledged to eventually expand the site to one gigawatt .  As the Ulsan campus scales toward gigawatt power, its performance will test the viability of mega-scale AI hubs outside established tech corridors . A home-grown data centre reduces reliance on foreign cloud nodes and could catalyse new AI startups, research partnerships, and talent clusters .",positive,"ulsan, gigawatt, cloud, skaws, sk"
 A handful of tech giants have signed deals with nuclear energy companies in recent months to meet energy firms . Tech giants have also signed deals to meet nuclear energy firms to meet their needs .,positive,"nuclear, companies, firms, deals, tech"
" The cryptocurrency landscape is heating up in 2025, driven in large part by President Donald Trump’s public embrace of Bitcoin and crypto-friendly policies . Amazon (AMZN) is reportedly exploring its own entry into this space by launching a stablecoin for online transactions .  Amazon (AMZN) is a global leader in e-commerce and cloud computing . The company operates a diverse business model, encompassing retail sales of consumer products through its online and physical stores . AMZN currently has a market cap of $2.26 trillion .  AMZN stock has had a turbulent ride this year . After climbing above $240 in February, the stock dropped more than 30% to just under $170 by early April . Trump said he’s proud to be regarded as the first “crypto president” during a pre-recorded address at the State of Crypto Summit last week .  The Senate passed the GENIUS Act, a bill that sets federal guidelines for U.S. dollar-pegged stablecoins . The bill still faces hurdles in the Republican-controlled House, but its passage in the Senate marks a pivotal moment .  Trump launched his own memecoin and a U.S. dollar-pegged stablecoin through his family’s World Liberty Financial project . His sons Eric and Donald Jr. are behind a crypto mining venture, American Bitcoin, which intends to list on the Nasdaq .  The momentum surrounding the GENIUS Act has reignited interest in stablecoins . Stablecoins are a type of cryptocurrency, running on a blockchain, that are typically pegged to a stable asset, most commonly the U.S. dollar . The move could potentially cut the billions of dollars retail giants spend on credit transaction fees .  Retailers are exploring two potential ways to implement stablecoins, according to the WSJ . They could either begin accepting existing stablecoins or issue their own . If retailers issued their own stablecoins it could open up an entirely new source of profit .  Amazon remains in the early phases of exploring stablecoin options, a source told theWSJ . Amazon is exploring the possibility of issuing its own stablecoin for online transactions . Any efforts by Amazon, Walmart, and other global retailers to launch their own payment systems could pose a threat to credit card companies and the broader banking industry .  Wall Street analysts are highly optimistic about Amazon . Of the 53 analysts covering the stock, 45 rate it a “Strong Buy” rating . The mean price target for AMZN stock is $241.73, implying 14.7% upside . Analysts foresee a 12.15% year-over-year increase in its GAAP EPS to $6.20 for fiscal 2025 .  AMZN’s valuation of 34.5x is reasonable given the strength of its cloud and AI business . The company continues to invest heavily in AI and cloud infrastructure, which is expected to support its long-term growth .  AMZN remains a high-quality stock with strong long-term growth potential . I believe this member of the Magnificent Seven belongs in every investor’s portfolio . For me, the best strategy is to take advantage of any dips in its stock price .",neutral,"stablecoins, amzn, stablecoin, cryptocurrency, nasdaq"
" DIS is a globally known international family entertainment and media enterprise . Financially, DIS’s second-quarter fiscal 2025 report reflected a 20% increase in adjusted per-share earnings from a year prior . MoneyFlows data shows how Big Money investors are betting heavily on the forward picture of the stock .  Disney has been a top-rated stock at MoneyFlows. That means the stock has unusual buy pressure and growing fundamentals . Institutional support and a healthy fundamental backdrop make this company worth investigating .  DIS has made the rare Outlier 20 report multiple times in the last 20 years . Big Money buying in the shares is signaling to take notice . Given the historical gains in share price and strong fundamentals, this stock could be worth a spot in a diversified portfolio .  Shares Up 77% In a Year Thanks to Tariffs to Tags: The Price Hike Reality for US Shoppers (Part 1) Rare Outflow Signals hit Eli Lilly Shares Outlier Inflows Boosting Carpenter Technology . Bulgaria Poised to Join the Euro: Scope Ratings’ Dennis Shen .",positive,"moneyflows, investors, stock, dis, shares"
" Amazon is ending an experiment that saw drivers in Kia's Souls make same-day deliveries . The trial, which began to roll out in 2023, gave the world's largest online retailer more control over deliveries . If widely deployed, it also could have reduced the company’s reliance on Amazon Flex drivers . Those gig workers will now pick up the affected routes .  Amazon tested the concept in Florida, Illinois, Massachusetts, Ohio, Texas and Washington . The affected DSPs can operate other Amazon routes, a spokesperson says . The program’s vehicles were rentals and will be returned to the vendor, he says .  The drivers operate at Amazon’s direction and deliver packages from same-day delivery depots . Both programs have been criticized by workers’ advocates who contend they should be classified as company employees .",neutral,"deliveries, retailer, kia, delivery, amazon"
" Oppenheimer lifted its price target for Amazon to $250 from $215 in a note Friday . The firm highlighted Amazon’s continued outperformance in e-commerce relative to the broader retail sector . The analysts left AWS estimates unchanged but kept a largely unchanged revenue outlook .  Oppenheimer now sees Amazon’s profitability closer to consensus expectations . CEO Andy Jassy outlined plans to leverage artificial intelligence to control long-term headcount growth . Valuation assumptions include 9.5x 2026 estimated AWS revenue, 5.0x e-commerce gross profit, 23x estimated EBIT .",positive,"amazon, revenue, profit, ebit, aws"
