summary,sentiment,keywords
" Target missed Wall Street estimates for first quarter earnings and slashed its full-year outlook . Shares fell around 7% early Wednesday . CEO Brian Cornell declined to say if they are raising prices because of tariffs . Cornell: ""Pricing is a very dynamic part of our business""  First quarter net sales:-2.8% year over year to $23.8 billion, vs. estimates for $24.35 billion Gross profit margin:28.2% vs. 27.44% Diluted earnings per share:-35.9% year-over-year to $1.30 . Comparable sales:-3.8%, vs. 1.84% estimate . Digital comparable sales:+4.7% . Walmart's first quarter sales rose 2.5% .  Walmart said it would begin raising prices in a few weeks due to tariffs from the Trump administration . CFO John David Raineysaid on Yahoo Finance's Catalysts: ""It's unavoidable that you're going to see some prices go up on certain items"" The number of transactions fell 2.4% in the first quarter .  Full-year earnings per share are projected to be $7.00 to $9.00 (fiscal 2024: $8.86), compared to estimates of $8 .59 . transaction amount dropped 1.4% .",negative,"earnings, tariffs, profit, prices, sales"
" TheSaks Fifth Avenuebrand name has been licensed to Centric Brands for men’s apparel . Costco, the membership-based warehouse club, didn’t return a phone call seeking comment . A spokeswoman for Saks said she had “no comment .  Last October, Saks Global and Authentic Brands Group formed a joint venture to grow luxury brands . Costco over the years has carried such brands as Tommy Hilfiger, Wrangler, Eddie Bauer, Nick Graham, Adidas, Nike and Columbia .  Saks Global said May 14 it will slash 500 to 600 brandsthat don’t work within the portfolio . Revenues at Saks fell 20 percent last year due to “disrupted inventory flow”  Saks has been working with Amazon to get designer fashion on the e-commerce site . The Amazon storefront launched with looks from Dolce & Gabbana, Balmain, Etro, Stella McCartney, Giambattista Valli .  Orders will be fulfilled by Saks, but customer service will be handled by Amazon’s Luxury Stores . Amazon will also handle returns .",negative,"brandsthat, brands, thesaks, avenuebrand, saks"
" Amazon CEO Andy Jassy made the case for the company’s investments in artificial intelligence infrastructure and products . Capital expenditures to grow to around $100 billion in 2025, up from $78 billion last year . Jassy called the current gen AI environment a “very unusual opportunity .  Jassy cited gen AI uses across two realms: “cost avoidance and productivity” and “altogether new customer experiences” He said that “virtually every customer experience will be reinvented using AI”  Jassy’s comments come as he and other Big Tech CEOs continue to explain and defend their investments into generative AI consumer technologies and infrastructure since ChatGPT burst onto the scene more than two years ago .",positive,"ai, billion, investments, ceos, ceo"
 Consumer stocks were lower late Wednesday afternoon . Consumer Staples Select Sector SPDR SPDR was down late Wednesday evening . The Consumer Staples sector is down the following day .,negative,"spdr, staples, lower, consumer, stocks"
 Amazon (AMZN) investors again rejected outside shareholder proposals that would have required the company to make changes to the law . Amazon's investors rejected outside shareholders' calls to change the law to require the firm to meet shareholders' wishes .,negative,"shareholders, investors, amzn, amazon, shareholder"
 Chief Executive Officer Andy Jassy said the online retailer hasn’t seen any meaningful reduction in consumer spending or an increase in prices . Speaking publicly about the effects of tariffs is a risky proposition for executives of US companies . Investors are carefully monitoring reports from US retailers for signs of how shoppers and brands are responding to tariffs .  The company was bracing for the possibility that the escalating tariffs would create a more difficult business climate . Bloomberg L.P. said the company was worried about the impact of the tariffs on the U.S.,negative,"tariffs, retailers, retailer, prices, consumer"
" Robinhood’s premium membership program, Robinhood Gold, has been compared to Amazon Prime . The subscription, priced at $5 per month, now boasts 3.3 million subscribers . Gold users generate roughly five times the average revenue per user .  Mizuho: Management sees a path to profitability for Robinhood Gold card . The card is said to already have 200,000 users and a 3 million-person waitlist . The firm highlights that Robinhood is targeting further growth through tiered crypto pricing aimed at high-volume traders .  Congress committees call for FTC investigation of Google- Axios . US stock futures flat after rising yields spook Wall Street . FTSE futures close to $200,000 on Tuesday .",positive,"robinhood, ftse, futures, stock, priced"
" Amazon.com experienced an 18% increase in its share price over the past month . Launch of Edible Garden's Kick. Sports Nutrition product line on Amazon may have highlighted the platform's potential for market expansion . Audientes' initiative to distribute its hearable product, Companion, through Amazon in Europe likely added to this growth narrative . Innovation Minds' integration of Amazon Business supports the company's ongoing diversification strategies .  The introduction of new product lines through its platform underscores Amazon's ability to leverage its expansive retail network, which may positively influence anticipated revenue and earnings growth figures . Over a three-year period, the company's total shareholder returns were substantial at 96.03%, indicating strong performance and substantial investor gains . The short-term share price increase of 18% may partially reflect these strategic advancements .  Amazon's current trading price of US$185.01 reflects a substantial discount to this target . This gap indicates an expectation of further growth aligned with optimism surrounding Amazon's operational efficiencies and expansion in AWS and advertising . Uncertainties in tariffs, market competition, and high operational costs remain critical factors for the company's performance .  Simply Wall St has no position in any stocks mentioned . Companies discussed in this article include NasdaqGS:AMZN and Nasdaq GS: AMZN .",positive,"stocks, amazon, market, aws, shareholder"
" Amazon is testing AI-powered short-form audio summaries on select product detail pages . The feature offers summaries about products based on an AI-driven analysis of product details, customer reviews, and other related information from the internet . Amazon has intensified its focus on AI integration across its business .  Tech companies have been rapidly deploying AI tech to consumers . Big Tech majors, including Google and Meta, have constantly rolled out new AI-driven features and updates .",neutral,"ai, amazon, audio, summaries, features"
" Shareholders put forth eight proposals, all of which Amazon encouraged investors to vote against . Last year, there were 14 resolutions and all failed to get sufficient votes to be enacted . Voters approved reelection of 12 directors and proposed executive compensation .  Seattle-based Amazon asserted that it is a leader in responsible AI development, and so no changes are needed . Shareholders voted against a resolution that would have required the company to create a report on risks presented by advertising . The company already separates the two roles between CEO Andy Jassy and founder Jeff Bezos .  Amazon shares were down less than 1% on Wednesday to $203.20 . Amazon will later provide a full tally of the investor vote in a securities filing . ""We also haven't yet seen any meaningful average selling price increases,"" he said .",neutral,"bezos, investors, amazon, shareholders, investor"
