summary,sentiment,keywords
" Meta Platforms, Inc. (NASDAQ:META) is one of the10 AI Stocks on Wall Street’s Radar . Mark Zuckerberg is setting up a team of experts to achieve what is known as ‘artificial general intelligence” (AGI) Mark Zuckerberg plans to personally recruit around 50 people, including a new head of AI research for the AGI team .  Looking for an extremely undervalued AI stock that also stands to benefit significantly from Trump-era tariffs and the onshoring trend, see our free report on the best short-term AI stock .",neutral,"agi, ai, stocks, zuckerberg, stock"
" Nvidia CEO Jensen Huang projected Europe’s artificial-intelligence computing capacity will increase by a factor of ten over the next two years . Huang: Europe has more than 20 so-called AI factories in the works . Several of massive data centers will have more than a gigawatt of capacity, potentially ranking them among the largest in the world .  Europe lags behind the US in developing the infrastructure for AI and hasn’t matched the spending committed by other regions . Huang estimates that a single AI factory in Europe could cost as much as $50 billion .  Nvidia is teaming up with Mistral AI to use local computing to run the startup's services . French President Emmanuel Macron cheered the tie-up between the two firms, asking French and European companies to use the new AI computing offering .  In Europe, Nvidia is working with 1.5 million developers and 9,600 businesses, as well as 7,000 startups . “I’m here to make it possible for every country to have their own sovereign AI. get the benefits from AI. AI starts with data,” Huang says .  The Germany-based project will feature 10,000 graphics processing units, as well as several of its systems and servers . The chipmaker is looking to reach a wider market by promoting the use of smaller-scale systems .  Nvidia said European countries need help to get AI models deployed that are based on local languages and data . It’s providing software and services that will accelerate those efforts . Separately, Nvidia said that vehicles using its chips and software are starting to appear on the road .",positive,"nvidia, ai, estimates, countries, companies"
" Meta Platforms reportedly agrees to purchase 49% stake in Scale AI for $14.8bn . Deal will see Scale AI’s CEO Alexandr Wang take a senior role at Meta, and lead a new ‘superintelligence’ laboratory .  Meta Platforms. anticipates exceeding $2bn in 2025 . It had over $900m in cash reserves at the end of last year . The potential deal could be structured to minimise further regulatory challenges .  For confidential support call the Samaritans on 08457 90 90 90 or visit a local Samaritans branch, see www.samaritans.org for details . In the U.S. call the National Suicide Prevention Line on 1-800-273-8255 .",neutral,"superintelligence, ai, meta, ceo, platforms"
 Meta Platforms (META) and TikTok challenged a European Union supervisory fee in Europe's second-high fee . TikTok challenges European Union's second highest level of supervisory fees in Europe .,neutral,"fees, fee, tiktok, european, platforms"
" Some investors are questioning the amount of cash Big Tech is throwing at artificial intelligence . Concerns fuel concerns for profit margins and the risk that depreciation expenses will drag stocks down . “On a cash flow basis they’ve all stagnated,"" says Jim Morrow, founder and chief executive officer at Callodine Capital Management .  Amazon, Microsoft, Meta Platforms and Microsoft projected to spend $311 billion on capital expenses in fiscal years and $337 billion in 2026 . That includes a more than 60% increase during the first quarter from the same period a year ago .  Since April 8, the biggest AI exchange-traded fund, the Global X Artificial Intelligence & Technology ETF, is up 34%, while AI chipmaker Nvidia Corp. has soared 49% . Investors still have a hearty appetite for technology giants given their dominant market positions .  Meta leader Mark Zuckerberg is recruiting a secretive AI brain trust of researchers and engineers to help the company achieve “artificial general intelligence” The drag on the bottom line will put increased pressure on the companies to show bigger returns on investments .  Earlier this year, Meta Platforms extended the useful life period of certain servers and networking assets to five and a half years . The change resulted in a roughly $695 million increase in net income, or 27 cents a share, in the first quarter . Other companies are taking similar steps .  The big risk is what happens if AI investments don't lead to a dramatic growth in revenue and profitability . That kind of market shock occurred in 2022, when a contraction in profits and rising interest rates sent technology stocks plummeting . Amazon, however, has taken the opposite approach .  Tesla Inc. said its robotaxi service is tentatively set to roll out later this month . Amazon.com’s chief security officer joined officials at other major tech companies in calling for fewer regulations in artificial intelligence . Oracle Corp. Inc. (ORCL US) is due to report on Wednesday .  Billions—and Walk Again, Billions are worth billions of dollars . Billions have been invested in the U.S. economy since 2008 . The world's largest oil and manufacturing sector is in decline .",negative,"investments, investors, invested, ai, stocks"
" Meta Platforms plans to invest nearly $70 billion this year to bolster its AI-related infrastructure to better serve users and ad customers . Shares are up 42% in the past 12 months thanks to strong financial results . The valuation isn’t expensive for a company this wonderful .  Mark Zuckerberg: ""There are now almost a billion monthly actives using Meta AI"" The company is also operating in the hardware space, with the Ray-Ban smart glasses, which are integrated with the Meta AI assistant . Monthly active users are up more than fourfold in the past year .  Meta will be in a stronger position a year from now . The company plans to spend $68 billion on capital expenditures (capex) just in 2025 . In the past five years, Meta's EPS grew at a compound annual rate of 30.3% .  Meta Platforms is a best-in-class company with unrivaled network effectsthat are essentially impossible for any rival to disrupt . As of this writing, Meta shares trade at a price-to-earnings ratio of 27.2 . It's easy to argue that Meta's valuation multiple will expand .  The 10 stocks that made the cut could produce monster returns in the coming years . Consider when Netflixmade this list on December 17, 2004... if you invested $1,000 at the time of our recommendation,you’d have $660,341! The Motley Fool’s total average return is999% — a market-crushing outperformance .  Meta Platforms is one of the largest platforms in the world . The company has been in the news for more than a year . It's not the first time the company has made a decision to buy a company like Meta Platform .",positive,"stocks, invest, market, meta, invested"
" Meta Platforms and TikTok say a European Union supervisory fee levied on them was disproportionate and based on a flawed methodology . Under the Digital Services Act that became law in 2022, the two companies and 16 others are subject to a fee amounting to 0.05% of their global net income .  ByteDance-owned Chinese online social media platform TikTok was equally critical . The company said the provisions in the Digital Services Act ""go against the letter and the spirit of the law""  Commission lawyer Lorna Armati rejected both companies' arguments and defended the Commission's use of group profit as a reference value to calculate the supervisory fee . The Court is expected to issue its ruling next year .",negative,"tiktok, fee, commission, law, companies"
" Mark Zuckerberg is personally leading a new AI lab at Meta AI startup . The lab will build AI that’s smarter than humans, aka “superintelligence .” The tech giant is reportedly preparing to pour $10 billion into Meta .  Meta's $10 billion investment into ScaleAI would be Meta’s biggest external investment in artificial intelligence so far . Meta missed the chance to buy AI company DeepMind, which Google scooped up for $600 million in 2014 . Amazon has poured $8 billion into Anthropic, and Microsoft has tied its cart with Amazon .  Big Tech’s billions spent on AI are going toward hiring, as securing the best talent becomes a competitive sport . Last year, Google paid $3 billion on hiring specialists and execs and licensing tech from Character.AI . Meta is reportedly still losing talent to competitors that are also spending billions on recruitment .",neutral,"ai, billions, superintelligence, intelligence, billion"
" Facebook parent Meta Platforms is taking steps to improve its advertising process with AI . There are other reasons to buy the stock . As of the end of the first quarter, Meta boasted 3.43 billion daily active users across its websites and apps .  Meta Platforms is looking to use AI-powered tools to improve ad creation and launch processes . The company already uses AI to help advertisers define their target audience using AI . It aims to complete this by the end of next year . If successful, it could reduce advertising expenses .  Meta Platforms is working on both sides of the commerce equation with AI . It has been ramping up commercial messaging on WhatsApp, as well as working on the metaverse . The tech leader's deep ecosystem of users makes it valuable target for business clients .  Meta Platforms' first-quarter results were excellent . Revenue increased by 16% year over year to $42.3 billion . Net earnings per share came in at $6.43, 37% higher than the year-ago period . Some might point to the company's valuation as a reason to avoid the stock .  Meta Platforms wasn’t one of the 10 best stocks for investors to buy now . The Motley Fool’s total average return is999% — a market-crushing outperformance compared to173% for the S&P 500 . The 10 stocks that made the cut could produce monster returns in the coming years .  Meta Platforms CEO Mark Zuckerberg is the sister of Mark Zuckerberg . The company recently announced that it is looking to find a new CEO . Zuckerberg is a member of The Motley Fool's board of directors .",neutral,"market, advertising, investors, stock, advertisers"
" There's a high-performing stock that isn't yet a trillion-dollar company but could be in the near future . Management believes a $1 trillion market cap is possible by 2030 . The six most valuable companies areMicrosoft,Nvidia,Apple,Amazon,Alphabet, andMeta Platforms .  Netflix has leveraged its data capabilities, technological infrastructure and the wide reach of the internet and connected devices to build a global-scale media powerhouse . Perhaps no company has truly disrupted its industry and become such a dominant force in recent memory like Netflix has .  As of Dec. 31, 2024, Netflix had 302 million subscribers in 190 countries . As of this writing, the business is worth $528 billion . Netflix executives believe the business will hit two key financial targets .  If Netflix's market cap reaches the coveted $1 trillion mark by 2030, Netflix shares will essentially double . That's assuming revenue doubles, as management hopes, and that the stock'sprice-to-salesmultiple (P/S) stays constant at 13.5 . The stock is very expensive these days. I'm not confident these days . Given that Netflix is a more mature business these days, I wouldn't be surprised if revenue slows .  The Motley Fool's total average return is999% — a market-crushing outperformance compared to173% for the S&P 500 . Consider when Netflixmade this list on December 17, 2004... if you invested $1,000 at the time of our recommendation,you’d have $660,341!  Randi Zuckerberg, a former director of market development and spokeswoman for Facebook and sister to Meta Platforms CEO Mark Zuckerberg, is a member of The Motley Fool's board of directors .",positive,"netflix, netflixmade, financial, market, stock"
