summary,sentiment,keywords
 The Standard & Poor's 500 index rose 3.4% this week to new highs . The communication services sector led by the communication services .,positive,"sector, 500, highs, index, poor"
" On Friday, shares of Nvidia hit $157, up from $94 in April, marking a stunning turnaround . Nvidia's Blackwell ramp, the ramp of the buildout of its Blackwell chip line, is a major win for the company .  Nvidia said the GB300 line of chips will be able to slot directly into GB200 servers . Nvidia also continues to benefit from the seemingly insatiable demand for its chips from hyperscalers, including Amazon, Google and Microsoft .  Huang was on hand during President Trump's visit to the Middle East in May . Trump announced that Saudi Arabia and the UAE will be able to purchase thousands of Nvidia chips for their data centers . Huang also touted sovereign AI plans for Europe during GTC Paris .  Physical AI is another way of referring to the software and computers needed to power humanoid robots and self-driving cars . Nvidia has managed to shake off fears over the Trump administration's ban on sales of chips to China .  Nvidia is rolling into summer with the wind at its back . Its own customers, including Amazon, Google, and Microsoft, are building or currently using their own in-house chips .",positive,"nvidia, gb300, amazon, china, computers"
" Meta Platforms is seeking to raise $29 billion from private capital firms to build artificial intelligence data centers in the U.S. The Facebook-parent has advanced discussions with private credit investors including Apollo Global Management, KKR, Brookfield, Carlyle and PIMCO . Meta CEO Mark Zuckerberg had said in January the company would spend $65 billion this year to expand its AI infrastructure .  Major tech companies are investing heavily to secure the vast computing power needed to run AI models . Microsoft has planned a capital expenditure of $80 billion in fiscal 2025, with most of it aimed at expanding data centers to ease capacity bottlenecks for AI services .",positive,"microsoft, billion, zuckerberg, investors, capital"
 Meta is looking to raise $29bn to fund its all-in push into artificial intelligence . Meta is turning to private capital firms to finance its build .,neutral,"fund, 29bn, finance, raise, meta"
" OpenAI CEO Sam Altman said Meta had offered $100 million to top AI researchers . A leaked internal meeting leaked that the company offered the huge pay packages . CTO Andrew Bosworth implied that only a few people for very senior leadership roles may have been offered that kind of money .  Most of Meta’s named officers, including Bosworth, have earned between $20 million and nearly $24 million per year for years . Altman was “suggesting that we’re doing this for every single person,” Bosworth reportedly said at the meeting . On Thursday, researcher Lucas Beyer confirmed he was leaving OpenAI to join Meta .  Meta bought OpenAI’s Trapit Bansal for $18 million . Scale co-founder and CEO Alexandr Wang is getting a healthy chunk of cash, likely more than $100 million . The $14 billion Meta is paying is being distributed to shareholders as a cash dividend .  Murati’s Thinking Machines Lab is based on the work of Murati Murati in the U.S. Murati is a member of the Thinking Machines lab . Murati's lab is based in Washington, D.C., based in California .",neutral,"openai, ceo, billion, million, altman"
" TechCrunch Disrupt 2025 is coming to Moscone West in San Francisco on October 27–29 . Adam Bain, Dick Costolo, and David Fischer are now leading the charge at01 Advisors, a venture firm investing in breakout companies .  David Fischer was the architect of Meta's global ad business . He scaled annual revenue from under $1 billion to over $100 billion . David Fischer founded FeedBurner, one of the earliest content distribution platforms, later acquired by Google .  10,000 tech, startup, and VC leaders will meet at Disrupt 2025 . This is your blueprint for doing it with staying power. Join every other high-impact session, networking opportunity, and bespoke activation .",neutral,"techcrunch, disrupt, tech, venture, 2025"
" Facebook is asking users for access to their phone’s camera roll to automatically suggest AI-edited versions of their photos . The feature is being suggested to Facebook users when they’re creating a new Story . To work, Facebook says it will upload media from your phone's photo roll to its cloud on an ‘ongoing basis”  Meta’s AI will analyze photos, including facial features, using AI . The company will additionally use the date and presence of people or objects in your photos to craft its creative ideas . The creative tool is another example of the slippery slope that comes with sharing our personal media .  Meta AI can use personal information to personalize its AI output . The company says it can review your interactions with its AI, including conversations, and those reviews may be conducted by humans . There hasn't been much backlash about this feature .  Facebook lets users suggest photos from their camera roll when browsing the app . This additional access to use AI on your camera roll’s photos does not appear to be new . We also found this feature under Facebook's Settings .  Meta is testing suggestions of ready-to-share and curated content from your camera roll . The feature is opt-in only and only shown to you – unless you decide to share them . The company is currently testing suggestions in the U.S. and Canada .  Facebook has responded to a request for comment from a U.S. publication with Facebook’s comments . Facebook has not responded to the request to comment on the matter .",neutral,"facebook, camera, photos, sharing, ai"
" AI continues to be the hottest trend in tech, and it doesn't appear to be going away anytime soon . From Microsoft-backed OpenAI to Perplexity, these are the AI companies you should be following .  Microsoft uses OpenAI's large language models in itsCopilot and other services . Apple also offers access toChatGPT as part of its IntelligenceandVisual Intelligence services . OpenAI is working to restructure its business into a public benefit corporation overseen by its nonprofit arm .  Google's Gemini app uses the company's Gemini 2.5 family of AI models . Google Maps, Chrome, YouTube, Google Flights, Google Hotels, Google Maps and Google Maps are using Gemini . OpenAI saw its annualized revenue run rate balloon to $10 billion in June .  Google's Gemini-powered AI overviews are available for free . A paid tier of $19.99 per month gives you access to advanced AI models and integration with Google's productivity suite . A $249 subscription lets you use Google's most advanced Gemini models and storage via Google Drive .  Meta is offering its Llama family of AI models as open-weights software . The company invested $14.3 billion in Scale AI and hired its CEO, Alexandr Wang . Llama 4 Behemoth, the company's massive LLM, has been delayed by months, according to the WSJ .  Anthropic is an AI company focused on safety and trust . It was founded by siblings and ex-OpenAI researchers Dario and Daniela Amodei . Like OpenAI, Anthropic has accumulated some deep-pocketed backers .  Elon Musk's xAI, a separate company from X Corp, offers its own Grok chatbot and Grok AI models . Users can access Grok through a website, app, and X.com . The company trains Grok on its Colossus supercomputer .  Perplexity takes areal-time web search approach to AI chatbots . CEO Aravind Srinivas previously worked as a research scientist at OpenAI . Musk says OpenAI has abandoned its original mission statement to build AI to benefit humanity .  Daniel Howley: Technology will be a big factor in the future of the stock market . He says it's important to keep up with technology trends in the market .",neutral,"openai, ai, chatbots, google, microsoft"
 All three major US stock indexes were up in late-morning trading Friday with the S&P 500 and Nasdaq up . The Nasdaq was up late Friday morning .,positive,"stock, indexes, nasdaq, trading, morning"
" The major averages were higher near noon, with the S&P 500 continuing its path towards all-time highs reached earlier this year . The dollar is under pressure amid the worst first-half performance in 50 years . Oil prices are more than 2% higher as the commodity claws back from recent declines amid hostilities in the Middle East .  Shell, Micron and Incyte named Bill Meury to succeed Herve Hoppenot as CEO . RBC says new CEOfuels M&A speculation Apple is considering starting its own theatrical distribution unit . Unionized refinery workers atNexa’s(NEXA)Cajamarquilla Zinc Refinery in Lurigancho, Peru have announced a strike .  CEO Mark Zuckerberg has hired threeAIresearchers from Microsoft-backed OpenAI to help with his superintelligence efforts . Charlie Ergen has asked creditors to EchoStar(SATS) and Dish Network for a reprieve on the company’s debt, just days before a 30-day grace period on unpaid interest payments is set to expire .  The Dow was up 0.72%, or 308.97, to 43,291.40, the Nasdaq was up 145.41, and the S&P 500 was 0.67%, or 40.55, to 6,132.71 . McCormick(MKC) reported Q2 results and provided guidance for FY25 .  Meta Platforms to receive additional 791 MW from Invenergy for data centers . Asana (ASAN) Names Dan Rogers Its New CEO .",positive,"ceo, ceofuels, refinery, dow, nasdaq"
