summary,sentiment,keywords
" The social platform X will pilot a feature that allows AI chatbots to generate Community Notes . Community Notes is a Twitter-era feature that Elon Musk has expanded under his ownership of the service . Users who are part of this fact-checking program can contribute comments that add context to certain posts .  AI notes can be generated using X’s Grok or by using other AI tools and connecting them to X via an API . Any note that an AI submits will be treated the same as a note submitted by a person, which means that it will go through the same vetting process to encourage accuracy .  There is still a risk to relying too heavily on AI, especially since users will be able to embed LLMs from third parties . X plans to test these AI contributions for a few weeks before rolling them out more broadly if they're successful . Users shouldn’t expect to see AI-generated Community Notes yet .",neutral,"chatbots, notes, ai, twitter, note"
" Markets saw a movement away from the tech sector, which had previously dominated the recovery of U.S. equities . The Dow Jones rose 396 points, for a 1% gain, on Tuesday . The S&P 500 fell 0.11% and the Nasdaq dropped 0.83% . Several tech giants saw their share prices fall .  The Stoxx 600 dropped 0.2% after a turbulent few days in which the index had multiple peaks and valleys . The German DAX spent the entire session in a negative slide, closing down 1%. The U.S. dollar index (DXY) was essentially flat on the day .  The euro is up just under 14% so far year-to-date against the dollar . European Central Bank president Christine Lagarde called the exchange rate “a reflection of the strength of our economy” Investors have started rebalancing their portfolios toward European stocks .  Lagarde: Europe is a more attractive destination for investors than it had been in recent years . Lagarde says the attractiveness of euro-denominated assets is also an interesting phenomenon .",negative,"euro, dow, stocks, markets, dxy"
" Meta Platforms' second quarter 2025 financial results will be released after market close on July 30, 2025 . The live webcast of the call can be accessed at the Meta Investor Relations website atinvestor.atmeta.com . A replay will be available at the same website .  Meta is building the future of human connection powered by artificial intelligence and immersive technologies . The company is moving beyond 2D screens toward experiences that foster deeper connections and unlock new possibilities .",neutral,"future, meta, 2025, platforms, released"
" Surge AI seeks $1 billion in growth capital to scale its human-in-the-loop labeling services . Surge AI was founded by ex-Meta (NASDAQ:META) and Google engineer Edwin Chen . Surge's pitch hinges on tighter data-protection assurances and a broader client roster .  Surge AI must prove it can absorb $1 billion efficiently amid rising competition from incumbents and new entrants . Investors will watch deal terms, which could set a new benchmark for data-infrastructure valuations .",positive,"ai, surge, infrastructure, nasdaq, billion"
" Meta Platforms (NASDAQ:META) rolls out unified Ads Manager and teases Business AI for WhatsApp Business . The announcements come as Meta battles slowing ad growth and investor skepticism .  Mark Zuckerberg has repeatedly pushed for AI-powered products as the next battleground, and Business AI signals that WhatsApp is central to his strategy . Investors will watch for adoption metrics and any early revenue impact when Meta reports Q2 results later this month .",neutral,"whatsapp, ads, meta, platforms, nasdaq"
" Elon Musk's X will start to publish Community Notes written by artificial intelligence agents . Developers will soon be able to submit their own AI agents for review by the company . Humans will still review those AI-generated notes, and the note will only appear if people with a wide variety of viewpoints find them useful .  X first debuted a crowd-sourced fact-checking program when the company was still known as Twitter, and well before Musk’s 2022 takeover . There are currently hundreds of notes published to X every day, Coleman said .  Coleman said other companies adoption of community notes is evidence that it's the best fact-checking system available . He's hopeful that asking humans to review the AI notes before publishing them will create a “feedback loop” that will improve the bots . Coleman: AI agents can be powered by any technology, not just Grok .",neutral,"notes, ai, agents, twitter, note"
" The U.S. Senate rejects moratorium on state-level AI laws . Meta unveils its new AI organization . Microsoft says AI can out diagnose doctors…and Anthropic shows why you shouldn’t let an AI agent run your business .  Professional services firms seem to be finding a return on their AI investment at a higher rate than in other sectors . Thomson Reuters found it was the professional firms where AI usage was part of a well-defined strategy and that had implemented AI governance structures were the most likely to see gains .  Businesses enact high-minded ‘Responsible AI’ principles but then the teams building or deploying AI products struggle to operationalize them . This gap means that teams building AI applications may not have visibility into the data used to train a model they are deploying or detailed information about how it may perform .  Is everyone in the business aligned about why AI is being used in the first place? Is it for human augmentation or automation? Is the goal to be more accurate than a human, or simply to come close to human performance at a lower cost? What role should environmental sustainability play in these decisions?  KPMG had a policy of not deploying AI in situations that called for human judgment . Auditing is full of such cases, such as deciding on materiality thresholds . Many corporate legal departments are embracing AI faster than legal firms .  Corporate counsel are demanding that external lawyers be more transparent about their AI usage . Many legal tasks can now be done in far fewer billable hours . AI is also possibly going to change how professional service firms think about career paths within their business .  The National Center for State Courts in the U.S. said that if large law firms had trouble attracting and retaining AI expertise, the situation was far worse for governments . Judges and juries are increasingly being asked to rule on evidence that might be AI manipulated .  Join me at the Ritz-Carlton, Millenia in Singapore on July 22 and 23 for Fortune Brainstorm AI Singapore . We will dive deep into the latest on AI agents, examine the data center build out in Asia, examine how to create AI systems that produce business value .",positive,"ai, agents, agent, automation, expertise"
" Donald Trump’s $3.3 trillion tax and spending cut bill passed the Senate Tuesday . Senators voted 51-50 to pass the bill, with three Republicans defying Trump to oppose the legislation . Vice President JD Vance cast the tie-breaking vote . The bill combines $4.5 trillion in tax cuts with $1.2 trillion in spending cuts .  The package includes the entirety of the president’s legislative agenda in a single package . Republicans say passing the bill will help them maintain their congressional majorities in the midterms . Polls show that 49% of Americans oppose the bill, while 29% support it .  The House is expected to vote on the bill this week, but success is not guaranteed . Conservatives are pushing for more spending cuts while moderates have expressed alarm at Medicaid cuts . Only a few Republicans can vote ‘no’ in the House for the bill to pass .  The Senate bill would raise the state and local tax deduction from $10,000 to $40,000 for just five years, sparking opposition from one New York Republican who views it as inadequate . Any changes in the House would force the Senate to take up the bill again, scuttling Trump's plans to sign the bill by July 4 .  At Trump’s request, the bill adds new tax breaks for tips, car loans and overtime work . The bill would send hundreds of billions in new funds to the military . It also would boost funding for immigration enforcement .  Democrats say the cuts to anti-poverty programs combined with the tax cuts that disproportionately benefit the wealthy make the bill highly regressive . Nearly $1 trillion would be cut from Medicaid by imposing a new work requirement for able-bodied adults without children . The Congressional Budget Office estimates 11.8 million people could lose health coverage over the course of a decade .  Senators voted to kill a controversial effort to prevent US states from regulating artificial intelligence . Microsoft Corp. and Meta Platforms Inc., as well as venture capital firms like Andreessen Horowitz, pushed the measure to stave state-level rules .  Chocolate Chocolate ©2025 Bloomberg L.P. in Dubai Chocolate . Chocolate is the world's only chocolate candy bar . Chocolate bars are sold in Dubai every year .",positive,"medicaid, spending, tax, cuts, cut"
" Elon Musk's X has appointed Nikita Bieras its new head of product . Bier is best known as the founder of apps likeGas, which was acquired by Discord and TBH . “I’ve officially posted my way to the top,” Bierwroteon X, alluding to his large presence .  Bier's success to date has relied on his ability to build apps that resonate with a younger demographic . At X, he could potentially build features that drive adoption beyond text-first social networks . Already, he’s hinted at plans for what comes next, including a deeper Grok integration .",neutral,"apps, bier, musk, bieras, likegas"
" The Dow Jones Industrial Average surged 400.17 points, or 0.91%, to finish the session at 44,494.94 . The S&P 500 slipped 0.11% to close at 6,198.01 and the tech-heavy Nasdaq lost 0.82% to end the day at 20,202.89 .  Tuesday's gains were due to Senate passage of President Trump's big tax-and-spending bill after days of sometimes fractious debate . The Dow Jones Industrial Average was up 433points, or 1%, to 44,527, led by Amgen, UnitedHealth, Sherwin-Williams, Nike and Merck . The S&P 500, Nasdaq and Nasdaq-100 indices all ended at record levels for the second quarter on Monday .  Apple is thinking of using artificial intelligence systems from Anthropic or OpenAI in its artificial intelligence applications, especially Siri . Gene Munster, managing partner at Deepwater Asset Management, likes the idea, but wants Apple to buy web search company Perplexity .  At 10:10 a.m. EDT, the S&P 500 was off 02% to 6,199; the Nasdaq Composite Index shed 0.2% to 20,322 . Only three sectors of the Standard & Poor's 500 were higher . Big tech stocks were all lower, except for Tesla, down 4.3% to about $304 .  Stocks ended up up around 5% after having been in bear market territory . Senate Republicans are still arguing over aspects of the bill as Trump's July 4th deadline approaches . I'll also be watching Tesla(TSLA) today as the Trump/Musk feud intensifies .  If Trump deports Musk, perhaps Tesla shareholders would benefit? Tesla shareholders could benefit by leaving the company . This story was originally reported by TheStreet on Jul 1, 2025 .",positive,"dow, nasdaq, stocks, index, indices"
