summary,sentiment,keywords
" The S&P 500 Index ($SPX) (SPY) Friday closed down -0.22%, the Dow Jones Industrials Index ($DOWI) (DIA) closed up +0.08%, and the Nasdaq 100 Index ($IUXX) (QQQ) closed down 0.43% The Wall Street Journal reported that a top US official had told top global semiconductor makers that the US might revoke waivers for allies with semiconductor plants in China . Negative trade news also pressured stocks after the Financial Times reported that Japan had canceled a top-level trade meeting with the US .  Stocks initially moved higher on Friday, driven by a Reuters report that the Iranian government said it is ready to discuss limitations on its uranium enrichment . Stocks were supported by speculation that the US will give negotiations a chance before deciding to enter the Israel-Iran war .  May index of leading economic indicators (LEI) fell -0.1% m/m, right on expectations . Iran has not tried to close the vital Strait of Hormuz that handles about 20% of the world's daily crude shipments . Iran said it won't negotiate with the US while Israel's assault continues .  Markets discounting chances at 17% for a -25 bp rate cut at the July 29-30 FOMC meeting . T-notes recovered from early losses and moved higher on weaker-than-expected Philadelphia Fed business outlook survey . September 10-year T-note yield fell -1.6 bp to 4.375% .  T-notes initially moved lower on reduced safe-haven demand after President Trump vowed to seek a diplomatic solution on Iran’s nuclear program over the next two weeks . Rising inflation expectations are bearish for T-note prices after the US 10-year breakeven inflation expectations rate Friday rose to a 2-week high at 2.34% European government bond yields on Friday were mixed .  Chip makers turned lower on Friday and weighed on the broader market . Weakness in the Magnificent Seven stocks Friday was a negative factor for the overall market . However, Apple (AAPL)bucked the trend and closed up more than +2%. Accenture (ACN) closed down more than -6% to lead losers in the S&P 500 .  Kroger (KR) closed up more than +9% to lead gainers in the S&P 500 . CarMax (KMX) reported Q1 net sales of $7.55 billion, stronger than expectations . GMS Inc (GMS) reported that Home Depot had made an offer for the company .  Mondelez International (MDLZ) closed up more than +2% to lead gainers in the Nasdaq 100 after Wells Fargo Securities upgraded the stock to overweight from neutral with a price target of $78 . Fair Isaac Co (FICO) announced a stock repurchase program to acquire up to $1 billion of the company's outstanding common stock . Darden Restaurants reported that Q4 comparable same-store sales rose 4.60%, stronger than the consensus of 3.46% .",negative,"dow, stocks, stock, iran, dowi"
" Today's Research Daily features new research reports on 16 major stocks, including Meta Platforms, Inc. (META) and Abbott Laboratories (ABT) The Zacks Research Daily presents the best research output of our analyst team . The daily 'Ahead of Wall Street' article is a must-read for all investors .  Meta Platforms’shares have outperformed the Zacks Internet - Software industry over the past year . The company is benefiting from steady user growth across all regions, particularly Asia Pacific . Increased engagement for its offerings like Instagram, WhatsApp, Messenger and Facebook has been a major growth driver .  Palantir outperformed the Zacks Internet - Software industry over the year-to-date period (+85% vs. +13%) The company’s AI strategy, driven by Foundry, Gotham and AIP platforms, targets government and commercial sectors . However, monetization of these AI services will take considerable time, which is a concern .  Abbott’sshares have outperformed the Zacks Medical - Products industry over the past year (+27.8% vs. +8.9%) Abbott is optimistic about its latest progress with biosimilars and expects this to significantly boost EPD sales, beginning 2025 .  Shares of SandRidge Energy outperformed the Zacks Oil and Gas - Integrated - U.S. industry over the year-to-date period (+5.3% vs. -1.6%) Since 2023, $158 million has been returned to shareholders via dividends and buybacks . Cherokee drilling supports reserve growth but capital intensity and WTI/gas price volatility pose risks .  CompetX International’sshares outperformed the Zacks Office Supplies industry over the past year (+18.8% vs. -38%) This microcap company with a market capitalization of $293.43 million has first-quarter 2025 results highlight resilient core operations .  CompX International has negative operating cash flow due to rising receivables, a 29% drop in interest income and tariff-driven raw material inflation . Continued OEM channel weakness and DSO expansion raise caution, but internal execution and margin tailwinds position CompX for an upside in 2025 .  Food Equipment Unit Aids Illinois Tool (ITW) amid Forex Woes . PG&E Corporation (PCG) makes systematic investments to maintain and upgrade the reliability of its infrastructure . Woodward (WWD) Boosted by Aerospace & Industrial Strength .  Vail Resorts benefits from a stable season pass program and offerings such as the Epic Pass, Epic Day Pass, and Epic Australia Pass . Intuit is benefiting from frequent product refreshes, which help it gain customers . Main Street's robust asset under management (AUM) and strong liquidity back growth . Increased expenses due to expansion may hurt profitability .  Veeva Systems gaining from strong customer adoption and strategic alliances . Campbell's (CPB) appears troubled by cost inflation hurt Campbell's gross margin . MGIC Investment poised to grow on higher insurance in force, improved direct premium yield, higher annual persistency, lower claims and a strong capital position .  Ingevity faces headwinds from weaker industrial demand . Its repositioning measures will also hurt sales in the industrial specialties product line . impacted by cost inflation and supply-chain costs among others .  Investment Research is based in New York City, New York, and London, USA . It is based on a $1.2 billion investment in the U.S. investment market .",positive,"biosimilars, industry, market, research, stocks"
" Analysts reboot Micron Technology stock price target ahead of earnings . Boise, Idaho, company makes memory and storage chips for data centers, computers and smartphones . Its client list includes such tech-sector superstars as Nvidia, Apple, Facebook and Microsoft .  Micron is a key player in the HBM market, offering solutions like HBM3E and HBM4 designed for high-performance computing and AI applications . Micron recently joined the Trump administration to unveil plans to expand its U.S. investments to about $150 billion in domestic memory manufacturing and $50 billion in research and development .  Wedbush boosted its price target on Micron to $150 from $130 . The firm said memory-pricing trends turned more positive in the second quarter . The company's shares are up nearly up nearly 45% this year and off 16% from this time in 2024 .  Morgan Stanley maintained an equal-weight rating and $98 price target on Micron . But the investment firm is ""tactically bullish,"" given that AI spending is materially accelerating as Micron grows its participation .  Morgan Stanley also highlights Sandisk, which it likes better long term . Consensus numbers have started to come up for Micron over the past few weeks . Morgan Stanley is about 20% above consensus for August earnings per share .",neutral,"micron, market, investments, stock, sandisk"
" Tech stocks were softer late Friday afternoon, with the Technology Select Sector SPDR Fund (XLK) and XLK . Tech stocks have been softer since Friday afternoon .",negative,"softer, stocks, tech, xlk, spdr"
" Meta Platforms Inc. held discussions with AI search startup Perplexity AI about a possible takeover . The two companies couldn't come to an agreement and decided not to pursue the deal, people say . The financial terms under discussion could not be learned .  Talks with Meta highlight Mark Zuckerberg's willingness to use deals and big hires to catch up in AI race . Talks took place before Meta finalized a $14.3 billion investment in Scale AI that gives it a 49% stake in the data-labeling startup .  Meta has succeeded in hiring Scale AI’s former CEO Alexandr Wang and top researchers from Google DeepMind and Sesame AI Inc. across the industry with lucrative pay packages . OpenAI CEO Sam Altman said some on his staff had been approached by Meta with offers of $100 million signing bonuses and even bigger compensation packages .  Other Big Tech firms, including Google and Amazon.com, have tried to establish themselves as the backbone of the AI ecosystem . Meta has not gone this route to date to date .",neutral,"ai, ceo, companies, firms, openai"
" Tech stocks were lower Friday afternoon, with the Technology Select Sector SPDR Fund (XLK) down 0.6% . Tech Select sector SPDR fund is down 0 .6% on Friday afternoon . The XLK fund is the largest in the technology sector .",negative,"stocks, xlk, lower, tech, spdr"
" Oakley Meta HSTN glasses are the company's first model aimed at athletes and sports enthusiasts . The new line will roll out starting July 11, with broader availability later this summer . The glasses come with open-ear speakers, front-facing cameras, and microphones .  Oakley Meta HSTN will be released in more than 15 markets including the US, Canada, UK, France, and Germany . Battery performance has also taken a leap forward: 8 hours of regular use, a 20-minute fast charge to 50% and a new charging case .  This article first appeared on GuruFocus.com. apps.com . You can download the latest article from the site here: http://www.gurufocus.com/news/guru-focus-apps-apps .",neutral,"oakley, glasses, gurufocus, hstn, apps"
" Wix acquired Base44 for $80 million in cash . Ramp’s valuation jumped to $16 billion in just three months . Meta acquired 49% of startup Scale AI, including a potential dividend payout .  The U.S. Department of Defense awarded $200 million to OpenAI . Applied Intuition secured a $600 million Series F and tender offer at a $15 billion valuation .  Israeli observability startup Coralogix became a unicorn afterraising a $115 million Series E . Mach Industries, a 2-year-old defense tech startup, confirmed having raised a $100 million round of funding . Sword Health, an AI-powered digital health startup that began as a virtual physical therapy solution, locked in $40 million at a $4 billion valuation .  An early investor in Chime, founder-turned-VC Alexa von Tobel is ready for Fintech 3.0 . Global VC Endeavor Catalyst is seeking to raise $300 million for its fifth fund . Grifin, a startup whose app helps users buy stock from brands they shop at, such as Walmart, secured $11 million in a Series A round .  “The digitally native population” is a ‘digital native population,” she says . ‘I’m not just a woman,’ she says in an interview with TechCrunch .",positive,"fintech, wix, investor, fund, funding"
" Character.AI is the Google-backed AI chatbot provider with tens of millions of monthly active users . Karandeep Anand, the former VP of Business Products at Meta, is joining the company as CEO . Anand served as Microsoft's head of product management, overseeing user experience on the company's cloud platform, Azure .  Character.AI has raised more than $150 million in venture funding from Andreessen Horowitz . CEO Anand says one of his first priorities would be making safety filters “less overbearing” Anand also said he plans to improve the quality of AI models .  In 2024, 66% of the company’s users were between the age of 18 and 24, and 72% of its users were women, according to data fromSensor Tower . Character.AI specializes in entertainment chatbots that are purely designed for entertainment .",neutral,"ai, chatbots, chatbot, character, microsoft"
 A handful of tech giants have signed deals with nuclear energy companies in recent months to meet energy firms . Tech giants have also signed deals to meet nuclear energy firms to meet their needs .,positive,"nuclear, companies, firms, deals, tech"
