summary,sentiment,keywords
" Apple is considering using AI technology from Anthropic PBC or OpenAI to power a new version of Siri . The iPhone maker has talked with both companies about using their large language models for Siri . It has asked them to train versions of their models that could run on Apple’s cloud infrastructure for testing .  The company currently powers most of its AI features with homegrown technology that it calls Apple Foundation Models . A switch to Anthropic's Claude or OpenAI’s ChatGPT models for Siri would be an acknowledgment that the company is struggling to compete in generative AI .  The project to evaluate external models was started by Siri chief Mike Rockwell and software engineering head Craig Federighi . They were given oversight of Siri after the duties were removed from the command of John Giannandrea, the company’s AI chief .  Anthropic's technology is most promising for Siri’s needs, people said . The Siri assistant has fallen behind popular AI chatbots . Apple's attempts to upgrade the software have been stymied by engineering snags and delays .  Apple has already approved a multibillion dollar budget for 2026 for running its own models via the cloud but its plans for beyond that remain murky . Executives have grown increasingly open to the idea that embracing outside technology is the key to a near-term turnaround .  Apple considered acquiring Perplexity in order to bolster its AI work, Bloomberg has reported . The company is working on a series of projects, including a tabletop robot and glasses that will make heavy use of AI .  Meta Platforms Inc. and OpenAI are offering some of the AI industry’s most in-demand talent . Apple is known to pay its AI engineers half of what they can get on the open market .  The iPhone maker requested a custom version of Claude and ChatGPT that could run on Apple’s Private Cloud Compute servers . Apple believes that running the models on its own chips housed in Apple-controlled cloud servers will better safeguard user privacy .  Apple is opening up the on-device models to third-party developers later this year . The company hasn't announced plans to give apps access to the cloud models . The cloud servers don’t have the capacity to handle a flood of new features .  Apple and Anthropic have disagreed over preliminary financial terms . The AI startup is seeking a multibillion-dollar annual fee that increases sharply each year . The struggle to reach a deal has left Apple contemplating working with OpenAI .  Apple killed the project — announced last year as Swift Assist — about a month ago . The company later this year is rolling out a new Xcode that can tap into third-party programming models . App developers can choose from ChatGPT or Claude .",neutral,"siri, ai, apple, iphone, chatbots"
" Colombian gangs are using social media to reach and recruit children, the U.N. has warned . Gangs and rebel groups are enticing children to enlist by posting videos on platforms likeTikTokand Facebook .  In the first quarter of 2025, the U.N. Human Rights Council reported 118 allegations of recruitment or use of children . The International Crisis Group recently warned that the rate of child recruitment has reached its highest level in more than a decade .  TikTok has been working to identify and remove content and accounts that violate its community guidelines . The platform says it is collaborating with authorities and local entities . The U.N. has described the situation as a matter of “grave concern .",negative,"gangs, recruitment, children, authorities, facebook"
" Meta’s implementing new requirements for advertisers running securities and investments promotions in India, in line with updated requirements from Indian regulators . Back in March, the Security and Exchange Board of India announced that all advertisers in the sectormust undertake registration on each platform that they’re seeking to advertise on .  SEBI announced that all securities and investments advertisers will now need to register on each platform that they advertise on, by using their email IDs and mobile numbers . Compliance will be enforced “as early as July 31st, 2025,” says Meta .  Meta says that it’ll begin rolling out the verification process on June 26th, with verification expected to be available to 100% of all eligible advertisers globally by July 28th, 2025 . Look out for banners that say “Verification required for securities and investment ads in India”",neutral,"advertise, registration, register, advertisers, compliance"
" Today's Research Daily features new research reports on 16 major stocks, including Meta Platforms, Inc. (META) and ServiceNow, Inc., (NOW) and Booking Holdings Inc. as well as two micro-cap stocks Vaso Corp. (VASO) and bioAffinity Technologies (BIAF) The Zacks Research Daily presents the best research output of our analyst team today .  Meta Platforms’shares have outperformed the Zacks Internet - Software industry over the year-to-date period (+25.5% vs. +16.3%) The company is benefiting from steady user growth across all regions, particularly Asia Pacific . Increased engagement for its offerings like Instagram, WhatsApp, Messenger and Facebook has been a major growth driver .  ServiceNow outperformed the Zacks Computers - IT Services industry over the past year (+29.5% vs. +8.5%) The company has been benefiting from the rising adoption of its workflows by enterprises undergoing digital transformation . Generative Artificial Intelligence (Gen AI) deals continued to gain traction .  Booking’sshares have outperformed the Zacks Internet - Commerce industry over the year-to-date period (+15% vs. +8%) The company is benefiting from a favorable travel demand environment, owing to the growing demand for global leisure travel demand .  Booking outperformed the Zacks Medical - Instruments industry over the year-to-date period (+7.6% vs. -8.9%) The declining trend in agency bookings is a major headwind . Rising macroeconomic and geopolitical tensions are concerning for the company’s prospects .  Vaso is undervalued to peers, potentially offering upside if operational execution improves and structural risks are mitigated . SaaS underperformance warrants caution on long-term scalability and profitability . Revenue remains reliant on CyPath Lung, still marketed as an LDT amid regulatory shifts .  Commercial momentum is accelerating via FSS, regional expansion and a logistics tie-up, with scalable operations and $3.8 million in annual cost savings . Economic models show $1.27 billion in potential system-wide savings, strengthening payer appeal .  Dolby (DLB) Banks on Vision & Atmos strength amid Tariff Woes . Crocs (CROX) is gaining from consumer demand for its core brand, effective pricing actions and lower product costs . Marathon Digital (Mara) is risky due to its heavy exposure to Bitcoin's volatility .  Per the Zacks analyst, steadily growing air passenger traffic is boosting AAR Corp.'s Parts Supply business . Persistent supply chain challenges plaguing the aerospace sector remain a concern . Veracyte's comprehensive Afirma solution demonstrated strong 6% growth in the first quarter of 2025 .  Krystal's Sole Dependence on Vyjuvek For Growth A Concern, Krystal is solely dependent on the drug for growth . JAKKS Pacific is likely to benefit from strong licensing partnerships, increased adoption of the FOB model and retail expansions .  KB Home is grappling with an uncertain housing market due to high mortgage rates, tariff-related risks and lingering inflationary pressures . Deteriorating credit quality due to rise in provisions remains a woe. expenses due to rising in compensation and marketing costs will hurt Credit Acceptance's profits .  This article was originally published by Zacks Investment Research . In the U.S. this article appeared on Zacks.com: http://://www.zacks.org/report.com/2013/2014/14 .",positive,"prospects, ai, marketed, enterprises, industry"
" Dow Jones Industrial Average (^DJI) rose over 0.6%, Nasdaq Composite (^IXIC) and S&P 500 (^GSPC) rose about 0.5%, with both indices notching new record highs . Big Tech giants Nvidia (NVDA) and Meta hit their own fresh records .  The easing in odds of a global trade war comes as a July 9 deadline looms for the resumption of sweeping US ""reciprocal"" tariffs . The 10-year Treasury yield (^TNX) fell about 5 basis points to 4.23% .  Nasdaq Composite (^IXIC) and S&P 500 (^GSPC) rose around 0.5% Monday to notch fresh records . Dow Jones Industrial Average (^DJI) climbed 0.6% but was still clawing its way back toward its prior record close in December . Nvidia (NVDA) and Meta (META) notched their own record closing highs .  Meta was poised to close at a new record after CEO Mark Zuckerbergannounced a restructuring of the company’s artificial intelligence group . Microsoft and Meta have risen by double-digit percentages year to date .  White House press secretary Karoline Leavitt confirmed in a press conference Monday that this signed table was sent to Powell . Trump's latest barbs come as speculation over who will replace Powell as Fed chair next year continues to heat up . Former Fed government Kevin Warsh, current Fed governor Christoper Waller, National Economic Council Director Kevin Hassett, former World Bank president David Malpass, and Treasury Secretary Scott Bessent are candidates .  Shares of Robinhood (HOOD) spiked more than 11% on Monday, setting the stock up to close at a record high . Robinhood said it has launched tokenized trading for more than 200 US stocks and ETFs in the European Union . BNB Paribas downgraded Alphabet stock (GOOGL,GOOG) to Neutral from Buy on Monday .  Meta (META) stock was on pace to close at a record high on Monday for the first time since February . Shares hit an all-time intraday high just north of $748 each . Meta has outperformed the rest of the ""Magnificent Seven"" stocks year to date, gaining 26% .  Morgan Stanley analysts say they are bullish on Nvidia and ""looking through"" concerns over bottlenecks in its supply chain . Nvidia's supply chain is ""strong near term"" but ""mixed longer term,"" they wrote .  Nvidia stock last week notched a new record high . Hewlett Packard Enterprise stock (HPE) jumped more than 13% Monday morning following news that the company had settled a case with the US Department of Justice .  Juniper Networks shares were up 8% early Monday morning . The settlement ""paves the way to close HPE’s acquisition of Juniper,"" CEO Antonio Neri says . The Dow Jones Industrial Average (^DJI) rose roughly 0.5% . The S&P 500 (^GSPC) moved up about 0.3% .  Oracle stock soared more than 7% and was set to start the trading session at a new intraday high . The software giant disclosed in a filing to the Securities and Exchange Commission that it had signed new cloud services agreements . In its fiscal year 2025, Oracle's revenue was $57.4 billion .  Tax on wind and solar projects completed after 2027 that use components from China . Industry largely relies on China to source components from batteries to solar panels . Latest provision comes after lawmakers moved to phase out tax breaks for the industry sooner than expected .  Bitcoin's share of the crypto market has climbed to 64%, the highest level since January 2021 . Disney stock rose about 2% in premarket trading Monday after Jefferies analyst James Heaney upgraded the stock . Inmune Bio stock tanked 60% after its experimental drug, XPro, failed to improve cognitive functions in Alzheimer's patients .  Hewlett Packard Enterprise Company (HPE) stock rose 6% in premarket trading on Monday following the news that HPE and Juniper Networks have reached an agreement with the company . Economic data: MNI Chicago PMI (June); Dallas Fed manufacturing activity .  Palantir (PLTR) stock rose 5% before the bell and are trading at an all-time high, up 90% this year . US Department of Justice that it will not challenge HPE's acquisition of Juniper . Goldman Sachs said on Monday that US profit margins will be tested as investors await to see how President Trump's war has hurt companies .  European stocks outperformed their US peers by the biggest margin on record in dollar terms during the first half . It's a dramatic sign of how the region's markets are staging a comeback after more than a decade in the doldrums .  The White House has set a July 9 deadline for trading partners to broker deals with the US over the sweeping 'reciprocal' tariff rates announced in early April . The 3% tech tax would have hit firms like Apple (AAPL), Google (GOOG), and Amazon (AMZN) starting on Monday . Canada will now bring forward legislation to cancel the tax .",positive,"dow, nasdaq, goldman, stocks, stock"
" Mark Zuckerberg and Meta are spending billions to recruit top artificial intelligence talent . OpenAI CEO Sam Altman recently complained that Meta has offered $100 million bonuses to lure engineers away from his company . Several OpenAI employees have accepted Meta's offers, prompting executives to scramble to retain their best .  Meta Superintelligence Labs paid more than $14 billion for a 49 percent stake in Scale AI in mid-June, bringing Wang aboard as part of the acquisition . Zuckerberg wrote in an internal memo that he believes superintelligence will be the ""beginning of a new era for humanity""  Meta is integrating new recruits into a dedicated team focused on developing ""superintelligence"" The latest version of Meta's AI model, Llama, ranked below heavyweight rivals in code-writing performance on the LM Arena platform, where users evaluate AI technologies .  Meta executives envision using AI to streamline advertising from creation to targeting . Zuckerberg is considering moving away from Meta's Llama model, possibly adopting competing AI systems . The AI talent acquisitions represent long-term investments unlikely to boost Meta's profitability .",neutral,"ai, superintelligence, zuckerberg, openai, ceo"
" The ""Magnificent Seven"" is a group of technology stocks that includes Nvidia,Microsoft,Apple, and Amazon . The group has crushed broader-market indexes over the last five years . Only Amazon has underperformed the S&P 500 over the stretch .  Amazon's main business, as most U.S. shoppers know well, is e-commerce . It has an unbeatable lead in the fast-growing industry . Amazon is the largest cloud service company in the world because of its Amazon Web Services segment .  Amazon's fastest-growing business today isn't even AWS, but it's advertising . According to CEO Andy Jassy, AI is already a multibillion-dollar business . The AI market is expected to increase at a compound annual growth rate of 27% over the next five years .  Amazon stock could rise in value over the next few years and make it the most valuable company in the world . It trades at aprice-to-earnings (P/E) ratio of around 35, near its lowest value in a decade .  Alphabet's increased focus on designing and utilizing its own AI chips could help power growth for its cloud infrastructure business . OpenAI recently announced that it was renting processing use of the company's tensor processing units (TPUs) through Google Cloud for AI inference applications .  Alphabet's long-term opportunity in the autonomous vehicle space also appears very far from being priced into its valuation . Through its Waymo subsidiary, the company currently occupies a leading position in the robotaxi and driverless-vehicle market . Waymo could allow Alphabet to tap into the massive market for self-driving vehicle delivery software .  The Motley Fool’s total average return is 1,062% — a market-crushing outperformance compared to177% for the S&P 500 . Don’t miss out on the latest top 10 list, available when you joinStock Advisor .  The Motley Fool's board of directors includes Jennifer Saibil and Keith Noonan . The company is one of the seven ""Magnificent Seven"" Stocks that will perform well over the next five years .",positive,"amazon, aws, stocks, stock, cloud"
" Tech stocks were higher late Monday afternoon, with the Technology Select Sector SPDR Fund (XLK) ris . The Technology Select sector SPDR fund is the largest in the tech sector .",positive,"stocks, tech, xlk, sector, spdr"
" The division will be headed by Alexandr Wang, former CEO of data labeling startup Scale AI . The high-stakes push follows senior staff departures and a poor reception for Meta's latest open-source Llama 4 model .  Facebook and Instagram parent invested $14.3 billion in Scale AI earlier this month . Zuckerberg has also brought on 11 new hires in the AI field, including researchers from OpenAI, Anthropic and Google .  Meta's AGI bet could be another moonshot to yield near-term returns . Reality Labs unit has burned through more than $60 billion since 2020 . Together, big tech companies are expected to spend $320 billion on AI this year .",negative,"ai, ceo, billion, agi, openai"
" Tech stocks were higher late Monday afternoon, with the Technology Select Sector SPDR Fund (XLK) ris . The Technology Select sector SPDR fund is the largest in the tech sector .",positive,"stocks, tech, xlk, sector, spdr"
