summary,sentiment,keywords
" Meta Platforms and Microsoft shares have recently rebounded from lows reached a few weeks ago . Wall Street expects both of these stocks to advance by about the same percent over the next 12 months .  AI stocks have started to rebound from lows reached in recent weeks . They still remain at interesting price levels, making now a great time to get in on them . Wall Street is optimistic that both Meta Platforms and Microsoft could be stock market winners . Which one makes the better buy?  Meta has created large language model Llama, a tool that powers its AI offerings such as Meta AI, the world's most-used AI assistant . The company has made Llama open source, so that others can contribute to its development . The move could help Meta's program grow more quickly and set up for leadership in AI .  Microsoft has been one of the early winners in the AI space thanks to its use of AI across its operations . In January, the company said its AI business had surpassed an annual revenue run rate of $13 billion . Microsoft's cloud business offers AI tools and services to customers .  Wall Street analysts predict about 11% gains in the coming 12 months for each of these top AI stocks . If I could only choose one, I would go for Meta today, as it still looks cheap, considering its long-term AI prospects .  The Motley Fool’s total average return is975% — a market-crushing outperformance compared to172% for the S&P 500 . Randi Zuckerberg, a former director of market development and spokeswoman for Facebook and sister to Meta Platforms CEO Mark Zuckerberg, is a member of the board of directors .  Meta Platforms vs. Microsoft is a better Wall Street AI favorite to buy now . The Motley Fool has a long list of AI favorites to buy .",neutral,"microsoft, ai, market, stock, stocks"
" Two new locations entered Oxford Economics' global ranking of cities this year . The economic advisory firm's Global Cities Index scored the 1,000 largest cities across five categories: economics, human capital, quality of life, environment and governance . The significance of cities in this period of uncertainty can't be overstated .  French capital of Paris took over in third place this year from US city of San Jose, which fell to fourth spot . San Jose is renowned for the tech hub of Silicon Valley, which is home to big-name companies, including Apple and Google .  The US city of Seattle, which rounded out the top five, also boasts a major sector – with Microsoft (MSFT) and Amazon (AMZN) operating in the area . The Australian cities of Melbourne and Sydney came in sixth and seventh place .  Several cities in India, Indonesia, and the UK have risen in the rankings this year, while Japanese, Canadian, and Brazilian cities mostly fell . Tokyo, Japan in ninth place and San Francisco in tenth spot .  Global Leaders are best positioned to maximise the benefits of generative AI but must address rising inequality . Developing Megacities have the potential for significant human capital growth but must overcome rapid urbanisation challenges .",negative,"cities, urbanisation, city, megacities, capital"
" OpenAI will acquire the AI device startup co-founded by Apple veteran Jony Ive in a nearly $6.5 billion all-stock deal . The purchase — the largest in OpenAI’s history — will provide the company with a dedicated unit for developing AI-powered devices . Acquiring the secretive startup, named io, also will secure the services of Ive and other former Apple designers .  Ive is embarking on a new collaboration with OpenAI with Altman . The British-born designer left Apple in 2019 . Altman said Jobs would be “damn proud” of Ive’s latest move .  As part of the deal, OpenAI is paying $5 billion in equity for io . Apple shares dropped as much as 2.3% in New York on Wednesday . The deal is expected to be completed this summer, pending regulatory approvals .  Ive and Altman’s first devices are slated to debut in 2026 . The pair expects their first device to be a truly novel type of product . Ive left Apple six years ago to start LoveFrom, a collective of designers and engineers .  Ive and Altman don’t see the iPhone disappearing anytime soon . The team will now continue that mission at OpenAI, becoming a threat to the very devices that the designers helped create .  Ive: People will connect with AI in “very new ways” with ChatGPT . The company’s valuation has swelled to $300 billion . OpenAI is working on a $3 billion deal for AI coding software company Windsurf .  Ive and LoveFrom will take over design for all of OpenAI, including its software . LoveFrom has a number of former Apple designers who helped create the look of the Mac and iPhone operating systems .  The new team at OpenAI will work at io’s existing workspace in Jackson Square, a neighborhood in San Francisco . Ive and Altman wouldn’t elaborate on what hardware products they are working on . Meta Platforms Inc. is perhaps the most notable maker of AI devices .  Ive was central to developing every version of the iPhone within Apple’s hardware engineering department . Tan said the new team isn’t tied to a “legacy” and will have an opportunity to “rethink this space” Still, actually delivering a product will take a while, Altman said .",neutral,"apple, openai, iphone, devices, io"
" Computex is a stark reminder of the central role that Taiwan continues to play in the global technology industry . The 2025 edition of Asia’s signature tech gathering didn’t break as much new ground as last year . There was scant mention of consumers this year .  Foxconn, also known as Hon Hai Precision Industry Co., used its first keynote address at the show to go big on heavy-duty AI . Asustek Computer Inc. said AI PCs will take a year or two before they go mainstream . New tariffs from the US are likely to flatten near-term growth .  Huang: China is ‘incredible’ at software development and has resources to make up for any technological gap . DeepSeek popularized reasoning models, which require more raw computing power . Huang: ""DeepSeek increased the amount of computing need by maybe 100 to 1,000 times""  Executives in Taiwan no doubt took note of two related developments . Huawei hosted its AI developer gathering touting its Ascend chips that Beijing wants to see supplant Nvidia's silicon . Xiaomi Corp. happened to announce it’s developed its own advanced 3-nanometer mobile chip .  Even Nvidia dedicated much time and floor space at the conference to lauding its Taiwanese partners . SoftBank Group Corp. founder Masayoshi Son was also in town for the week, though like Tan he was keeping a low public profile .  Anthropic is trying to win the AI race without losing its soul . Microsoft’s CEO on How AI Will Remake Every Company, including his Cartoon Network's Last Gasp .",neutral,"huawei, computex, taiwan, technological, huang"
" Apple aims to release smart glasses at the end of next year as part of a push into AI-enhanced gadgets . Company engineers are ramping up work on the glasses in a bid to meet the year-end 2026 target . Apple has shelved plans for a smartwatch that can analyze its surroundings .  Apple's glasses would have cameras, microphones and speakers . They could also handle tasks such as phone calls, music playback, live translations and turn-by-turn directions . Apple shares were up less than 1% to $202.46 as of 3:13 p.m. in New York .  Apple is working on a dedicated chip for smart glasses . The glasses will be similar to the Meta product but better made, a source says . Apple declined to comment .  Apple had been working on a camera-equipped smartwatches and AirPods earbuds with cameras . Bloomberg News reports that the company is planning its first pair with AR glasses in 2027 . Apple has struggled to add compelling AI features to its iPhones, iPads and Macs .  Apple plans to open up Apple’s large language models to outside developers . That could bring a wave of AI-enhanced third-party software to the App Store . Apple also plans to introduce its first foldable phone in late 2026 .  The Vision Products Group developed the Vision Pro headset . The team is working on new versions of that device as well . That includes a cheaper and lighter model, and one that tethers to Macs .",positive,"smartwatches, smartwatch, apple, glasses, ipads"
 Meta Platforms (NASDAQ:META) gained fresh momentum after Loop Capital liftedits price targetto $888 from $695 . Loop Capital highlighted Meta's leading position among non-hardware beneficiaries of artificial intelligence . The new forecast implies about 40% upside from current levels .  Average target price for Meta Platforms Inc is $706.21 with a high estimate of $935.00 and a low estimate $466.00 . The average target implies a upside of +11.13% from the current price of $635.50.,positive,"price, meta, nasdaq, platforms, target"
" Zacks Equity Research analysts discuss the latest news and events impacting stocks and the financial markets . Stocks recently featured in the blog include: Meta Platforms, Inc., Honeywell International Inc. HON and Automatic Data Processing, Inc. ADP .  Meta Platforms'shares outperformed the Zacks Internet - Software industry over the past year (+36.7% vs. +30.6%) The company is benefiting from steady user growth across all regions, particularly Asia Pacific . Increased engagement for its offerings like Instagram, WhatsApp, Messenger and Facebook has been a major growth driver .  Meta Platforms now expects to invest significantly more over the next few years in developing more advanced models and the largest AI services in the world . AI usage is making it a popular name among advertisers. This is expected to drive top-line growth .  Weakness in Industrial Automation segment, due to lower demand for smart energy and thermal solutions, is worrisome . Weak demand for personal protective equipment within the sensing and safety technologies business is also concerning . Foreign currency translation remains an overhang . This stock is an eye candy for dividend-seeking investors .  Automatic Data Processing faces high competition, which shoots talent costs sky-high . The stock increased 29.8% in a year and we have a Neutral recommendation on it in anticipation of a correction .  These returns are from hypothetical portfolios consisting of stocks with Zacks Rank = 1 that were rebalanced monthly with zero transaction costs . These are not the returns of actual portfolios of stocks . The S&P 500 is an unmanaged index .  Automatic Data Processing, Inc. (ADP) and Honeywell International (HON) are among 7 Best Stocks for the Next 30 Days . ADP is one of the leading companies in the U.S. history of software development, software development and software development .",positive,"stocks, stock, investors, industry, ai"
" From the market bottom on April 8 through May 20, short sellers have lost more than $250 billion . All of the""Magnificent Seven""stocks were among the top 20 names on which short investors lost the most money . Shorts on Nvidia and Tesla have benefited from individual catalysts throughout the run .  Short sellers in Palantir, Strategy and Hims & Hers lost more than $5 billion in the market crash . Short sellers also lost $2 billion in losses in retail trading names Palatir and Strategy . All three stocks have far outpaced the 17% gain in the S&P 500 over that time period .  BNP Paribas head of debt and equity strategy Viktor Hjort said the market was caught short at a time when there was no actual fundamental information available . The next catalyst for stocks lies in economic data and whether it reflects resiliency despite tariffs that have gone into effect .",negative,"stocks, losses, investors, short, market"
" Apple aims to release smart glasses at the end of next year as part of a push into AI-enhanced gadgets . Company engineers are ramping up work on the glasses in a bid to meet the year-end 2026 target . Apple has shelved plans for a smartwatch that can analyze its surroundings .  Apple's glasses would have cameras, microphones and speakers . They could also handle tasks such as phone calls, music playback, live translations and turn-by-turn directions . Apple shares were up less than 1% to $202.46 as of 3:13 p.m. in New York .  Apple is working on a dedicated chip for smart glasses . The glasses will be similar to the Meta product but better made, a source says . Apple declined to comment .  Apple had been working on a camera-equipped smartwatches and AirPods earbuds with cameras . Bloomberg News reports that the company is planning its first pair with AR glasses in 2027 . Apple has struggled to add compelling AI features to its iPhones, iPads and Macs .  Apple plans to open up Apple’s large language models to outside developers . That could bring a wave of AI-enhanced third-party software to the App Store . Apple also plans to introduce its first foldable phone in late 2026 .  The Vision Products Group developed the Vision Pro headset . The team is working on new versions of that device as well . That includes a cheaper and lighter model, and one that tethers to Macs .",positive,"smartwatches, smartwatch, apple, glasses, ipads"
 Meta Platforms (NASDAQ:META) gained fresh momentum after Loop Capital liftedits price targetto $888 from $695 . Loop Capital highlighted Meta's leading position among non-hardware beneficiaries of artificial intelligence . The new forecast implies about 40% upside from current levels .  Average target price for Meta Platforms Inc is $706.21 with a high estimate of $935.00 and a low estimate $466.00 . The average target implies a upside of +11.13% from the current price of $635.50.,positive,"price, meta, nasdaq, platforms, target"
