summary,sentiment,keywords
" Samsung unveiled its ultrathin Galaxy S25 Edge smartphone on Monday . The phone is 5.8 millimeters (0.22 inches) thick . Apple's iPhone Pro and Pro Max each measure 0.32 inches thick, Samsung's S25+ and S25 Ultra are 0.28 inches thick .  The S25 Edge weighs just 5.7 ounces compared to the iPhone 16 Pro's 7 ounces and Pro Max's 7.9 ounces . You'll almost forget you're carrying the phone with you, whether you're hustling around the office or hanging out at home . Unfortunately, the phone has only two rear cameras: a 12MP ultra-wide-angle camera and a 200MP main camera .  The S25 Edge also comes with Samsung's Galaxy AI platform, including AI agents and Now Brief and Now Bar . Despite the thin design, Samsung claims you'll still get all-day battery life thanks to cooling and power delivery solutions . The camera also now comes with autofocus, so you can take macrophotography pictures .  Read the latest financial and business news from Yahoo Finance . Follow us on Twitter @YahooFinance . Share your company's earnings news with us on Facebook and Twitter .",neutral,"smartphone, samsung, camera, s25, galaxy"
" Google investors would be better off breaking up most or all of Google’s business, analyst Gil Luria told Yahoo Finance . US District Judge Amit Mehta found Google liable for illegally monopolizing the general search engine market and the market for general search .  Analyst: Google should break up YouTube, Search, Google Cloud, Waymo, and AI segments . Luria: Google's individual businesses would be valued much more highly as separate entities . Google's market capitalization is below $2 trillion .  Luria estimates that Google’s chip segment and Google DeepMind AI would together be worth $760 billion . Luria says the stock could be worth anywhere between $240 and $300 if the company followed its path .  Luria said Google Search is “a melting ice cube.” Some argue Apple testified that it saw a drop in Safari searches in order to present Google Search as a threatened business in hopes of preserving its $20 billion deal with the company .  Luria: ""Only founders [Sergey] Brin and Larry Page can save shareholders"" He said activist investors couldn't force a change at Google because it ""isn't a type of company that an activist could get involved in because insiders have controlling stakes""",negative,"google, investors, market, stock, shareholders"
" The Big Tech trade was alive — and well, even before the announcement of a temporary deal with China . Negotiations between the US and China yieldeda 90-day pause, removing sharpest fangs from tariffs the rival nations set on each other . The stock market celebrated the lower chances of a global recession and Chinese-American splintering .  Wedbush analyst Dan Ives says new highs for tech stocks are now on the table in 2025 . The risks of a prolonged conflict with Chinato Magnificent Seven members have been weighing on investors .  As a group, the Mag Seven stocks are still way off their highs from earlier this year . Still, investors have benefited relative to the broader market by holding these names . Most of the names have posted significant gains since the 90-day global tariff pause .  Hamza Shaban is a reporter for Yahoo Finance covering markets and the economy . Click here for the latest stock market news and in-depth analysis, including events that move stocks .",negative,"stocks, stock, markets, investors, market"
" Chamath Palihapitiya and fellow co-hosts reacted to a revelation from Apple executiveEddy Cuestating that the tech giant witnessed a decline in its search volume last month . The news sent shockwaves through the tech sector . In the latest episode of the All-In Podcast, the podcast was recorded on Thursday .  Palihapitiya urged Google to assume a significant share erosion, potentially dropping to 75% within two years . Google risks being caught flat-footed while rivals like Apple,OpenAIandMeta Platforms, Inc. quietly implement changes .  Last month, Alphabet reported first-quarter revenue of $90.23 billion, a 12% increase year-over-year . Google Search generated $50.7 billion in revenue, up from $46.2 billion in the same quarter last year . As of March 2025, Google held a 79.1% share of the global desktop search engine market .  You can invest today for just $0.30/share with a $1000 minimum . ‘Scrolling To UBI' — Deloitte's #1 fastest-growing software company allows users to earn money on their phones .",negative,"google, revenue, market, invest, share"
" Nvidia shares rose nearly 6% to close just under $130 on Tuesday . The gains put Nvidia’s market capitalization at nearly $3.2 trillion, more than every other U.S. company aside from Microsoft and Apple . Nvidia will sell “several hundred thousand” advanced GPUs over the next five years .  Shares began a near-constant $3 trillion ascent in late 2022 when the release of ChatGPT sparked the generative AI boom . The company lost about $1.3 trillion in value between early January and early April as Wall Street questioned the economics of AI .",negative,"nvidia, gpus, shares, market, sell"
" Apple adds Eye Tracking, Head Tracking, Switch Control for Brain Computer Interfaces, Assistive Access, Music Haptics, Name Recognition in Sound Recognition, expanded Voice Control and Large Text CarPlay support .  Apple's current share price of $211.67 sits well above most traditional valuation benchmarks . Investors will watch adoption metrics and any FDA feedback on the Stentrode partnership when Apple reports Q3 results later this summer .  The Median PS Value of $144.82 and Peter Lynch's $96.57 figure suggest Apple is trading at a substantial premium to its past sales and earnings power . Measures that focus on balance-sheet strength, such as the Tangible Book at $4.47 and the negative Net Current Asset Value, barely register against Apple's real-world market heft . Unless Apple delivers outsized growth or margin expansion, today's price appears to rest on optimistic forecasts .",positive,"apple, price, valuation, earnings, value"
" Apple’s senior vice president of services, Eddy Cue, made the comments on May 7 during testimony in the U.S. Justice Department's lawsuit against Google . Cue said he believes AI search providers will eventually replace standard search engines such as Google .  ChatGPT now has 400 million weekly users and plans to hit 1 billion users by 2025 . Google is pushing ahead with its AI strategy, aiming to integrate AI across its key platforms like Search, Shopping, and YouTube . Still, Versace warned against overlooking Google .  Google's Gemini could be one of its AI-powered search engine models, Versace says . Apple's 2025 Worldwide Developers Conference begins on June 9 . Versace expects similar announcements at Google's I/O event later this month .  Morgan Stanley analyst Brian Nowak said Alphabet shares are now trading at about 15 times the firm's FY26 $10 EPS estimate . He said Google’s recent slowdown in paid clicks may be tied to its rollout of AI-powered features like Overviews, AI Mode, and AI Mode .  The firm maintains an overweight rating on Alphabet stock and a price target of $185 . Alphabet closed at $158.46 on May 12 . The stock is down 16% year-to-date .",positive,"stock, apple, google, ai, analyst"
" Google unveils the biggest update to its Android mobile operating system in years . The Alphabet Inc. unit is rolling out a new, bolder design language . The company has compiled a set of design guidelines, which includes using more springy animations, shapes, contrast and larger typography .  The software will be available to download in its final form later this year, starting with Google’s own line of Pixel phones . Google's aim was to make the experience feel more natural and fluid with more room for personalization .  Google is extending its design changes to Wear OS, its smartwatch operating system . The update will allow smartwatch owners to set reminders or get information about upcoming calendar appointments . It also expands the reach of its Gemini artificial intelligence system to more platforms .  Google is rolling out a new Find Hub feature that will allow users to check if loved ones got home safely . The company is also piloting in-call protection for banking apps, starting in the UK .",neutral,"android, smartwatch, apps, mobile, google"
" Motley Fool host Dylan Lewis and analysts Tim Beyers and Bill Mann discuss the Fed's continued wait-and-see approach to tariff policy, inflation, and interest rate cuts . Two stocks worth watching:AppleandIbotta. HowUberandDoorDashare both flourishing as they cash in on the delivery market and consumer laziness .  If you invested $1,000 when we doubled down in 2009, you’d have $318,970! Now is the best time to buy before it’s too late . Right now, we’re issuing “Double Down” alerts for three incredible companies, available when you joinStock Advisor .  This week, we have a showdown in the food delivery market . We're going to be checking in on Warren Buffett's last Berkshire meeting as CEO . The Fed feels like they're in a pretty comfortable spot .  There's an awful lot of confusion, and some of that confusion is being brought about by an administration that really seems to love chaos more than anything else . The end result for that chaos, they're hoping is lower costs for federal debt .  US and UK reaching early terms on trade and tariffs this week . Most goods from the UK coming into the US will face a 10% tariff . Tim Beyers: Can this affect the Fed policy and what they want to do with rates?  Deal in the US UK deal is doing a lot of heavy lifting there, says Dylan Lewis . Dylan Lewis: What we're trying to do is just curry favor. Create allies. There is some wisdom to that. It might be a deal. It could become a deal .  Dylan Lewis: Everything that you see has to do with statecraft and what is happening between the U.S. and China . Dylan: It's just you've got to keep your eye on what the ultimate goal is here .  The market seems to be responding somewhat calmly, I would say, and I think that has to do with the fact that there is either a recognition or a hope that something will get done there that will take the pressure off of a company like Ford . Dylan Lewis: You're already seeing some recognition of the damage that is going to come .  Tim Beyers: For companies in your portfolio, the management team's behind them, what are you looking to hear? He says he wants clarity and transparency as much as humanly possible . Beyers says Nvidia and AMD have written off chips that were designed to sell into the Chinese market .  Mercado Libre, one of my biggest holdings, is up 17% in foreign exchange revenue this year . Management teams need to be transparent about what they think they can do, says Tim Stanley . Mercado is one of his favorites in that zone .  Mercado Libre was up 40% on a foreign exchange neutral basis . Total items sold 492.2 million total transaction, total payment volume, 58.3 billion . That's up 72% . Mercado is becoming a provider of credit for consumer markets where they operate .  Fundrises Flagship Fund, a 1.1 billion dollar real estate portfolio with more than 4,000 single family homes in the Sunbelt communities, 3.3 million square feet of in demand . Dylan Lewis: Mercado Libre is good at this. They know how to deal with the various machinations of the markets that they are in .  The Flagship Fund taps into some of real estate's most attractive qualities, long term appreciation potential, a hedge against inflation, and diversification beyond the stock market . Visit fundrise.com/fool to explore the portfolio, check out historical returns, and see just how much easier investing in real estate can be .  DoorDash has decided to spend 5.1 billion of its 5.8 billion in cash and investment, short term investments on acquisitions . Tim Beyers: On the surface, this looked like a pretty good quarter. Revenue was up, good free cash flow, good business .  DoorDash is a digital business, not subject to tariffs in the traditional sense, but still very much subject to the macro environment and input costs . Dylan Lewis: It might be an opportunity with a stock down like this, Dylan .  Uber Eats was the category that led for Uber up 22% in constant currency just EBIDA, which I know adjusted terrible. It's a bogus metric, but this business is getting stronger. Tim Beyers: I have to say, Dylan, they have been on a roll for a while now, and this is a scale business, but they're another one .  DoorDash did 23 billion in orders in the most recent quarter, Uber did 20 billion in delivery bookings . Dylan Lewis: A couple of years ago, if you were to ask me, I would have said inevitable that Uber takes over the space .  Tim Beyers: We need to give just some credit to the paradigm shift that's happened here . Bill Mann: I think from here, you've got the duopoly in the US. I think that's really what you've seen more than anything else. I'll confess something that I use DoorDash for?  Shares of Novo Nordisk down more than 50% from highs . Bill Mann: Semaglutide is their cash cow . The Inflation Reduction Act in the US is coming down .  Last year, Amazon was the world's largest corporate buyer of renewable energy, meaning that all of our energy comes from wind farms like this one . Up next, we've got the scene from Omaha from a Fool that was on the ground for Berkshire Hathaway's annual meeting .  Warren Buffett officially passes the torch to Greg Abel . Jason Hall: ""Momentous thing was not the two pounds that I've gained since getting home eating See's Candy""  Buffett has long said that he likes businesses that a ham sandwich could run . The Fool was there with us, was smart enough to have his earbuds in and listening to the live stream on his phone .  The decentralization of the operators of those businesses is built into the business, and that certainly simplifies the process . The other thing, too is, too, this has been in the works for more than a decade .  Market was down about 5%, but it was not a huge sell-off for Berkshire shares . People knew that at some point this was coming, and the market seems happy with Greg Abel as the named replacement .  Jason Hall: Buffett has become the Greg Maddox of quips . He might not have the fastball, but he can still locate a pitch like nobody you've ever seen . Dylan Lewis: That is an all-time favorite Buffett quote .  The other quote that really stood out to me was, we are very patient when we are looking at opportunities and we want to act quickly . Never underestimate the amount of reading and work that is being done to be prepared to act . Nobody but Tim could have developed it like it has .  Apple's Tim Cook is probably one of the most successful succession stories of the last 20 years, says Jason Hall . There's something that Greg Abel has in common with a lot of other operators running some of the subsidiaries at Berkshire, he says . Buffett wrote about the founder of Forest River in the annual report this year .  Abel sold his stake in MidAmerican Energy to Berkshire Hathaway a couple of years ago . Abel is emblematic of how important that is to the culture of leadership, not just at the corporate office, but going down to the subsidiary levels as well . There's a lot of operating businesses, about 190 by my account, that will make getting bigger a little bit tougher .  More than half of Berkshire Hath Hath Hathway's operating businesses have earnings declined from the prior year in 2024 . This isn't a recession proof business, but it's very resilient because they're well run and they have that incredible balance sheet .  Berkshire hasn't bought any of its own stock, almost and it's been five quarters now . Dylan Lewis: They're happy to get their 4% yield and just keep waiting until the bigger fish are biting . Jason Hall: Buffett is stepping down as CEO at the end of the year .  I expect they're going to have to wheel him out. I really do. I think once he's just the chairman, that happens, guess who decides about the dividend, the board, not the management . Dylan Lewis: If you could snap your fingers and create a large holding for Berkshire in a business that's publicly traded, what business would it be? Jason Hall:  Apple was one of the best-performing Berkshire stocks for a long time . Maybe there should be a little bit more tech in the portfolio, Jason Hall says . Maybe look at some big software companies. like AdobeorAutodesk.  The Motley Fool's Jason Hall: You are better than me, and you make me better. You're better than you are because you are going to go in the direction of the people that you are associated with . We've got Tim Beyers and Bill Mann back with the stocks on their radar this week .  This is the podcast version of this week's show on the Motley Fool . Check out our show notes. Listen to the show from Dylan Lewis and Bill Mann .  Warren Buffett is 94 years of age, and we sensed last year that he was slowing down . Berkshire has always described that cash as a weapon to be deployed during opportune times .  Tim Beyers: I think that decision about the cash is going to be over in 30 seconds . Bill Mann: I completely respect the fact that they are still leaving that on the table for future times when it's more ideal .  Dan Boyd: I don't know that people have really focused on the implications of the court finding with Spotify that is taking away potentially a pretty big extremely profitable cash flow stream for Apple . I think that that's something that people are going to want to pay attention to in upcoming months .  Tim Beyers: My radar stock here, Dylan, is Ibotta. This is a cash redemptions business. You have an app, scan a receipt, and on that receipt, if there are offers, so say like you have bought . Dan Boyd:I don't have any Apple products here at home, except for the ones that the Fool has given me, so I think that tracks, yes .  Ibotta is different and better and interesting to me. They have huge distribution deals. Walmart's a big one from about a year ago. About three months ago, they just got Instacart. What this means is that if anybody is trying to win the Shelf Space War, you were increasingly shopping on apps or shopping on the computer .  Ibotta is an app that's subject to the Apple tax and the commissions that come in via the App store . Tim Beyers: If those go down, I have to think that that is good news for IbottA shareholders, Tim . Dylan Lewis: Dan Boyd: I'm just going to go Ibota because it's fun to say and really, that's all that matters .  Jason Hall and Dylan Lewishas positions in MercadoLibre. in Autodesk, Berkshire Hathaway, and Walt Disney. The Motley Fool recommends Novo Nordisk .",neutral,"fed, tariffs, tariff, motley, recession"
" Virtual reality (VR) isn’t just a gamer’s fantasy anymore . Its market hit $53 billion in 2024, forecasts project a surge to $557 billion by 2034 . Nvidia (NVDA), Apple (AAPL), and Meta (META) are positioning themselves as VR's vanguard . Drawing from their latest earnings calls, commentary, and market developments, let's dissect their VR-focused investment cases .  Nvidia's Omniverse platform powers the high-fidelity rendering VR demands, from gaming to industrial simulations . The unique thing about Nvidia is that its strength lies in its indirect exposure . Supplying chips and software to VR developers sidesteps the consumer headset market’s volatility .  Apple's $3,500 “spatial computing” device, the Vision Pro, didn’t initially perform well . CEO Tim Cook emphasized Apple’s VR traction with enterprises, citing use cases like virtual surgical training and architectural design .  Meta’s Quest headsets dominate consumer VR, but its Reality Labs division is a cash black hole . In its Q1 results, Meta revealed a $4.2 billion loss on $412 million in revenue, down 6% year-over-year . CEO Mark Zuckerberg called 2025 “pivotal,” touting features like real-time translation and tripling sales of Ray-Ban Meta glasses as steps toward a VR-infused future .  Meta Platforms is currently covered by 44 analysts on Wall Street, with a deeply bullish consensus . META stock carries a Strong Buy consensus rating, based on 41 Buys, two Holds, and just one Sell rating over the past three months . VR breaks the mold as the next wave in entertainment, tearing down the limits of flat screens and passive watching .  As investment arrives from major tech companies and consumer interest increases, VR is certainly going mainstream . Nvidia is the low-risk VR play powering the ecosystem without headset exposure . Apple’s Vision Pro is a premium, patient bet, with transformative potential but minimal short-term impact . Meta's Quest leadership comes with steep losses but should offer the most significant upside .",neutral,"vr, nvidia, virtual, gaming, nvda"
