summary,sentiment,keywords
" TikTok is on the verge of being banned in the US . The short-form video app has 170 million users . Parent company ByteDance has until June 19 to reach a deal to sell or shut it down . President Trump has the option to further extend the sale date .  Congress initially passed and former President Joe Biden signed the law banning TikTok in 2024 . The legislation calls for TikTok's parent company ByteDance to divest itself of the social network . If it doesn’t, US cloud providers and app stores are required to stop hosting the service .  The Supreme Court ruled that TikTok could pose a national security threat to the US . US officials have argued for years that the Chinese government could use TikTok to spread propaganda or gather information on American users . A group of investors led by billionaire Frank McCourt Jr. has expressed interest in buying the app .  U.S. unveiled the tariffs in April . Trump has said any sale would likely come after the two countries reach some kind of trade agreement .",negative,"tiktok, bytedance, banning, tariffs, app"
" Regencell Bioscience Holdings Limited, a penny stock as recently as April, is worth nearly $30 billion in market value . A year ago, the stock had a market capitalization of just $53 million . This is despite the company having a net loss of $4.4 million for its fiscal year that ended June 2024 .  Hong Kong-based firm Regencell debuted on the Nasdaq Capital Market in 2021 . Firm aims to treat neurological disorders like ADHD and autism spectrum disorder through traditional herb-based medicines .  Regencell said data from a 2022 trial showed the treatment was effective in reducing and eliminating Covid symptoms within six days . The firm has funded its operations so far, primarily from shareholder loans and proceeds from its initial public offering . Of its nearly 500 million outstanding shares, only about 30 million are available to be traded .  CEO Yat-Gai Au’s ownership accounts for 86% of Regencell shares . Tesla Inc. has 87% of the remaining shares, according to holding data compiled by Bloomberg .",neutral,"regencell, stock, shareholder, holdings, market"
" Global iPhone sell-through data for first two months of the June quarter tracked up to mid-teens year-over-year . UBS attributes this pull-forward demand to broad-based market fears of future price hikes stemming from U.S. tariffs on China and Southeast Asian exports .  Investors should view these two months of elevated sales as a one-off boost rather than a new baseline for iPhone momentum . Early-quarter demand won't extend much further, helping temper expectations ahead of Apple's next earnings call .",positive,"iphone, tariffs, sales, demand, market"
 Alibaba has released versions of its Qwen3AI models for Apple's new MLX architecture . This move could clear the path for Apple Intelligence features like Genmoji and Writing Toolsto arrive in mainland China . Apple has been trailing its U.S. rollout of Apple Intelligence in China amid trade tensions; this collaboration signals progress toward a localized launch .  Wall Street's consensus 12-month target for Alibaba sits at about $159.7around a 37% jump from today's levels . That $102 area roughly matches GuruFocus's own DCF fair value estimate of $100.8 . The most optimistic forecasts push as high as $189 and the skeptics cluster near $102 .,positive,"alibaba, apple, mlx, forecasts, gurufocus"
 Tech stocks rose late Monday afternoon with the Technology Select Sector SPDR Fund (XLK) gaining 1.6 . Tech stocks were on the heels of a 1.7-percent rise in the tech sector .,positive,"xlk, tech, stocks, sector, rise"
" The Trump Organization will start selling the “T1’ Android phone for $499 in August . The president’s sons Eric and Donald Jr have also launched a new “Trump Mobile” operator . The expansion of the Trump family's businesses has sparked alarm and claims of profiteering from the highest office .  Trump Mobile is billed as an ‘all-American service’ in a move that could be seen as an attack on Tim Cook, the chief executive of Apple, which manufactures its iPhone in China and India . The T1 phone is “proudly designed and built in the United States” and customer service call centres will be based in the US .  The '47 Plan' costs $47.45 per month and comes with unlimited calls and data . The family will not manufacture or provide the services themselves . Instead, they are renting the family name to other companies that build the phone and run the service .  The White House says the president has no conflicts of interest because his assets are in a trust managed by his children . The president received $60m in income from World Liberty Financial (WLF)",neutral,"mobile, phone, iphone, android, apple"
" Alibaba has launched new Qwen3 artificial intelligence models for Apple's MLX architecture . The new models would be able to run on a range of Apple devices, including iPhone, iPad, MacBook and Mac .",neutral,"alibaba, qwen3, apple, mlx, macbook"
" Meta Platforms Inc. keeps writing bigger checks in pursuit of its artificial intelligence strategy . The stock is back near record territory after soaring about 45% from its April low . Last week, Meta finalized a $14.3 billion investment in Scale AI, whose leader is joining a team being assembled by Mark Zuckerberg .  Meta’s rally coincides with a resurgence in trader appetites for AI-related stocks . The rebound marks a shift from earlier in the year, when stocks such as Nvidia tumbled on concerns about AI models developed on the cheap in China .  Meta’s return on invested capital hit a record high of 31% in the first quarter, more than double the levels from 2023 . The company changed its name from Facebook in 2021 .  The Wall Street Journal recently reported that Meta is looking to fully automate ad creation, using AI technologies . Shares trade at 25 times estimated earnings, cheaper than other megacaps, but still above its own average of about 22 times .  Taiwan has blacklisted Huawei Technologies Co. and Semiconductor Manufacturing International Corp. Taiwan also blacklisted two companies spearheading China's efforts to develop cutting-edge AI chip technologies . Imax Corp.’s Chinese arm is aggressively adding screens across the country, betting on big local and US productions to boost its sales .  Hampton Inn’s good-enough Formula for World Domination for world domination . Earnings due Monday Postmarket Digital Turbine .",positive,"stocks, stock, invested, investment, trader"
" The administration has used many rationales for tariffs, but the one that seems to animate the president most is a wish to bring manufacturing back home to the U.S. Over the past few decades, many industries including tech have shipped most of their production overseas . But reversing the status quo for companies like Apple isfar more complicated than Trump lets on .  Manufacturing has steadily declined as a share of U.S. GDP, from around 25% in the 1950s to 10% today . China, in particular, has captured much of the world’s manufacturing, thanks to a massive pool of skilled labor and deeply integrated supply chains .  China has 105 million manufacturing workers than the U.S. over 13 million . China has installed over half of the world’s industrial robots .  Some final assembly for U.S. Big Tech has moved to “China plus one” destinations like Vietnam, India, and Mexico . Apple, for example, has abruptly switched tosourcing more than half of its smartphone manufacturing .  China could continue to be a major supplier of iPhones for non-U.S. markets while India supplies the U.S., Indian markets . Meanwhile, Vietnam would assemble Apple’s other products such as Mac laptops .  Trump is not a fan of Apple’s shift to India, threatening tariffs on any iPhone not made in the U.S. A145% tariff on Chinese goods, or even one at the 54% level first proposed by Trump on April 2, would have wiped out trade between the two countries . Anything supplied by China would have become unaffordable immediately .  After initially creating turmoil in the financial markets, Trump has backtracked on many of his original tariff plans . No one knows what will come next, which makes it difficult for businesses to plan much of anything .  Even without tariffs, reshoring is a ‘fool’s errand, says Roberts . Trade deals are not legally binding, trade deals aren’t enforceable, nor is the Trump administration bound by its own promises . Many companies are wary of pledging large investments in the U.S.  From the start, tech companies have tried to curry favor with the Trump administration to influence his policies . How much of that courtship is a product of the trade war and what it might accomplish are unclear . Fasteau thinks the answer is more investment in automation .  The U.S. needs to decide what kind of manufacturing it really wants, Fasteau says . The answer, despite what Lutnick says, likely isn’t a U .S.-based iPhone factory . “If they really want iPhone manufacturing, they should go visit China,"" Xing says .",negative,"tariffs, tariff, manufacturing, china, industries"
" Trump Mobile will offer cell service in a licensing deal and sell gold phones by the summer . Eric Trump suggested the pitch is patriotism, emphasizing that the phones will be built in the U.S. Eric Trump is the president’s son running The Trump Organization in his absence .  Eric Trump says consumers deserve a phone that aligns with their values . Vietnam was approved last month, though the deal was in the works before Trump was elected . Trump has already used the main regulatory agency that will oversee Trump Mobile in personal disputes .  Donald Trump ventured into the telecommunication industry once before, giving speeches and promoting a multi-level marketing company called ACN that was eventuallysued for fraud and misleading . IDC analyst Francisco Jeronimo said the monthly fee of just under $50 is pricey, the appeal beyond the most ardent MAGA loyalists doubtful and the business difficult .  The mobile service is partnering with existing cellular carriers with access to a 5G network . The name given to the monthly service offer, The 47 Plan, and the monthly $47.45 monthly fee make reference to Trump’s two terms .  A mock-up of the planned phone on the company's website shows Trump’s slogan “Make America Great” on the front and an etched American flag on the back . The Trump brand has taken a series of hits to its brand over the years .  The average condo in 11 Trump-branded residential towers around the countryunderperformed the broader market during and after Trump’s first term . Trump Media & Technology Group filed plans with security regulators Monday to launch an exchange-traded fund tied to the prices of two popular cryptocurrencies . The Trump Organization has had more success with some ventures launched in the first few months of his second term .  He and his sons helped launch World Liberty Financial, a crypto company he helped launch in September . The company was founded by the sons of former President George W. Bush .",neutral,"mobile, 5g, cellular, phones, phone"
