summary,sentiment,keywords
" The tech giant has considered pausing discussions with the ChatGPT maker if the two sides remain unable to agree on critical issues such as the size of Microsoft's future stake in OpenAI . Microsoft plans to rely on its existing commercial contract to maintain access to OpenAI's technology until 2030 .  Microsoft's multi-billion dollar investments into OpenAI has been a key factor in positioning it as a leading player in theartificial intelligencespace . OpenAI requires approval from Microsoft, its major backer, to complete its transition into a public-benefit corporation, which it believes will make it easier to raise more capital .",positive,"openai, microsoft, chatgpt, technology, future"
 Microsoft's (MSFT) sales team has been in touch with its sales team for years . Microsoft's sales team is the world's largest in sales . Microsoft has been criticized for its lack of sales experience .,negative,"msft, microsoft, sales, largest, team"
" Technology stocks were higher late Wednesday afternoon, with the Technology Select Sector SPDR Fund . Technology Select sector SPDR fund is the largest in the technology sector .",positive,"stocks, spdr, sector, technology, higher"
 Microsoft is prepared to walk away from high-stakes negotiations with OpenAI over the future of its multibillion-dollar alliance . Microsoft is preparing to walk out of negotiations with the AI AI firm .,negative,"microsoft, openai, negotiations, ai, future"
" Microsoft Corp. preparing to eliminate thousands of jobs, primarily in its sales division . The job cuts are expected to be announced in early July, according to a report from Bloomberg . The reductions will not be limited to sales teams, and the timing could change .  Jefferies Berenberg initiates coverage of these two mid-cap U.K. names . Waymo would be a ‘natural strategic partner for Waymo in NYC’",negative,"waymo, microsoft, corp, bloomberg, jobs"
 Microsoft's (MSFT) sales team lost several deals as OpenAI started discounting enterprise contracts . Microsoft's sales team had several deals lost due to OpenAI's discounting of enterprise deals .,negative,"msft, microsoft, openai, sales, enterprise"
" The latest layoffs follow Microsoft's previous round of job cuts in May, which affected about 6,000 employees . The tech giant has ramped up its investments in AI, aiming to solidify its leadership as companies across industries accelerate integration of AI into their products and services to maintain a competitive edge .  Microsoft declined to comment on the report . The job cuts will not exclusively affect the sales teams, the report said . Microsoft had 228,000 workers as of June last year .",negative,"layoffs, microsoft, employees, workers, companies"
" Microsoft is planning to ax thousands of jobs, particularly in sales, as part of its latest move to trim its workforce . The cuts are expected to be announced early next month, according to people familiar with the matter . The terminations would follow a previous round of layoffs in May that hit 6,000 people .  Microsoft has said it regularly reevaluates the organizational structure to make sure it’s investing for growth . The company had 228,000 workers at the end of June 2024, 45,000 of them in sales and marketing . In April, the company told employees it planned to use third-party firms to handle more sales .  The US has more copper than China, but no way to Refine all of it . Can ‘MAMUWT’ be to Musk What ‘TACO’ Is to Trump?",negative,"microsoft, layoffs, workforce, employees, firms"
" KPMG Workbench is an open, interoperable AI platform, developed on Microsoft technology and with their support . It is part of the global organization's multi-billion dollar investment in AI and agentic transformation .  KPMG Workbench has a network of 50 AI assistants (agents) and chatbots that interact with each other across multiple sectors . Nearly a thousand AI assistants are in development to meet diverse client needs . The platform is a flexible platform built on Microsoft Azure AI Foundry Services .  KPMG Workbench has built-in data sovereignty, meaning clients can maintain full control of how their data is stored and processed and manage diverse risk and governance needs, helping them to meet local and global regulatory requirements .  KPMG leveraged the Microsoft Azure platform, including AI capabilities in Azure AI Foundry, as the foundation for Workbench . This investment marks the evolution of Workbench from a proven platform for developers to the firm's central hub for delivering and managing AI .  Workbench's ability to scale and specialize helps makes it transformative . By coordinating multiple task-specific agents to collaborate and share context, KPMG Workbench enables team members to automate complex, multi-step processes from client onboarding to regulatory reporting .  Private instances of KPMG Workbench will be available to clients from across industries to help develop and manage their digital workforce of the future . Globally, clients include a global bank that requires data sovereignty and processing of agents to help verify the identity and legitimacy of its customers .  KPMG was certified by BSI on the ISO42001 standard . The world's first AI management system standard provides valuable guidance for this rapidly changing field of technology . The first internationally recognized standards for AI, ISO 42001 is administered by the International Organization for Standardization .  KPMG is a global organization of independent professional services firms providing Audit, Tax and Advisory services . ""KPMG"" is used to refer to individual member firms within the KPG organization or to one or more member firms collectively . KPMg firms operate in 142 countries and territories with more than 275,000 partners and employees working in member firms .  KPMG International Limited is a separate legal entity that is a global organization . The company is a member of the member firms that are separate legal entities . The firm is a different legal entity to one of its member firms, each of which is a legal entity .",neutral,"azure, workbench, agents, microsoft, ai"
" Technology stocks were higher Wednesday afternoon, with the Technology Select Sector SPDR Fund (XLK) The XSXK fund is the largest in the technology sector .",positive,"xlk, stocks, xsxk, higher, sector"
