summary,sentiment,keywords
" Microsoft Corporation (NASDAQ:MSFT) is one of the best Dow stocks to invest in . The company is entering the handheld gaming market for the first time . The announcement comes shortly after Nintendo revealed its Switch 2, signaling a new phase in the competition for portable gaming dominance .  AI stock also stands to benefit significantly from Trump-era tariffs and the onshoring trend . See our free report on the best short-term AI stock .",positive,"microsoft, msft, stocks, stock, nintendo"
" Google extended buyout offers to more employees this week, marking the latest move by Big Tech firms to lower headcounts . Companies face pressure to reduce spending amid macroeconomic uncertainty . Microsoft, Amazon, and Intel are among others that recently announced or are reportedly planning cuts .  Intel intends to cut awhopping 20% of its workforce this year . Concerns about the economy in the face ofrapidly shifting trade policies could still hold back demand, analysts have warned . Huge AI infrastructure investments announced by Microsoft,Alphabetand others put greater pressure on profit margins .  Luria estimates that for every year Microsoft invests at current levels, there are 10,000 positions the company could have to either let go unfilled or cut . Microsoft has said it plans to spend $80 billion in capital expenditures this year .",negative,"intel, microsoft, buyout, investments, demand"
" Oracle stock (ORCL) jumped more than 13% on Thursday to notch a record closing price of $199.87 . Shares also touched an all-time high of $202.44 during intraday trading . CEO Safra Ada Catz said she expects the company’s fiscal year 2026 revenue to hit “at least $67 billion,” up from $66 billion .  Analysts at JPMorgan, Jefferies, UBS, Deutsche Bank, and other investment firms raise their price targets on Oracle . Oracle trades at 32 times its projected calendar year 2026 earnings, while Microsoft has a 2026 forward price-to-earnings ratio .  Oracle's capital expenditure forecast for its 2026 fiscal year of $25 billion was ahead of Wall Street’s estimate of $20 billion . “We will build and operate more cloud infrastructure data centers than all of our cloud infrastructure competitors combined,"" Larry Ellison said .  Oracle’s CapEx revision for FY26 is “substantial, largely wiping out any positive FCF [free cash flow] Oracle would have otherwise produced,” JPMorgan says .",positive,"oracle, earnings, revenue, stock, orcl"
" The Zacks Research Daily features new research reports on 16 major stocks, including Microsoft Corp. (MSFT) and AstraZeneca PLC (AZN) and BlackRock, Inc. (BLK) The microcap research content on these small and under-the-radar companies is the only research of its type in the country .  Shares ofMicrosofthave gained +8.5% over the past year against the Zacks Computer - Software industry’s gain of +12.5%. The company capitalizes on AI business momentum and Copilot adoption alongside accelerating Azure cloud infrastructure expansion .  The company has a diverse product portfolio and a global footprint . The Zacks analyst expects that fiscal 2025 net sales will increase 13.7% compared to fiscal 2024 . However, elevated operating expenses and Azure investments amid intensifying cloud competition remain concerns for shareholders .  The company’s inorganic expansion strategy, aimed at boosting its presence in lucrative alternatives and private equity assets, will likely aid top-line and assets under management growth . The Zacks analyst expects total revenues and AUM to witness a CAGR of 11.8% and 11.2% over the next three years .  Taylor Devices’shares have underperformed the Zacks Manufacturing - General Industrial industry over the past year (-17.1% vs. +5.3%) Taylor Devices demonstrates strong financial resilience with a debt-free balance sheet and $35.4 million in liquidity as of February 2025 .  Taylor Devices underperformed the Zacks Electronics - Measuring Instruments industry over the past year (-29.4% vs. +7.3%) Firm derives 63% of its revenues from long-term contracts, supporting cash flow stability . Industrial sales rose 36% YoY, reducing reliance on cyclical U.S. infrastructure spending .  Smart Water segment is a key growth driver, with revenue up 47.7% year over year in second-quarter fiscal 2025, now 30.3% of year-to-date sales . A strong, debt-free balance sheet with $19.8 million in cash and $15 million in credit supports strategic R&D and M&A optionality .  Growing Merchant Base and AI Tools Aid Shopify (SHOP) Shopify benefits from strong tool adoption, AI-driven features, and growing merchant base . Safety and Industrial Segment Aids 3M (MMM) amid Forex Woes . Verisk (VRSK) Gains from Acquisitions amid rising Expenses .  Occidental's investments to strengthen infrastructure and expansion of Permian Basin operation through acquisition will drive its performance over the long run . William-Sonoma benefits from new product innovation, strategic collaborations, and B2B initiative . Exact Sciences' acquisition of Airxcel acquisition has strengthened Thor's supply chain .  Bill Holdings benefiting from an expanding SMB business clientele . United Natural Foods benefiting from natural product sales growth . EverQuote benefiting from consumer traffic, quote request volume and innovative advertiser products and services . Chevron's possible exit from Venezuela could weigh on the company's long-term cash flows .  Steven Madden's direct-to-consumer gross margin faces pressure from increased promotional activity . Ciena expects potential disruptions from new tariffs and retaliatory trade actions, hurting margins and expansions . Incurring high costs to stay competitive pose concern .",positive,"azure, stocks, microsoft, companies, shareholders"
" Microsoft (MSFT)-backed OpenAI is tapping Saudi Arabia's Public Investment Fund, India's Reliance Inaugural Fund . Saudi Arabia, India and Saudi Arabia are among the countries tapping OpenAI for funding .",neutral,"openai, reliance, msft, saudi, microsoft"
" Singapore state investment company has joined AI Infrastructure Partnership . AIP formed in September with a goal to initially invest more than $30 billion in AI-related projects . It aims to mobilise up to $100 billion including debt financing for such investments .  Temasek did not disclose financial details of the investment . The global investment company had a net portfolio value of S$389 billion ($304 billion) as of March 31, 2024 .",neutral,"aip, investment, investments, invest, singapore"
" Salesforce's CRM Agentforce platform uses artificial intelligence to help companies automate tasks and improve customer service . In just two quarters, Salesforce has signed more than 4,000 paid deals and more than 8,000 total deployments . The product has already crossed $100 million in annualized recurring revenues .  As Salesforce pushes Agentforce deeper into the enterprise, it faces strong competition from tech giants like Microsoft and Oracle . Microsoft has tightly integrated AI assistants, called Copilot, into its Dynamics 365 suite . Oracle is embedding AI into its Fusion Cloud Applications .  Salesforce may be the first to scale agentic AI across its full customer relationship management software stack . Both Microsoft and Oracle have the resources and customer bases to compete aggressively . Shares of Salesforce have plunged 20.4% year to date against the Zacks Computer – Software industry’s rise of 9.2% .  Microsoft Corp. currently carries a Zacks Rank #3 (Hold) Salesforce Inc. currently has a ZACK Rank #1 (Strong Buy) list . You can seethe complete list of today’s Zacks #1 Rank (strong Buy) stocks here .",positive,"agentforce, microsoft, salesforce, ai, enterprise"
" MicroStrategy Chair Michael Saylor has spearheaded an aggressive Bitcoin treasury strategy for the past five years . Saylor says he is not losing sleep over quantum computing . Quantum computing is the fear that supercomputers could break Bitcoin’s cryptography .  Business software intelligence firm, which has seen itaccumulate 582,000 BTC, currently worth over $63 billion . Saylor claimed the recent fuss over quantum computing developments was a marketing ploy by projects seeking to position their assets as an alternative to Bitcoin .  Quantum computing firm Project 11 launched a competition in April to settle the question of how urgent the threat is to Bitcoin . Project 11 said it believed quantum computers could break Bitcoin’s wallet encryption within the decade . The firmestimatesthat 6.3 million BTC, currently worth over $648 billion, is at risk .  Deloitte's fastest-growing software company partners with Amazon, Walmart & Target –Many are rushing to grab 4,000 of its pre-IPO shares for just $0.30/share!",neutral,"supercomputers, bitcoin, btc, billion, treasury"
" Oracle fielded more cloud business than its data centers could handle, executives said . Cloud infrastructure and software services revenue increased 27% to $6.7 billion year over year . Oracle’s capital expenditure for the entire fiscal year more than doubled to $21.2 billion .  Hyperscalers drove a 34% year-over-year spike in data center hardware and software spending . Large cloud providers accounted for more than half of $455 billion in capital investments . Oracle remained a relatively small fish in an expansive pond .  Catz said the company’s capital expenditure will likely surpass $25 billion in the next fiscal year . Catz: “We don't build unless we've got orders for our capacity to be built out.”  In the last two years, AWS, Microsoft and Google Cloud made separate agreements to run Oracle database servers in their data centers . The multicloud integrations are currently deployed in 23 hyperscaler cloud regions with an additional 47 in the works .",positive,"oracle, cloud, revenue, multicloud, expenditure"
" CoreWeave Inc.’s soaring share price is torching short sellers who are paying high prices to bet that the stock will soon fall back to earth . Short sellers are saddled with $1.6 billion in paper losses, according to data from S3 Partners .  CoreWeave shares gained as much as 3.4% in early trading on Thursday after a report that the firm won new business from Google . The firm rents cloud computing capacity to customers like Microsoft Corp. and is expanding rapidly .  Analysts are skeptical CoreWeave will be able to obtain larger, new multi-year contracts in the coming years . Felix Wang, an analyst at Hedgeye Risk Management, has watched in disbelief as the stock has pushed higher . Wang: ""My belief is that there is no path forward""  About 32% of the so-called float is on loan to short sellers, according to S3 . The low float has skewed the CoreWeave trade in favor of long investors . Short interest in Tesla, another short-seller favorite, is about 3% .  Oracle Corp. projected cloud infrastructure sales will jump more than 70% in fiscal year that began this month . Samsung Electronics Co. and Nvidia Corp. will take minority stakes in Skild AI . Alibaba Group Holding Ltd.’s engineers canceled vacations and worked through the Lunar New Year holiday to play catch up after DeepSeek shocked the global tech industry with its low-cost, powerful artificial-intelligence model in January .  Adobe Inc. launching a new database product that it hopes will follow a similar growth trajectory . Alithya Group Inc. (ALYA CN) Earnings Postmarket: Adobe Inc., (ADBE US) --With assistance from Subrat Patnaik.",negative,"stock, investors, trading, coreweave, shares"
