summary,sentiment,keywords
" Apple's stock price is down 19% on the year . It's facing a Department of Justice antitrust probe . The company delayed its improved Siri until later this year and is still trying to catch up to competitors . President Trump is now coming for the iPhone .  Trump threatened to hit Apple's iPhone with a 25% tariff if Cook doesn't move production to the US . Apple largely avoided Trump's initial round of ""Liberation Day"" tariffs and subsequent increased levies .  Apple is shifting production of iPhones and other hardware to India, Vietnam, and other regions . Building an iPhone in the US would not only require a Herculean effort to pull off during Trump's term but also add hundreds of dollars to iPhone prices .  An iPhone built in the US would likely cost 35% more than one built in China or India . That would send the cost of an iPhone 16 Pro from $999 to $1,350 . But if Apple decides to accept the 25% tariff as is, Morgan Stanley's Erik Woodring estimates the company would only need to increase global iPhone prices by 4% to 6%.  Apple has the opportunity to change the narrative around its AI offerings during its WWDC developer event on June 9 . Apple is expected to show off the latest versions of its operating systems, including iOS 19 and iPadOS 19, as well as the next iteration of its macOS .  The Justice Department filed its antitrust suit against Apple in March 2024 . The suit says Apple has an illegal monopoly in the smartphone market . A loss in the case could force Apple to open up its walled garden .  Apple also continues to contend with the fallout from its antitrust legal fight with Epic Games . A judge ruled that Apple had to provide app developers with options to make app purchases outside of Apple's App Store . The judge is asking prosecutors to look into Apple's moves to review the alleged ""cover-up""  Read the latest financial and business news from Yahoo Finance . and expectations, and company earnings news, click here to read . and . share your company's earnings news .",negative,"tariffs, iphone, iphones, tariff, apple"
" Microsoft (NASDAQ:MSFT)-backedOpenAI's new public benefit corporationstructure gets us to an IPO-able event, CFO Sarah Friar said at the Dublin Tech Summit . Friar stressed that the PBC modelcombining a nonprofit parent with a for-profit LLCaligns shareholder interests with OpenAI's mission, and gives the firm flexibility to pursue an IPO if and when we want to .  Markets will be watching for any timeline hints or structural updates that signal when the firm might officially file for an IPO . This article first appeared on GuruFocus.com .",neutral,"ipo, backedopenai, corporationstructure, openai, shareholder"
" SAP expanded its partnership with Microsoft to help drive enterprise adoption of the ERP provider’s Business Suite bundles . The integrations will connect SAP’ Joule AI assistant with the Microsoft 365 suite of productivity tools . Microsoft also extended its Sentra, Defender and Entra security tools .  The bundled offerings are designed to ease migrations by targeting function-specific business processes . Microsoft is the first hyperscaler to offer the Business Suite Accelerator program . SAP recently expanded existing pacts with AWS and Google Cloud to ease the flow of ERP data across clouds .  SAP Business Data Cloud will be deployed in three Google Cloud regions in later this year . SAP was among thefirst to sign on to Google Cloud’sAgent2Agent open protocol for multi-agent AI orchestration .  “This will accelerate their transformation into an AI-driven enterprise,” the companies said in the announcement . “Analysts will be able to streamline their workflows, and accelerate their . analytical workflows.”",positive,"sap, enterprise, microsoft, cloud, aws"
" BoxBOX reported first-quarter fiscal 2026 non-GAAP earnings of 30 cents per share (including 1 cent of unfavorable forex impacts) declined 23.1% year over year . The figure exceeded the Zacks Consensus Estimate by 20%. Total revenues of $276.3 million surpassed the consensus mark by 0.67% .  Box's net retention rate was 102% at the end of the fiscal first quarter, up 100 bps year over year . The company generated 61% of its revenues from Suite’s customers in the first quarter of fiscal 2026 .  Box generated $127.1 million in cash from operations in the fiscal first quarter . The company recorded an operating margin of 25.3%, which contracted 130 bps year over year . Box repurchased 1.6 million shares for $50 million in first-quarter fiscal 2026 .  Box expects revenues between $290 million and $291 million, suggesting an 8% rise from the prior-year reported figure . The cc growth rate is pegged at 6%, this includes an expected positive impact of approximately 220 basis points due to FX . The non-GAAP operating margin for the fiscal second quarter is expected to be 28%.  PagerDuty shares have lost 11.3% year to date . PD is set to report its first-quarter fiscal 2026 results on May 29 . GitLab’s shares have also lost 14.8% year-to-date .",negative,"boxbox, earnings, box, revenues, shares"
" Cantor Fitzgerald remained upbeat on Microsoft Corporation (NASDAQ:MSFT) in a recent note to investors . Cantor kept a $512 price target and an Overweight rating on the name . Cantor believes that the tech giant will soon be seen as a leader in agentic AI .  Some AI stocks hold greater promise for delivering higher returns and have limited downside risk . If you are looking for an AI stock that is more promising than MSFT and that has 100x upside potential, check out our report about thischeapest AI stock .",positive,"stocks, stock, ai, msft, microsoft"
" Telecom specialist Lumen Technologies will sell its mass markets fiber business to AT&T for $5.75 billion . The telecom will likely use the proceeds to reduce debt and invest in its network . Lumen is pivoting toward business and away from the consumer market .  As of the first quarter of 2025, Lumen holds $17.3 billion in long-term debt . The company has to build what it calls a ""backbone"" for artificial intelligence to serve its enterprise customers .  In the first quarter of 2025, revenue dropped 3% year over year to $3.2 billion . Despite a net loss of $201 million, Lumen generated $354 million infree cash flow in Q1 . The stock is up 200% over the past year but down 64% from its peak in November .  Prospects for a turnaround have improved thanks to AI partnerships, and the cash infusion from the sale of the consumer fiber business greatly increases the odds of a turnaround . Lumen's revenue continues to fall, and forecasts indicate that trend will continue through 2025 and 2026 .  Stock Advisor’s total average return is982% — a market-crushing outperformance compared to171% for the S&P 500 . Don’t miss out on the latest top 10 list, available when you joinStock Advisor .  Lumen Technologies' Asset Sale will spark a recovery in its stock . Amazon, Meta Platforms, and Microsoft are among the companies being sold .",negative,"lumen, telecom, stock, debt, invest"
" Russian hackers are targeting critical infrastructure organizations in multiple sectors to collect intelligence for Moscow, Microsoft and Dutch intelligence services say . The group has been using stolen credentials and automated bulk-email collection from cloud services to scoop up data on NATO member states and Ukraine .  Laundry Bear has targeted defense contractors, aerospace companies, and other firms that produce military equipment . Dutch intelligence agencies said the threat group appears to have inside information about the supply chain of the companies manufacturing weapons for Ukraine . Microsoft has seen the group targeting an even wider range of firms, including in the communications, healthcare, education, media, nonprofit and transportation sectors .  Laundry Bear “has successfully managed to fly below the radar by employing simple attack methods and attack vectors involving tools which are readily available on victims’ computers, Dutch government says . Group “abuses legitimate cloud APIs” to list and exfiltrate data from any mailboxes available .  Laundry Bear’s tactics have been evolving, Microsoft says . In April, the group started crafting unique spear-phishing messages to steal targets’ passwords . Dutch government says the hackers have targeted companies producing technologies that are currently off limits to Russia .  Google says Laundry Bear's activity-logging is effective defense techniques for blocking and detecting threat actors . Analyst: ""The criminal ecosystem is a powerful force multiplier for Russian cyber espionage actors""",negative,"hackers, bear, laundry, phishing, espionage"
" CoreWeave shares have soared 200% year to date, defying the broader market's weakness . The artificial intelligence infrastructure specialist posted jaw-dropping 420% revenue growth in the first quarter . Wall Street analysts expect its revenue to more than double in 2026 .  CoreWeave is a cloud computing provider that operates data centers designed specifically for AI workloads . With more than 33 facilities across the U.S. and Europe, it provides a variety of computational horsepower needed to power a host of AI-related needs .  CoreWeave has a massive $25.9 billion revenue backlog, which includes $14.7 billion in remaining performance obligations . With 420 megawatts (MW) powering its data centers across the U.S. and Europe, the company has the physical infrastructure to support years of double-digit percentage growth .  CoreWeave's competitive advantage stems from its purpose-built approach . Traditional cloud providers likeAmazonWeb Services orMicrosoftAzure retrofit existing data centers for AI workloads . The company posted a loss of $314.6 million in Q1, widening from $129.2 million a year earlier .  CoreWeave is spending roughly five times its annual revenue on its infrastructure build-out . Microsoft alone accounted for 62% of its 2024 revenue . Analysts project the company will turn profitable in 2026 while maintaining triple-digit growth rates .  The 10 stocks that made the cut could produce monster returns in the coming years . Consider when Netflixmade this list on December 17, 2004... if you invested $1,000 at the time of our recommendation,you’d have $639,271! The Fool’s total average return is 957% — a market-crushing outperformance .  CoreWeave stock has jumped more than 200% in just two years . CoreWeaves stock is now worth $1.5 billion, according to The Motley Fool .",neutral,"coreweave, coreweaves, workloads, megawatts, cloud"
" Microsoft pulled the plug on planned data centers in Ohiolast month and a Wells Fargo report suggested Amazon wasreconsidering some leases . The question isn’t whether AI infrastructure demand is real — it’s whether the real estate market and power grid can handle it .  75% to 85% of new data center capacity through 2029 is already pre-leased, says Andy Cvengros . Microsoft, Google, Amazon, and Amazon planning to spend more than $300 billion this year alone .  Microsoft’s Satya Nadelladismissed data center adjustmentsas routine business that simply gets more attention now . Cvengros says hyperscalers are “pausing to re-architect their strategy, ultimately to continue doing what they’re doing in a large way”  New facilities are regularly requesting 500 megawatts or more — enough to power hundreds of thousands of homes . In Virginia alone, the state’s largest utility has connected 75 new data centers since 2019 .  Traditional grid buildout takes four to seven years under normal circumstances . Supply chain bottlenecks have made the situation worse . EPRI’s DCFlex project is exploring how data centers can become grid resources .  Data center growth is outpacing grid capacity and straining local power supplies . Cities have imposed energy moratoriums, others have implemented new sustainability requirements . The difference in approaches reflects deeper philosophical divides, Weynandt says .  Each power study generates a formal request to utilities for grid capacity, creating an avalanche of applications . The situation has become so distorted that utilities now see 30 to 100 gigawatts of power requests in individual markets .  Companies are buying entire neighborhoods, paying residents well above market rates to relocate . This is happening more and more in core locations, such as Chicago’s Elk Grove Village . Companies are moving outward to new markets such as Columbus and Minneapolis .  Nvidia’s roadmap showsfuture server racks will consume 600 kilowattseach — a 30-fold increase from the 10-20k standard that prevailed for the past two decades . Nvidia CEO Jensen Huang has signaled that while chips will be more efficient, they’ll also be more powerful and require more energy .  AI-powered search results could multiply exponentially if AI applications reach broader adoption . The companies navigating this transition successfully will be those with real business models and deep pockets, not land speculators . “I don’t necessarily see a bubble popping.”",neutral,"infrastructure, gigawatts, microsoft, megawatts, demand"
" Microsoft Corporation (NASDAQ:MSFT) provides AI-powered cloud, productivity, and business solutions . TD Cowen reiterated the stock as “Buy” and raised its price target on the stock to $540 per share from $490 . We recently published a list of10 AI Stocks on Analyst’s Radar Today .  MSFTranks 1ston our list of AI stocks that are on analyst’s radar today . While we acknowledge the potential of MSFT as an investment, our conviction lies in the belief that some AI stocks hold greater promise for delivering higher returns and have limited downside risk .",positive,"stock, stocks, msft, microsoft, nasdaq"
