summary,sentiment,keywords
" Markets saw a movement away from the tech sector, which had previously dominated the recovery of U.S. equities . The Dow Jones rose 396 points, for a 1% gain, on Tuesday . The S&P 500 fell 0.11% and the Nasdaq dropped 0.83% . Several tech giants saw their share prices fall .  The Stoxx 600 dropped 0.2% after a turbulent few days in which the index had multiple peaks and valleys . The German DAX spent the entire session in a negative slide, closing down 1%. The U.S. dollar index (DXY) was essentially flat on the day .  The euro is up just under 14% so far year-to-date against the dollar . European Central Bank president Christine Lagarde called the exchange rate “a reflection of the strength of our economy” Investors have started rebalancing their portfolios toward European stocks .  Lagarde: Europe is a more attractive destination for investors than it had been in recent years . Lagarde says the attractiveness of euro-denominated assets is also an interesting phenomenon .",negative,"euro, dow, stocks, markets, dxy"
" Robinhood Markets, Inc. stock surged 12.8% on Monday after launching new crypto offerings for European and U.S. users . Robinhood aims to become a comprehensive financial services company, not just a hub for meme stock traders . The trading platform's shares have now spiked more than 300% in the past year, raising thoughts of a buying opportunity .  Robinhood acquired a cryptocurrency exchange, Bitstamp, for $200 million . Robinhood also launched crypto staking for U.S. users to expand its offerings and compete with crypto-native exchanges, such asCoinbase Global, Inc. Robinhood’s first-quarter results were up 106% year over year .  Robinhood has a higher net profit margin of 48.8% than the Financial - Investment Bank industry’s 16.1% . Robinhood trades at 76.12 times forward earnings, while the industry's forward earnings multiple is 15.44 . New buyers should be cautious because any lack of growth could lead to a major correction .  Robinhood stock has a Zacks Rank #3 (Hold) Robinhood Markets, Inc. stock has the highest Z Rank #1 (Strong Buy) stock . For more information on Robinhood stocks, visit the company's free stock market .",positive,"stocks, stock, robinhood, cryptocurrency, crypto"
" Nvidia (NASDAQ:NVDA), AMD and Broadcom led declines, each sliding about 3% or more . Micron Technology slipped 2%, while Qualcomm (QCOM), Analog Devices (ADI), Texas Instruments and NXP Semiconductors (NXPI) each edged down fractionally . By contrast, Intel rose about 2%, and ON Semiconductor (ON) added nearly 1% in late?morning trades .  Market watchers will look to upcoming earnings and policy updates for fresh catalysts in the semiconductor space . Chip demand remains supported by long?term technology investments .",negative,"nvidia, intel, amd, nxpi, nasdaq"
" Wall Street bulls pushed the stock market to new all-time highs to end June, as investors bet on a cease-fire deal in the Middle East . The strong end to the second quarter capped off a historic rebound from the early April lows . The market might face some near-term selling pressure and volatility in the coming weeks .  Vertiv’s hardware, software, analytics, and ongoing services portfolio is focused on power, cooling, and IT infrastructure, operating across AI data centers, communication networks, and commercial/industrial environments . VRT has partnered with Nvidia to help solve critical AI challenges such as cooling, averaging 16% revenue growth in the past four years .  Vertiv is projected to grow its revenue by 19% in 2025 and 14% next year to $10.87 billion . The soaring tech company is expected to boost its adjusted earnings by 25% and 24%, respectively . Wall Street loves the dividend-paying AI stock, with 15 of the 19 brokerage recommendations we have at “Strong Buys”  Vertiv trades at a 30% discount to its highs at 32.1X forward 12-month earnings . Taiwan Semi's foundry-only model slowly transformed it into one oftheonly games in town for semiconductor manufacturing . TSM stock has skyrocketed 2,600% over the past 20 years .  Taiwan Semi is boosting its industry-leading 3-nanometer production, fueled by demand from AI chip companies Nvidia and AMD . TSMC is also addressing its geopolitical fears by expanding its manufacturing footprint outside Taiwan into Japan and the U.S. Taiwan Semi pays a dividend, and its balance sheet is solid .  Taiwan Semi stock might be overheated from a technical standpoint after its massive rally saw it hit new highs at the end of June . MYR Group Inc. is a U.S.-based specialty contractor that builds and maintains electrical infrastructure, such as power lines and substations, for utilities, renewable energy projects, and beyond .  MYRG’s beat-and-raise first quarter helps it earn a Zacks Rank #1 (Strong Buy) MYR Group went on a massive run between 2017 and 2023, before facing short-term setbacks in 2024, driven by project delays and cost overruns in clean energy contracts .  MYRG is projected to grow its revenue by 3% and 6%, respectively, in 2025 and 2026 . The electric construction stock climbed 960% in the past 15 years, crushing the Utilities sector’s 45% and the S&P 500's 480% . MYR Group recently broke out to new all-time highs and trades at a 20% discount to its highs at 25.8X forward 12-month earnings .  Vertiv Holdings Co. (VRT) : Free Stock Analysis Report . VRT: Vertiv is a company that focuses on Vertiv Technologies . Vertiv has been a long-awaited partner in Vertiv Networks .",neutral,"vertiv, stock, investors, vrt, bulls"
" Wedbush analyst Dan Ives, a seasoned tech expert, has been quite vocal about his optimism around artificial intelligence . While his liking for Nvidia (NVDA) is well known, it is not the only AI bet that Ives is bullish about . Microsoft (MSFT) is also one of his preferred mega-cap tech stocks .  Even after the severe selloff in tech stocks in April, shares of Microsoft are up 17% on a YTD basis . With a market cap of $3.69 trillion, it is the second-most valuable company in the world . Skeptics may point toward Microsoft’s rich valuations and make a case for not investing in the stock .  Microsoft's services segment saw revenues climb from $44.8 billion a year earlier to $54.7 billion in the current quarter . Meanwhile, earnings advanced by 17.7%, reaching $3.46 per share and surpassing consensus forecasts . Operating cash flow also exhibited robust momentum, rising to $37 billion from approximately $32 billion in previous year .  Mu is a lightweight, purpose-built model engineered to operate directly on neural processing units (NPUs) Microsoft is expanding Mu’s reach by enabling it not only on Qualcomm-based (QCOM) machines, but also on systems powered by Advanced Micro Devices (AMD)and Intel (INTC) NPUs .  Analysts have given MSFT stock a consensus rating of “Strong Buy” with a mean target price of $522.81 . Microsoft envisions as an equivalent to USB, but for AI models . MCP will make it easier to deploy AI applications safely and reliably while maintaining strict privacy and security boundaries .  This article was originally published on Barchart.com . All information and data in this article is solely for informational purposes. directly or indirectly (and not necessarily necessarily) positions in any of the securities mentioned in the article .",positive,"microsoft, stocks, stock, intel, msft"
" Bitcoin fell about 1% over the past 24 hours, trading at $106,175 at press time . The crypto asset ended June above the $107,000 for its highest-ever monthly close . Major altcoins including Solana SOL, Cardano ADA and Avalanche AVAX posted steep declines .  Powell said a rate cut this month isn't off the table, but gave little indication he's considering easing policy in July . U.S. economy being in a good spot, thus allowing for patience as central bank mulls the idea of rate cuts .",negative,"bitcoin, declines, altcoins, crypto, trading"
" Analysts are projecting that Nvidia's rapid growth will continue over the next few years . Capital expenditures on data centers are expected to reach $1 trillion annually by 2028 . Nvidia has been the top AI stock pick for several years now, and it remains a strong choice for the future .  Data center spending is projected to skyrocket over the next few years . Nvidia has competitors in the data center market, but none come close to the technology and products that it offers . Most estimates peg its market share in that niche at around 90% .  $115 billion in data center revenue during its fiscal 2025 (which encompassed most of 2024), it's clear that a solid chunk of that spending flowed its way . That same estimate also forecast that data center capital expenditures would rise to $1 trillion by 2028 . If Nvidia can maintain its share of those expenditures, its revenue would more than double .  Nvidia trades today at 36 times forward earnings, which is right around where some of its big tech peers are trading . MicrosoftandAmazontrade for 37 and 34 times . Yet during their most recently reported quarters, Microsoft grew its revenue at a 13% pace, while Amazon grew at a 9% pace .  The Motley Fool’s total average return is 1,069% — a market-crushing outperformance compared to177% for the S&P 500 . Don’t miss out on the latest top 10 list, available when you joinStock Advisor .  Top Artificial Intelligence Stock to Buy in July? was originally published by The Motley Fool . It's time to buy a top artificial intelligence stock to invest in .",neutral,"nvidia, expenditures, revenue, trillion, microsoft"
" The Dow Jones Industrial Average surged 400.17 points, or 0.91%, to finish the session at 44,494.94 . The S&P 500 slipped 0.11% to close at 6,198.01 and the tech-heavy Nasdaq lost 0.82% to end the day at 20,202.89 .  Tuesday's gains were due to Senate passage of President Trump's big tax-and-spending bill after days of sometimes fractious debate . The Dow Jones Industrial Average was up 433points, or 1%, to 44,527, led by Amgen, UnitedHealth, Sherwin-Williams, Nike and Merck . The S&P 500, Nasdaq and Nasdaq-100 indices all ended at record levels for the second quarter on Monday .  Apple is thinking of using artificial intelligence systems from Anthropic or OpenAI in its artificial intelligence applications, especially Siri . Gene Munster, managing partner at Deepwater Asset Management, likes the idea, but wants Apple to buy web search company Perplexity .  At 10:10 a.m. EDT, the S&P 500 was off 02% to 6,199; the Nasdaq Composite Index shed 0.2% to 20,322 . Only three sectors of the Standard & Poor's 500 were higher . Big tech stocks were all lower, except for Tesla, down 4.3% to about $304 .  Stocks ended up up around 5% after having been in bear market territory . Senate Republicans are still arguing over aspects of the bill as Trump's July 4th deadline approaches . I'll also be watching Tesla(TSLA) today as the Trump/Musk feud intensifies .  If Trump deports Musk, perhaps Tesla shareholders would benefit? Tesla shareholders could benefit by leaving the company . This story was originally reported by TheStreet on Jul 1, 2025 .",positive,"dow, nasdaq, stocks, index, indices"
" SoundHound (SOUN) has seen its stock take a beating in recent months . After soaring to a high of $24.98, the stock has plunged over 57% from that peak and is down nearly 49.4% year-to-date . Part of the downward pressure came from Nvidia’s decision to exit its position in the company .  In the first quarter of 2025, SoundHound’s top line surged by 151% year-over-year . The acceleration in its top-line growth rate reflects growing demand for its AI-driven voice technology . The company's momentum appears sustainable as its addressable market is rapidly expanding with businesses across multiple sectors adopting voice AI technology .  In its latest quarterly report, the company announced Q1 revenue of $29.1 million, up 151% year-over-year . SoundHound has taken steps to diversify its revenue customer base . For the first time, no single customer accounted for more than 10% of total revenue .  A growing number of OEMs and restaurant chains are showing enthusiasm for the company's voice commerce solution . SoundHound’s strategic acquisitions are also paying off . The integration of Synq3 is already helping upsell its existing product suite to a broader customer base .  SoundHound reiterated its expectation to reach adjusted EBITDA profitability by the end of 2025 . Still, the current pullback might represent a compelling entry point as the company is in the early stages of a compelling growth story .",negative,"soundhound, voice, revenue, market, company"
" Advanced Energy Industries plays an important yet often overlooked role in the AI infrastructure ecosystem . As demand for compute power, energy efficiency and next-gen data centers explodes, these under-the-radar AI infrastructure plays could offer significant upside for investors willing to look beyond the obvious .  Advanced Energy Industries. specializes in precision power conversion systems . Technology is essential for powering advanced semiconductors, data centers, and high-performance computing environments that support AI workloads . AEIS currently holds aZacks Rank #2 (Buy) supported by a steady stream of upward earnings revisions .  DigitalBridge Group is a leading digital infrastructure investment firm, strategically positioned at the intersection of AI and connectivity . The company partners with and funds the development of hyperscale data centers, working alongside major operators like Vantage Data Centers and Yondr Group to build out AI-ready infrastructure . DBRG currently holds aZacks Rank #2 (Buy), driven by rising earnings estimates .  DBRG shares have trended lower over the past three years, but appears to have found a durable bottom . Nvidia will likely remain the face of AI infrastructure for the foreseeable future . Despite its strong growth outlook, the stock trades at just 19.2x forward earnings .  Advanced Energy Industries and DigitalBridge Group provide important infrastructure that make AI deployment possible . Both stocks are showing improving fundamentals, strong earnings growth outlooks, and technical momentum . For investors looking to diversify their exposure to the AI megatrend, AEIS and DBRG offer compelling alternatives .  DBRG: ""DBRG"" is a top-ranked stock in the U.S. market . DBRG is one of the lowest-ranked stocks in the world . DBG: ""It's a great place to invest in""",neutral,"digitalbridge, stocks, infrastructure, market, stock"
