summary,sentiment,keywords
" Data center company Applied Digital announced two 15-year lease agreements with CoreWeave, an AI infrastructure company . The news sent Coreweave’s stock soaring by more than 40% over the next few days . Such double digit percentage gains have become par for the course during CoreWeaves' brief life as a publicly traded stock .  Of the 19 analysts who cover the company, just three had a “buy” rating on the stock . The consensus rating is firmly “hold” as of June 6 . Some analysts believe the demand for the stock is being driven by retail investors .  Investors are looking for ways to capitalize on the success of OpenAI, which is privately held, and see CoreWeave as one of the few vehicles for exposure in the public markets . OpenAI signed a multi-billion dealas its cloud infrastructure provider until April 2029 . Nvidia, currently the most valuable company in the worldby market cap, is also an investor in the company .  CoreWeave posted revenue of $981.6 million in the first three months of the year, up 420% from the year-ago period . Founded in 2017 by three commodity traders, Coreweave began as an ethereum mining company . In 2019 it pivoted to cloud infrastructure to enhance GPU capabilities .  Short squeeze situationsimilar to the GameStopone that rocked markets in 2021 by causing the stock to go from $17 to $483 over the course of a month . The volatility of the CoreWeave in this instance is amplified by its low float . Short interest is approximately 8.44% of the company's float, well above the 2% to 5% average across U.S. stocks .  Microsoft accounted for over 70% of CoreWeave’s revenue last quarter . The company has a 387% debt-to-equity ratio, -38.7% profit margin and $11.9 billion debt with just $1.28 billion in cash .  CoreWeave’s debt obligations have, in-part, led D.A. Davidson Head of Research Gil Luria to rate the stock as an underperformer . The lockup period on the IPO expires in September and restricted shareholders can offload their CoreWeaves holdings and the stock price will drop .  is that the AI company will continue to leave believers, and skeptics, scratching their heads . This story was originally featured onFortune.com .",positive,"coreweave, openai, investors, coreweaves, market"
" Wells Fargo analyst raised their price target on Shopify's stock today . They called the company their ""signature pick"" and believe it could be a lesser-known beneficiary of the AI revolution . Shopify looks more poised to thrive amid AI's rise, rather than be disrupted by it .  Shopify has launched over 600 new product features for its merchants in the last two years . In 2023, the company launched Shopify Magic, a toolbox of AI-powered solutions . In 2024, it launched Sidekick -- an AI-driven commerce assistant .  Shopify stock isn't cheap at 83 times cash from operations . The company's growth potential remains massive, holding only a 2% market share in its core geographies . The Motley Fool's total average return is997% — a market-crushing outperformance compared to172% for the S&P 500 .  Well Fargo is an advertising partner of Motley Fool Money . Wells Fargo is a partner with Motley Fools Money . Shopify is now owned by Nvidia, Palantir Technologies, and other tech companies .",neutral,"shopify, merchants, commerce, companies, market"
" Nvidia (NVDA) once again proved to the markets, after reporting its Q1 earnings, that it remains the undisputed leader powering the globalAIrevolution . Nvidia stock experienced a strong post-earnings surge, even if the momentum cooled slightly in the days that followed .  Nvidia reported revenue of $44 billion, beating its own guidance of $43 billion . Gross margins, which had been a point of concern during the early stages of Blackwell’s rollout, came in at 71.3% . Nvidia is projecting $45 billion in revenue, with a margin of plus or minus 2% .  Nvidia shares jumped more than 5% in after-hours trading following the earnings release . The company continues to state that once production is fully ramped, margins could move into the 70–80% range over the next few quarters . The muted post-earnings reaction is actually a positive sign, it shows the market didn’t see enough red .  Q1 revenue jumped nearly 70% year-over-year, but sequential growth was just 12% . For a company priced for hypergrowth, this kind of slowdown can be an early warning signal . The U.S. export restrictions on AI chips like the H20 led to a $4.5 billion write-down and forced Nvidia to walk away from $15 billion in potential sales to China .  Q1 would have been the first quarter since the AI boom began in which Nvidia did not achieve sequential growth . For a stock valued for perfection, even a modest slowdown can pose a valuation risk . The company continues to stand out as a GARP (growth at a reasonable price) opportunity .  Nvidia trades at 31.6x forward earnings, with a consensus growth rate of 29% CAGR over the next three to five years . This results in a PEG ratio of just 1x—virtually identical to Advanced Micro Devices (AMD), despite AMD’s significantly slower growth outlook, and significantly lower than most of the other Magnificent 7 names . Not a single analyst rates NVDA stock as aSell.  Nvidia crushed its own guidance and delivered a Q2 forecast that dispels doubts about how quickly gross margins are recovering . While risks like evolving U.S. sanctions on China, Nvidia’s ability to maintain its presence in that market, and rising local competition are worth keeping an eye on .",positive,"nvidia, earnings, revenue, nvda, stock"
" Stargate UAE has hit a roadblock because U.S. officials are still hashing out security terms for exporting advanced chips . Nvidia, Oracle, OpenAI, Cisco Systems, SoftBank Group and UAE's G42 teamed up last month to launch what could become a 5-gigawatt AI data-center powerhouse .  Commerce Department, Nvidia, OpenAI, G42, Microsoft, Oracle and SoftBank all declined to say when any approval might come . Watch for any new U.S. export guidelines and whether Abu Dhabi caves to get those cutting-edge chips .",neutral,"uae, stargate, dhabi, nvidia, cisco"
" Microsoft shares are on track to close at a second record high in as many days Friday . Analysts this week highlighted the tech titan's strong position amid the AI revolution . The consensus price target for analysts tracked by Visible Alpha is about 12% higher than Microsoft's intraday level .  Goldman Sachs analysts said the company could reach $300 billion in cloud revenue by 2029, compared to $135 billion in fiscal 2024 . The consensus price target for Microsoft shares among analysts tracked by Visible Alpha is near $525, which implies 12% upside .",positive,"microsoft, analysts, shares, goldman, alpha"
" NVIDIA Corporation (NVDA) once again exceeded Wall Street expectations . First-quarter revenues of $44.06 billion, a 69% increase year-over-year . Profits surged 26% to $18.8 billion, and adjusted EPS reached $0.96 . Looking ahead, the company forecasts $45 billion in revenue for the upcoming quarter .  NVIDIA’s core strengths are anchored in its data center and gaming segments . Data center revenues, led by surging networking demand, totaled $39.1 billion . Gaming came in strong at $5 billion, fueled by the release of Blackwell GPUs .  NVIDIA Corporation (NVDA) is on our list of the30 Most Popular Stocks Among Hedge Funds . 212 hedge fund portfolios held NVDA at the end of the first quarter which was 223 in the previous quarter .  Some AI stocks hold greater promise for delivering higher returns and have limited downside risk . If you are looking for an extremely cheap AI stock that is also a major beneficiary of Trump tariffs and onshoring, see our report on the best short-term AI stock .",positive,"nvda, nvidia, stocks, stock, hedge"
" May's U.S. jobs data beat estimates, sending indexes higher . Tesla (NASDAQ:TSLA) led gains among major names, jumping more than 3% . Nonfarm payrolls rose by 139,000 in May, topping economists' projections .  For the week, the S&P 500 and Dow are up nearly 2% and 1.5% . The Nasdaq is more than 2% higher . ADP data showed private payrolls grew by just 37,000 in May .",positive,"payrolls, nasdaq, tesla, dow, economists"
" Motley Fool analysts Andy Cross and Asit Sharma discuss May's market bounce, plus earnings from ZScalerandUlta Beauty . The 10 stocks that made the cut could produce monster returns in the coming years . When you're ready to invest, check out this top 10 list of stocks to buy .  Stocks rocket higher in May . The Nasdaq is up more than 25% from those April lows . The S&Prose 6% in May and is now within 4% of its all time February high . Don't miss out on the latest top 10 list, available when you joinStock Advisor .  The number of companies that were able to confidently project out their outlook for the next quarter or even 2025, I felt like I could count them on one hand this quarter . The market's gotten really used to these wild swings of panic from, this is going to be the worst potential trade outcomes to euphoria over, maybe this is the not so worst outcome . I think investors, from my perspective, they should keep investing but be rational here .  The individual investor has become less bearish over time, and that's actually a contrary indicator . The lower that goes, the more euphoric your average investor gets because it means that there's more capital tied into stocks relative to cash on the sidelines . I think it's time to think about a little bit more selective securities like, the likes of a booking .  When the market is getting a little too complacent, that might be time to look at stocks which have lower trading multiples . Andy Cross: Those ones that are really cash heavy that sell them a little bit more reasonable, even like a company likeMicrosoft, it is so ingrained .  Zscaler jumped nearly 10% on Friday after reporting healthy fiscal third quarter earnings that included a third straight quarter of 23% growth in annual recurring revenue . Asit Sharma: ""Zscaler isn't going to stop growing, so this isn't really two years' worth of revenue""  Zscaler has created highly effective AI agents, for one thing, to help companies deal with security operations tasks . It comes to mind that the business which was built around this zero trust architecture really played well and plays well in an age of AI threats .  The strength and ongoing business is underpinned by AI demand, says Andy Cross . Jay Chaudhry who's the founder, the CEO, major shareholder in the business continues to drive it forward .  New sales director Mike Rich, who came over from service now, and so, which also has some consumption based usage systems and pricing mechanisms in their own products . I like how they're innovating both on the product side and really driving this sales side . Revenues, they expect to be up 23% for this fiscal year . The one thing to watch, I think, is $1 based retention rate fell a little bit .  Asit Sharma: Jay Chaudhry is someone who pushes on a lot of fronts, and that's what you want in a CEO . Sharma: I like the fact that they continue to innovate on the product side, as well as the sales side .  Traditionally, Zscaler sign up companies for years on specific modules . If you wanted to change anything, Andy Cross says, you had to go through a new procurement process filled with negotiations . Nobody wanted to do that, it's complex .  This is a company that if it wanted to, could be turning a GAAP profit right now . They tend to work at break even GAAP margins to slight losses, and it's not because the company's not growing . Jay Chaudhry and his team not afraid to spend on R&D, to bump that expense up .  Asit Sharma: I think if you're a holder of this company, you have much more reason to feel confident after the last few quarters than perhaps this time last year . But I'm not so sure I'm a buyer at this point . Sharma: The trading multiples feel a little inflated to me .  Andy Cross: I think they'll do about $3 billion in that ARR this year . At this multiple, after the performance has been so strong, I think I'm willing to just just sit back. I own it. I'm completely comfortable holding it. Not really eager to jump in, but if I see it pull back, this quarter was very impressive .  Comps are up 2.9%, driven by 2.3% increase in average ticket size . Asit Sharma: ""The strength of Ulta's model has been obscured over the last year or so""  Beauty tends to be very resilient, says Andy Cross . Beauty not so much of a discretionary item for a certain set of people, but almost as a staple that you are going to continue to buy it . But at the same time, Kecia said that they're very cautious about value .  Ulta Beauty and Leashed Initiative is going to drive core growth scale into new business lines, streamline cost structures . Asit Sharma: I think Ulta is excelling. They are making investments. They're seeing some cost pressure on the employees side. But I think with the scale they have, it's actually good investment .  The outlook for this company for the rest of the year is decreasing. I think comparable sales are going to land between 0%-1% for the entire fiscal year. Why did the stock react the way it did? I think it's the taking of market share, but also seeing that the plan for new stores continues .  The beauty and cosmetics sector has been making a comeback in recent years . As dust settles around the whole beauty sector, I think folks will be looking to concentrate capital into just a few high quality names . This is another high quality beauty company .  Only about 1% of Ulta's merchandise is direct import . The rest is partnering with their brands . Andy Cross: There's some questions about where's the pricing going to fall .  Ulta is pretty good at that, but the risk is a little higher of tariffs than the company presented it . The discussion didn't center enough around, what's the impact if we get on, the cosmetics level I know, 15% higher prices later this year . I don't know if we'll see that much, but to me, that's a risk .  The one thing about Ulta that I think they have shown very much like other big box retailers is that scale . They repurchased 986,000 shares at about $363 per share . The stock right now is at 473, so that quarterly investment has been good for shareholders .  Going forward, looking at a company that's trading close to 20 times its next 12 months earnings per share, I feel that it's good . Maybe you're not getting a bargain basement price, especially after being up 10%. This is retail, after all. This is never going to grow as quickly as a Zscaler. On the other hand, I don't think it's a bad price here .  Asit Sharma: ""I'd be a buyer of Ulta, even after a little bit this ramp, but don't be greedy. Just nibble"" Cross: ""If somebody wants to nibble on that, that's fine. I bought some earlier this year, so I'm pretty happy"" Sharma: I'm looking for you to go back and store and make my nibble worth it .  Asit Sharma and Andy Cross: The Motley Fool Money team discuss the market experiences of Zscaler and e.l.f. Beauty . Asit Sharmahas positions in Fortinet, Microsoft, Nvidia, Ulta Beauty, and Zscoaler . Cross: Don't buy or sell stocks based solely on what you hear .  Motley Fool: Share your thoughts on what's the future of your favorite companies . Share your knowledge of companies like these companies with the Motley Motives on the rise .",positive,"stocks, investing, investors, motley, invest"
" Nvidia (NVDA,Financials)captured a dominant 92% shareof the add-in-board GPU market in the first quarter of 2025 . AMD dropped 7.3 percentage points to 8%. Intel fell to 0% after a 1.2-point decline .  Data center GPU shipments rose 9.6%, reflecting ongoing AI-driven demand . By 2028, PC GPUs are expected to total 2.8 billion units, with dedicated GPUs reaching 15% penetration .",negative,"gpu, gpus, nvidia, amd, nvda"
" Analysts point to $20 billionpartnershipwith Saudi data center firm DataVolt and upbeat upgrades as key drivers . SMCI's modular systems feature advanced cooling and power management, making them an ideal match for Blackwell's dense computing requirements .  SMCI stands to benefit from strong demand for customizable high-performance infrastructure . While SMCI's profit margins remain tighter than some peers, its agility in aligning with NVIDIA's AI roadmap helps drive growth . Investors monitoring AI hardware trends view SMCI as a key beneficiary of NVIDIA's expanding GPU ecosystem .",positive,"smci, gpu, nvidia, infrastructure, hardware"
