summary,sentiment,keywords
" The S&P 500 has continued an epic run since it got oversold in early April following President Trump announcing tougher-than-thought tariffs on global trade partners . The tech-heavy Nasdaq Composite has performed even better, rallying 30.4% .  The S&P 500 retreated just 0.46% last week, while the Nasdaq 100 was essentially flat . The potential for the conflict to spread sent oil prices surging, and concerns seemed well-founded when the U.S. announced on June 22 it had dropped bunker busters on Iran's Fordow nuclear facility .  The two sides seemed to move closer to a ceasefire as the day progressed . On Polymarket, bets currently suggest only a 4% chance that the important Strait of Hormuz, which handles 20% of global oil supply, would close before July .  Ambarella(AMBA)was among the biggest gainers, rising 21% on takeover chatter . Coinbase(COIN)rallied 12% in the wake of stablecoin legislation .",negative,"nasdaq, coinbase, coin, takeover, polymarket"
" ADAM has surpassed the milestone of serving 16,000 drinks at its flagship Clouffee & Tea location in Town Square, Las Vegas . ADAM is equipped with proprietary AI software that runs on NVIDIA’s chipset . The proprietary vision-AI technology allows the robot to monitor each cup in real-time .  Richtech Robotics Inc. is a Nevada-based provider of AI-driven service robots . It specializes in the service industry, including the hospitality and healthcare sectors . Leading products so far include Matradee, ADAM, Titan, and DUST-E .",neutral,"ai, adam, robot, richtech, robots"
" Perfect Corp. (NYSE:PERF) is one of the 7 most popular AI penny stocks under $5 to avoid . Perfect revealed a “groundbreaking” partnership with Nvidia (NASDAQ:NVDA) to enhance its suite of next-generation beauty and fashion technology solutions . Perfect will integrate Nvidia’s AI and accelerate computing platforms into its products .  Perfect Corp. (NYSE:PERF) is an AI and augmented reality software company headquartered in New Taipei City, Taiwan . The firm creates digital solutions for the beauty, fashion, and skincare industries . PERF leverages NVIDIA TensorRT, which optimizes generative diffusion models for real-time creation of personalized hairstyles, face swaps, and clothing try-ons .  Goldman Sachs China Stocks: 10 Stocks to Buyand 10 Undervalued Blue Chip Stocks Analysts Recommend for Smart Investing. stock. stock . stock.com .",positive,"perf, nyse, nvidia, goldman, nasdaq"
" Advanced Micro Devices, Inc. (NASDAQ:AMD) is one of the 12 best cryptocurrency and blockchain stocks to buy . Microsoft announced it had extended its partnership with the company to design next-generation chips that will go into Xbox consoles . Microsoft has utilized AMD hardware for the last two console generations, beginning with the Xbox One .  AMD’s technology, particularly its CPUs and . GPUs, plays a crucial role in the performance and efficiency of blockchain operations like mining and transaction validation . applications . We believe certain AI stocks offer greater upside potential and carry less downside risk .",positive,"amd, nasdaq, gpus, stocks, hardware"
" Northrop Grumman Corporation (NYSE:NOC) is one of the 11 best industrial stocks to buy right now . On June 18, the company announced it is broadening its use of Nvidia technology to advance its space solutions .  Northrop Grumman Corporation (NYSE:NOC) is a global aerospace and defense technology company . It focuses on pioneering technologies and solving complex problems in space, aeronautics, defense, and cyberspace . We believe certain AI stocks offer greater upside potential and carry less downside risk .",positive,"noc, northrop, nyse, nvidia, stocks"
" The Nasdaq Composite climbed about 0.3%, boosted by Nvidia’s 4% rise that helped the chipmakersecure a record closing price . The S&P 500 flirted with its own all-time highs but ended the trading day nearly flat, just below its record level . Fed Chair Jerome Powell stressed the central bank is still studying the effects of tariffs before deciding on rate cuts .  Markets responded positively to Powell's prior day testimony, where he hinted that rate cuts could come""sooner rather than later"" Powell said there will be some inflation from tariffs coming, not yet, but over the course of the coming months .  S&P 500 flirted with all-time highs but ended the day nearly flat . Nasdaq Composite boosted by Nvidia’s 4% surge, which helped the chipmaker secure a record closing price . Nvidia shares rose over 4% to end Wednesday's trading session above $154, notching a new record high .  The S&P 500's valuation is back above both the five- and 10-year averages . Just because valuations are high doesn't mean they can't stay high for an extended period of time .  Technology sector (XLK) is the only sector in the green on Wednesday, extending a recent strong stretch for the sector . Technology sector has outperformed both the S&P 500 and the other major indices in recent months .  Federal Reserve Chair Jerome Powell said tariffs could fuel inflation . Powell said the central bank is in good position to ""wait"" and see their effects . Oracle (ORCL) and Micron (MU) have been leading in the technology sector .  The Dow Jones Industrial Average (^DJI) dropped 0.4%, while the Nasdaq Composite (^IXIC) was up 0.1% Markets had gotten a boost from Powell's comments to Congress . Shares of Campbell's Company stock (CPB) fell over 2% Wednesday and was on track to close at its lowest level since June 2012 .  Bank of America analyst Vivek Arya says artificial intelligence could boost the AI data center market to $823 billion by 2030 . Some $650 billion of that market would go to AI chips alone, up from $201 billion in 2025 . Nvidia is set to be a “key beneficiary” as it’s “still far ahead” of new entrants in the sector .  BP (BP) stock soared as much as 8% on Wednesday after the Wall Street Journal reported the British oil giant is in early talks to be acquired by its European rival Shell . According to the report, an agreement would mark a landmark deal between the two energy super majors, valued at $80 billion .  Micron stock dipped 1.7% ahead of the chipmaker’s third quarter earnings report . Despite the modest decline, the stock is up 50% for the year . Wall Street analysts expect Micron to report earnings per share of $1.60 for its third quarter, up 158% from previous year .  Micron said it will invest an additional $30 billion in the US as it looks to build out its manufacturing and research and development facilities in Idaho and New York, bringing its total US manufacturing and R&D investments up to roughly $200 billion . President Trump said he is actively considering replacements for Federal Reserve Chairman Jerome Powell .  Tesla (TSLA) stock fell more than 5% on Wednesday as sales in the European Union fell for a fifth-straight month . Tesla was one of the few large cap stocks in the red within the Nasdaq 100 .  Reddit stock (RDDT) jumped 5% premarket Wednesday after gaining roughly 5% the previous day . The tech-heavy Nasdaq Composite (^IXIC) led the gains, rising about 0.6%, while the S&P 500 added more than 0.2% . The Dow Jones Industrial Average (^DJI) hovered just above the flat line .  The social media stock has suffered as changes to Google's Search algorithm havespurred ongoing concernsamong investors over its user traffic . RBC Capital Markets analyst Brad Erickson said that brands are expected to grow as brands recognize the importance of maintaining a presence on the platform .  AI chipmaker’s stock has seen a significant upswing following its first quarter earnings in late May . Shares had jumped 2.6% Tuesday and are up nearly 13% over the past month . BlackBerry (BB) posted better-than-expected revenue in its fiscal first quarter .  General Mills is the latest major food company to signal weakness in snacking and consumer packaged goods . The Pillsbury owner's full-year profit forecast was weaker than expected . Shoppers have been buying less, searching for better deals, making fewer impulse purchases, trading down to private label brands more often .  Options positions show traders are boosting bets that the benchmark US bond yield will sink to its lowest level since April . General Mills' stock fell over 3% following the release of its fiscal fourth quarter results . Shares of QuantumScape (QS) soared 35% premarket on Wednesday after the companyannounced a breakthroughin its process for manufacturing solid-state batteries for electric vehicles .  Tesla sales of new models in Europe fell for the fifth month in a row, down 28% year-on-year . Tesla's new Robotaxi launch may have investors buzzing, but sales slump continues to roll on .  Robinhood (HOOD) stock rose 3% before the bell on Wednesday after ARK Innovatoon ETF founder Cathie Wood sold Circle (CRCL) holdings and purchasedRobinhood . FedEx stock sinks as profit outlook highlights tariff drag . General Mills (GIS), Jefferies (JEF), Micron (MU), Paychex (PAYX), Winnebago Industries (WGO)  FedEx (FDX)stock fell 5% after signaling caution for the year andforecasting a weaker quarterlyprofit . For the first time in 13 years, the company didn't provide a full-year outlook . China-to-US volumes have fallen off a cliff due to the trade war .  Asia-Pacific equities were mixed overnight Tuesda as investors assessed geopolitical developments and fresh signals from the US Federal Reserve . Market sentiment was cautiously optimistic following news of a ceasefire between Israel and Iran, reportedly brokered by US President Donald Trump .  Oil prices rebounded after two days of falls as the tense ceasefire between Israel and Iran was eyed by investors worldwide . Investors across the region are also parsing commentary from the Federal Reserve, as markets look for clues on the trajectory of U.S. interest rates .",positive,"nasdaq, stocks, stock, markets, market"
 US equities closed mixed Wednesday as investors assessed latest comments by Federal Reserve Chair Je . Fed Chair Je said the central bank will continue to raise the interest rate .,positive,"equities, closed, mixed, bank, fed"
" Micron reports record quarterly revenue of $9.3 billion, up 37% year-over-year . Memory chip maker's net income of $2.18 billion, or $1.91 per share, rose from $702 million in the year-ago quarter . Data center sales more than doubled year-on-year on AI-driven demand .  Micron shares rose close to 4% in extended trading following the release . The stock has gained over 50% in 2025 through Wednesday’s close .",positive,"micron, revenue, billion, income, shares"
" US benchmark equity indexes closed mixed on Wednesday, after Federal Reserve Chair Jerome Powell hin . Fed Chairman Jerome Powell has been in charge of the Federal Reserve since the start of the year .",negative,"closed, equity, indexes, powell, reserve"
" Memory chip maker reported a nearly 50% jump in third-quarter sales of its HBM chips from the previous three months . Many cloud companies, such as Google, have committed large investments this year toward AI infrastructure expansion .  Micron said it expects fourth-quarter revenue of $10.7 billion, plus or minus $300 million . Micron is one of the providers of high-bandwidth memory chips, besides South Korea's SK Hynix and Samsung .  U.S. President Barack Obama was elected to the White House in 2008 . The White House has been criticized for its lack of transparency in the wake of the 2008 election .",positive,"micron, obama, billion, samsung, barack"
