summary,sentiment,keywords
" Oracle Corporation is set to spend $40 billion on Nvidia's top-tier chips to support OpenAI’s upcoming data center in the US . The data center, located in Abilene, Texas, is part of the US Stargate Project . Oracle has also signed a 15-year lease for the data center and is expected to be fully operational by mid-2026 .  Some AI stocks hold greater promise for delivering higher returns and have limited downside risk . ORCL. has surged by over 26% in the past 12 months . If you are looking for an AI stock that is more promising than ORCL, check out our report about thischeapestAIstock.",positive,"oracle, openai, orcl, nvidia, stocks"
" Oracle plans to invest approximately $40 billion in high-performance chips from NVIDIA . Facility, located in Abilene, Texas, is part of a $500 billion initiative led by OpenAI and SoftBank Group . Data center is expected to support 1.2 gigawatts of computing power when fully operational by mid-2026 .  The announcement follows a collaboration unveiled this week between the three companies, alongside G42, SoftBank Group Corp. (TYO:9984), and Cisco Systems Inc (NASDAQ:CSCO) to build Stargate UAE . The UAE facility will be housed within the larger UAE–U.S. AI Campus and is designed to support global-scale AI advancement across industries .  amid more Trump trade turmoil in the U.S. amid more trade turmoil . China is the world's most important ally in the world of the Middle East and Latin America .",positive,"uae, nasdaq, stargate, softbank, china"
" Oracle will spend around $40 billion on Nvidia's higher-performance chips to power OpenAI's new U.S. data center . The data center, situated in Abilene, Texas, is part of the U .S. Stargate Project, led by top AI firms in the country . Oracle has agreed to lease the site for 15 years, the Financial Times reported .  ChatGPT maker's demand for power has outstripped the supply Microsoft can provide . Blue Owl Capital, have invested around $5 billion in cash . OpenAI, Oracle, and Nvidia are also involved in a Stargate project in the Middle East .",neutral,"openai, oracle, stargate, nvidia, microsoft"
" Nvidia (NVDA,Financials) isswitching gears. With cloud giants like Microsoft and Google tightening the purse strings, Nvidias no longer betting only on mega AI builds . CEO Jensen Huang just rolled out NVLink Fusiontech that lets outside chips link up with Nvidia platform . Its a smart hedge: stay relevant, even when the big checks slow down .  Its not the same as landing one massive government contract . Still, selling to businesses takes time . Nvidia doubling down on its alliesbecause geopolitics arent getting easier .",neutral,"nvidia, nvidias, nvda, nvlink, hedge"
" CoreWeave is now Nvidia’s largest holding, making up more than 78% of its disclosed portfolio . The IPO raised $1.5 billion, making it one of the largest AI-related listings since 2021 .  CoreWeave reported a 420% year-over-year revenue increase to $981.6 million for the first quarter . Its data centers are equipped with Nvidia GPUs, and Nvidia holds approximately a 7% stake . The company expects revenue of $4.9 billion to $5.1 billion in 2025 .  Nvidia has been invested in CoreWeave since April 2023 . In the first quarter this year, Nvidia bought 24,182,460 shares after the company's IPO . In February 2024, Nvidia disclosed a stake in SoundHound AI .  Citi analysts more than doubled the firm's price target for CoreWeave stock to $94 from $43 . The firm said it updated the model following a ""strong Q1 out-of-the-gate"" model . Citi said it sees ""significant increase in near-term demand""  Citi's already-doubled $94 price target is below the current price of $100.16 . The analysts reiterated their Neutral/High Risk rating for CoreWeave .",positive,"nvidia, coreweave, stock, invested, gpus"
" The company's stock jumped 7.3% as of 1:09 p.m. ET on Friday, but gained as much as 9.8% earlier in the week . This comes just a week after the company revealed a profitable quarter . Quantum computing technology is still in its infancy and likely many years from real commercial viability .  IonQ CEO Niccolo de Masi said he sees his company as the ""N Nvidia"" of quantum computing . While there are positive developments here, quantum computing is many years away from real viability in commercial applications . Quantum Computing's technology shows promise, but it is too early to tell which approach and companies will succeed .  Quantum Computing is a solid addition to your portfolio, but you should look tospread your quantum investment around to many companies in the space . Consider when Netflixmade this list on December 17, 2004... if you invested $1,000 at the time of our recommendation,you’d have $640,662! The Motley Fool’s total average return is963% — a market-crushing outperformance compared to168% for the S&P 500 .  The Motley Fool has no position in Nvidia or Nvidia . Johnny Rice has no idea what the future of quantum computing will be as well as Nvidia .",neutral,"quantum, motley, stock, invested, investment"
" Polen Capital, an investment management company, released its “Polen Global Growth Strategy” first-quarter 2025 investor letter . Global equity markets experienced a surge in volatility in 2025 due to US tariffs, with the ""Magnificent 7"" falling 15% and semiconductors dropping 19%. U.S. stocks lagged, with international equities surpassing them by nearly 10% due to a weakening dollar and a significant tariff shock after the quarter's close .  Polen Global Growth Strategy stated the following regarding NVIDIA Corporation (NASDAQ:NVDA) in its Q1 2025 investor letter: The company is in 5th position on our list of30 Most Popular Stocks Among Hedge Funds . The company closed at $132.83 per share with a market capitalization of $3.197 trillion .  In another article, we covered NVIDIA Corporation (NASDAQ:NVDA) and shared the list of AI stocks surging on news and analyst ratings . In addition, please check out ourhedge fund investor letters Q1 2025page for more investor letters from hedge funds and other leading investors .",negative,"stocks, investors, nasdaq, investor, investment"
" Tesla, Inc. CEO Elon Musk confirmed plans to build a 1 million GPU facility outside Memphis . In addition, the executive confirmed plans for buying more chips from the semiconductor giant . The confirmation is a significant boost for Nvidia, which has come under pressure in the aftermath of the US restricting it from selling advanced AI chips to customers in China .  Morgan Stanley has reiterated an Overweight rating on Nvidia stock with a $160 price target . The analysts are impressed with the unveiling of RTX PRO servers aimed at the enterprise AI inference market . The servers are expected to support an AI enterprise platform .",positive,"gpu, nvidia, rtx, tesla, stock"
" Accenture plc has inked a strategic collaboration with Dell Technologies and Nvidia . The new AI solution is designed to enable organizations within regulated industries to capitalize on the emerging opportunities around agentic artificial intelligence . Organizations should be able to scale AI in private and on-premises environments rapidly .  Accenture has affirmed its status as a leading provider of AI solutions . The company is also exploring and coming up with solutions in areas like cloud computing, data analytics, and cybersecurity as it looks to capitalize on the AI boom .  Stocks to Buy Now According to Billionaires. Disclosure: None of these stocks have been publicly released by the billionaire . Stocks are listed in the form of a portfolio worth $1.5 billion .",positive,"stocks, accenture, plc, ai, portfolio"
" Navitas Semiconductor’s high-power GaNSafe power ICs are a perfect fit for the solution as they can integrate control, drive, sense, and enable unprecedented reliability and robustness in AI data centers . Nvidia settled on the company owing to the company's innovations .  Navitas Semiconductor shares exploded by more than 170% in pre-market on the confirmation of the strategic partnership with Nvidia . The rally puts the company in the spotlight as a key supplier of high-performance GPU systems . The deal positions the company to capitalize on the growing demand for AI data centers .",positive,"nvidia, gpu, gansafe, navitas, ics"
